grid_id,grid_area_km2,entry_all__2022,entry_all__2023,entry_productive__2022,entry_productive__2023,exp__2022__00_03,exp__2022__03_06,exp__2022__06_09,exp__2022__09_12,exp__2022__12_20,exp__2022__gt_20,exp__2023__00_03,exp__2023__03_06,exp__2023__06_09,exp__2023__09_12,exp__2023__12_20,exp__2023__gt_20,sel__2022__00_03,sel__2022__03_06,sel__2022__06_09,sel__2022__09_12,sel__2022__12_20,sel__2022__gt_20,sel__2023__00_03,sel__2023__03_06,sel__2023__06_09,sel__2023__09_12,sel__2023__12_20,sel__2023__gt_20
"124,154",2461.5347353414395,0.0,0.0,0.0,0.0,4484.913997357499,9026.221041541006,12100.689763603023,15481.39878815015,50671.28742959826,97477.82618772467,4481.740585511338,9010.311149458792,12078.419907626918,15486.159674701505,50655.39199430521,97698.84953889005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"125,154",1968.246110912589,0.0,0.0,0.0,0.0,2755.3618218898773,6112.982642025106,8010.900376463871,9667.64292776912,33719.71050407372,89785.72487747343,2771.248262166977,6090.750965208165,8017.266716147404,9664.462170961793,33780.0355258175,90051.59233653311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"126,154",792.9975512624254,0.0,0.0,0.0,0.0,1944.9089416943348,2569.3431011947932,3428.710675243303,3955.835445831336,12596.256052235061,34709.58347510637,1954.424332090453,2580.4538221144207,3425.5334122218337,3987.5513717632666,12696.183031485129,34967.050975731305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"91,155",1011.2166514825224,0.0,0.0,0.0,0.0,88.71319473864986,0.0,0.0,0.0,0.0,0.0,88.71319473864986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"92,155",2502.9215879259514,0.0,0.0,0.0,0.0,5667.533066535464,29.074543215246763,3.233715534210205,2.1313629262587606,0.0,3.2336983680725098,5666.467497883591,29.074543215246763,3.233715534210205,2.1313629262587606,0.0,3.2336983680725098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"93,155",2503.9992274051874,0.0,0.0,0.0,0.0,81022.15317199276,21476.984255372776,6374.037361459171,2184.706028772803,1859.4169777103498,748.18803135554,80865.14341158867,21330.94903279005,6338.44291527692,2165.290947510214,1846.4754598804548,741.361771808886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"94,155",2504.9236044798763,0.0,0.0,0.0,0.0,59683.868764941835,13212.609163458208,2241.775160567901,567.8695963364021,486.7396000675127,128.7504280941159,60567.09026350694,13300.00700991855,2261.197112100265,577.5818651657478,493.2128561786577,122.63270456276688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"95,155",2505.694402900397,0.0,0.0,0.0,0.0,53629.68385782709,31277.855068004832,4344.424617479362,399.8354442830179,97.13009762763977,19.425965785980225,55116.509340871555,31350.171893712588,4331.4723920326605,406.31090314341526,97.13009762763977,19.425965785980225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"96,155",2506.3113587852113,0.0,0.0,0.0,0.0,68270.32226969027,37913.08235317025,9539.185281166376,1562.3645820187585,948.9218952038709,200.80700278282166,70369.19308670738,38760.52103467361,9730.282473215402,1605.9072890758512,958.6396712639753,200.80707049369812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"97,155",2506.7742608063204,0.0,0.0,0.0,0.0,45293.32791366578,70135.00148055413,23367.652178373522,5798.284176720826,3508.9237830320994,1289.662507496628,45283.40534916766,70432.3076519377,23361.175247516818,5790.356829798456,3531.599002567927,1289.6626197917788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
