year,period,period_label,slope_bin,slope_label,selected_area_ha,exposure_ha_years,grids_with_entry,grids_with_exposure,selected_total_year,exposure_total_year,selected_share,available_share,selection_ratio,log2_selection_ratio,conversion_rate_per_1000_ha_year
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,557.9731118679047,7182630.063047446,42,877,273061.1319788297,113657008.30858384,0.0020433999808920594,0.06319566360172252,0.03233449677449645,-4.950782032043576,0.07768367672706895
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,47518.14980246226,37625605.21772871,190,1134,163756.62517553498,115094671.74356574,0.2901754341329783,0.32691005280904445,0.8876308074333717,-0.17196835416627396,1.262920543802238
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,67842.69907091738,35109111.28233128,183,1131,163756.62517553498,115094671.74356574,0.414289797424654,0.3050454964636017,1.3581246149427662,0.4416158603718666,1.9323388315174854
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,34943.73341446764,17001086.431765802,146,1094,163756.62517553498,115094671.74356574,0.21338821178691578,0.14771393127255025,1.444604513254667,0.5306745827878123,2.0553823753978904
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9829.99378214537,8306468.040883003,106,1070,163756.62517553498,115094671.74356574,0.060028067698686044,0.07217074357177936,0.8317507168120488,-0.2657768904480006,1.1834143866880409
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,3312.604468482148,9859806.066989295,82,1020,163756.62517553498,115094671.74356574,0.020228827169168156,0.08566692026332226,0.23613347027054268,-2.082325546878761,0.3359705501280368
1997,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,309.4446370601654,7192594.703867647,28,882,163756.62517553498,115094671.74356574,0.0018896617875976845,0.06249285561970198,0.030238045115063283,-5.047491317212029,0.04302267120567337
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,37981.90182145624,38383908.40451034,192,1136,128979.862856332,116474232.15448664,0.2944793162306545,0.3295484992216948,0.8935841520326618,-0.16232449544329833,0.9895266897050311
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,54169.81734476557,35510143.63839283,181,1132,128979.862856332,116474232.15448664,0.41998662539364157,0.3048755332535151,1.3775674975020296,0.46212300912366316,1.5254744643217464
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,27176.53283767139,17118290.271865748,146,1095,128979.862856332,116474232.15448664,0.21070368843501386,0.14697062135735525,1.4336449454254758,0.5196877723672593,1.5875728478758515
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,7362.029387351578,8349285.015660185,116,1070,128979.862856332,116474232.15448664,0.05707890537573288,0.07168353773378851,0.7962623941316496,-0.32868417123823057,0.8817556681252492
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2131.6428994066573,9902128.076060347,66,1022,128979.862856332,116474232.15448664,0.01652694344838194,0.08501561154682326,0.19439892447611873,-2.3629078577197085,0.215271190498957
1998,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,157.93856568055995,7210476.747997193,18,882,128979.862856332,116474232.15448664,0.001224521116575263,0.061906196886823105,0.019780267213215057,-5.659794274063127,0.021904039247395053
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,46335.8491334803,39202032.75784487,213,1136,168144.96720136944,117924534.4943592,0.2755708357181381,0.3324332203297361,0.8289509557582815,-0.27064134657692623,1.1819756750804675
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,72093.99330278752,35939428.81792288,206,1133,168144.96720136944,117924534.4943592,0.42876093470254256,0.3047663403720454,1.4068513411918455,0.49246989029715016,2.0059860624950856
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,36601.2547019491,17240068.654737353,161,1099,168144.96720136944,117924534.4943592,0.21767677802759122,0.14619577451511598,1.4889402840099488,0.574285893819068,2.123034161577514
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9961.896623076644,8391008.961085403,124,1071,168144.96720136944,117924534.4943592,0.05924588043807659,0.07115575225346155,0.8326225015096292,-0.2642655472455282,1.187210819256239
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2913.4808641919903,9934635.861145446,87,1024,168144.96720136944,117924534.4943592,0.017327196363259703,0.0842457076785888,0.20567453037923072,-2.281564945509823,0.2932649877572937
1999,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,238.49257588386536,7217359.441623239,27,883,168144.96720136944,117924534.4943592,0.0014183747503917143,0.06120320485105221,0.02317484441939856,-5.431296536193199,0.0330442979614476
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,32350.271757701797,39975842.49976731,184,1138,114380.07726811896,119331187.13932775,0.2828313507943289,0.3349991184877147,0.8442749105463724,-0.24421525294181515,0.8092455276681186
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,46797.933340208205,36382578.78736138,182,1134,114380.07726811896,119331187.13932775,0.40914409622673115,0.3048874285050236,1.3419513498241522,0.42433237001821517,1.2862731257649311
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,25609.77575521469,17367832.319537207,154,1100,114380.07726811896,119331187.13932775,0.2239006684283197,0.14554311187115748,1.538380384683052,0.6214122726390566,1.4745522229855972
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,7222.279617212333,8430301.939535465,122,1072,114380.07726811896,119331187.13932775,0.06314281114081212,0.0706462588836268,0.8937884629506729,-0.1619946723867885,0.8567047383370829
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2170.898032199635,9959212.912163043,83,1032,114380.07726811896,119331187.13932775,0.018979686708121567,0.08345859243430592,0.22741441180021515,-2.1366044106929425,0.21797887557442902
2000,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,228.91876558229035,7215418.680963344,29,888,114380.07726811896,119331187.13932775,0.002001386701686524,0.060465489818171535,0.03309965250765326,-4.917040118606791,0.03172633158298265
2001,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,34990.69856513715,40568420.87955123,202,1138,119417.25993165969,120475131.4833871,0.29301207032519155,0.336736888186301,0.8701513870469739,-0.2006616751421126,0.8625107363440521
