year,period,period_label,slope_bin,slope_label,selected_area_ha,exposure_ha_years,grids_with_entry,grids_with_exposure,selected_total_year,exposure_total_year,selected_share,available_share,selection_ratio,log2_selection_ratio,conversion_rate_per_1000_ha_year
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,41964.45262398626,30820482.599053103,205,1134,149781.16762881092,102673635.56153613,0.2801717551567161,0.3001791300219543,0.9333485480360514,-0.09951215569671602,1.361576753028375
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,62902.39177020765,31082899.826826338,198,1128,149781.16762881092,102673635.56153613,0.4199619536021574,0.30273496849341813,1.3872264432884234,0.4722033045644468,2.0236976640100757
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,32768.66654108553,16021709.840328425,168,1086,149781.16762881092,102673635.56153613,0.21877694679409324,0.15604502317175686,1.4020116909033882,0.4874983795468384,2.0452665082351666
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9013.355591854395,8015503.307406852,124,1053,149781.16762881092,102673635.56153613,0.060176828199065564,0.07806778501188713,0.7708279181983021,-0.37551927011823444,1.124490284162875
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2868.240290634305,9628393.707017919,81,997,149781.16762881092,102673635.56153613,0.01914953886420758,0.09377669013431655,0.2042036121852846,-2.29191970841844,0.29789395592991896
1989,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,264.06081104278564,7104646.280903489,23,862,149781.16762881092,102673635.56153613,0.0017629773837601775,0.06919640316666698,0.025477876061185678,-5.294611176062494,0.0371673410050761
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,55919.334612232095,31736424.847278688,216,1135,223564.528770472,104495361.80669212,0.2501261489010318,0.3037113255417832,0.823565431598041,-0.2800448194445406,1.7619922496414093
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,88580.86454555007,31716730.60040811,221,1125,223564.528770472,104495361.80669212,0.39622056787234694,0.30352285548406893,1.3054060368549196,0.38449861617842396,2.7928750179695467
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,56248.69929407624,16177796.146721644,174,1087,223564.528770472,104495361.80669212,0.2515993910278376,0.15481831793308917,1.6251267575234618,0.7005522506447326,3.4769074096334673
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,17379.463586806316,8060135.834725533,134,1056,223564.528770472,104495361.80669212,0.07773801900680483,0.07713391001637111,1.007831950828183,0.01125509923603582,2.156224652186414
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,4869.252199409522,9669572.789331561,86,1001,223564.528770472,104495361.80669212,0.02178007497964339,0.09253590419849907,0.2353689107843252,-2.0870043234462337,0.5035643565123961
1990,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,566.9145323977751,7134701.5882265875,37,867,223564.528770472,104495361.80669212,0.002535798212335427,0.06827768682618854,0.037139486268635544,-4.750902330420019,0.07945875877041246
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,46351.45714223712,32443851.29410377,207,1135,164370.84276018236,105849375.7840854,0.28199318299939646,0.30650961381466885,0.9200141538460969,-0.12027203858021121,1.4286669212622383
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,70993.96383841832,32201595.57354027,204,1127,164370.84276018236,105849375.7840854,0.43191336520674023,0.3042209303078557,1.4197358635701576,0.5056225467979817,2.2046722398052028
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,34815.77911940556,16280723.673975542,168,1090,164370.84276018236,105849375.7840854,0.21181237824643817,0.15381029461321938,1.3771014403104442,0.4616348354660183,2.138466312468529
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9190.321046691783,8083633.91817898,121,1059,164370.84276018236,105849375.7840854,0.05591211246693243,0.0763692167128903,0.7321289241073893,-0.4498303728906628,1.136904656954345
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2787.245447515039,9687016.083910838,89,1005,164370.84276018236,105849375.7840854,0.01695705516082095,0.09151698828787326,0.18528860573384817,-2.43215392888484,0.28773003196973873
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,232.07616591453552,7152555.240375991,24,870,164370.84276018236,105849375.7840854,0.0014119059196717478,0.06757295626349256,0.020894541215071182,-5.580730108262436,0.032446609374573096
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,42638.19394102564,33053066.866984967,211,1134,154747.713468374,106987580.06069355,0.27553359584689224,0.3089430272956367,0.8918589238242494,-0.16511257531991505,1.289992063750513
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,66739.74632126864,32602099.397459317,202,1129,154747.713468374,106987580.06069355,0.43128098519470753,0.30472788877890594,1.415298701155711,0.5011065683915116,2.0470996517012545
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,32680.12206550486,16371153.14329593,179,1091,154747.713468374,106987580.06069355,0.21118323064711222,0.1530191928260145,1.3801094277580672,0.4647826616592462,1.9962015979850225
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9062.475267834758,8104650.809867315,128,1059,154747.713468374,106987580.06069355,0.05856290257682462,0.07575319308343627,0.7730750374089462,-0.37131964083589786,1.1181820760002767
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,3189.226904496025,9698392.525515262,87,1007,154747.713468374,106987580.06069355,0.020609202120119286,0.09064970457331038,0.22734990938058908,-2.1370136658486785,0.32884077398450995
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,437.9489682440664,7158217.317570755,33,870,154747.713468374,106987580.06069355,0.0028300836143441348,0.06690699344269617,0.04229877130509558,-4.563240433233066,0.06118128981206884
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,61218.72101904551,33947079.79114874,214,1135,223412.19745327818,108759038.24025907,0.2740169145502813,0.312131114254214,0.8778904185986062,-0.18788722620963386,1.8033575021969195
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,94318.29552314235,33219637.68977483,208,1129,223412.19745327818,108759038.24025907,0.4221716477358716,0.30544254737146065,1.3821638516602999,0.4669286533279337,2.8392331187938873
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,48216.98423660035,16534439.680302875,176,1089,223412.19745327818,108759038.24025907,0.21582073309441346,0.15202818954482408,1.4196099666817432,0.5054946083025983,2.916154715181562
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,14134.113885643903,8153204.420916586,127,1061,223412.19745327818,108759038.24025907,0.06326473687095686,0.07496576425129267,0.8439150524616437,-0.24483030870390507,1.7335654984172397
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,5053.281550786074,9733140.208163574,87,1009,223412.19745327818,108759038.24025907,0.022618646646823563,0.08949270208386857,0.25274291780380453,-1.9842574284464385,0.5191830635037687
1993,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,470.80123805999756,7171536.4499524655,40,873,223412.19745327818,108759038.24025907,0.0021073211016531695,0.06593968249434,0.03195831435545741,-4.967664874598817,0.06564858748826663
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,54932.68093822143,34722927.37715903,206,1137,200618.66428071563,110165160.41671681,0.2738164025524409,0.3151897319062957,0.8687351611880717,-0.20301166453877745,1.5820290824429886
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,87452.61943859587,33656482.039893284,208,1129,200618.66428071563,110165160.41671681,0.43591467300483966,0.30550930904636653,1.42684579519206,0.512829425540451,2.598388605646235
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,42424.60381500674,16647742.96129138,168,1089,200618.66428071563,110165160.41671681,0.21146887786893107,0.15111622311735134,1.3993790574339067,0.484786806110505,2.548369704749203
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,11441.924751651988,8189902.368292159,134,1063,200618.66428071563,110165160.41671681,0.05703320173461965,0.07434203642342627,0.7671729815118119,-0.38237618282812125,1.3970770635740768
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,3999.224095833535,9766778.117537325,92,1012,200618.66428071563,110165160.41671681,0.01993445679728792,0.08865577901936485,0.22485231101442005,-2.1529503828977368,0.4094721972492124
1994,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,367.61124140608547,7181327.552543635,34,873,200618.66428071563,110165160.41671681,0.0018323880418808166,0.06518692048719531,0.028109750057003436,-5.152785563986913,0.05118987244578158
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,55846.82893080711,35686773.96233468,208,1135,196209.6175205511,111804377.02803211,0.2846283971016746,0.31918941736410844,0.8917225372074002,-0.16533321485946437,1.564916710873059
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,82972.48906013732,34158099.98839827,209,1129,196209.6175205511,111804377.02803211,0.4228767687773854,0.30551666130060356,1.3841365213182564,0.4689862471041247,2.4290721406728935
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,42285.14603967386,16771626.647275303,174,1091,196209.6175205511,111804377.02803211,0.21551005793711867,0.15000867670028914,1.4366506170019648,0.5227092514927459,2.5212310605866874
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,11480.023640131483,8226488.4949157005,140,1065,196209.6175205511,111804377.02803211,0.05850897517258072,0.0735793062274576,0.795182479591618,-0.3306421248140585,1.3954950094717324
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,3289.716022382063,9789057.016568553,98,1015,196209.6175205511,111804377.02803211,0.016766334209063406,0.08755522168970357,0.19149439502858473,-2.3846259292791925,0.3360605640373762
1995,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,335.413827419281,7172330.918539606,43,876,196209.6175205511,111804377.02803211,0.0017094668021772662,0.06415071671783767,0.02664766489977397,-5.229847072742063,0.046764968213091916
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,72522.18252845932,36766091.28089228,222,1134,273061.1319788297,113657008.30858384,0.2655895476697941,0.3234828351373697,0.8210313463989806,-0.28449079075145495,1.9725290342775668
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,114768.8578726703,34704916.544462726,211,1129,273061.1319788297,113657008.30858384,0.4203046293734997,0.3053477921065574,1.3764783641429632,0.46098193344312494,3.3069913228470798
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,62080.53115181829,16905791.78840824,179,1092,273061.1319788297,113657008.30858384,0.2273503032157333,0.14874394496209384,1.5284676177821668,0.6120859875144091,3.6721457314046027
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,17392.47598646108,8271213.435616816,130,1066,273061.1319788297,113657008.30858384,0.06369444036366739,0.07277345725272043,0.8752427432776166,-0.19224489970835704,2.1027719961338485
1996,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,5739.111327552795,9826365.196156336,106,1018,273061.1319788297,113657008.30858384,0.021017679396413497,0.08645630693953615,0.24310174862213768,-2.0403678242298384,0.5840523136467283
