grid_id,grid_area_km2,entry_all__2012,entry_all__2013,entry_all__2014,entry_all__2015,entry_all__2016,entry_productive__2012,entry_productive__2013,entry_productive__2014,entry_productive__2015,entry_productive__2016,exp__2012__00_03,exp__2012__03_06,exp__2012__06_09,exp__2012__09_12,exp__2012__12_20,exp__2012__gt_20,exp__2013__00_03,exp__2013__03_06,exp__2013__06_09,exp__2013__09_12,exp__2013__12_20,exp__2013__gt_20,exp__2014__00_03,exp__2014__03_06,exp__2014__06_09,exp__2014__09_12,exp__2014__12_20,exp__2014__gt_20,exp__2015__00_03,exp__2015__03_06,exp__2015__06_09,exp__2015__09_12,exp__2015__12_20,exp__2015__gt_20,exp__2016__00_03,exp__2016__03_06,exp__2016__06_09,exp__2016__09_12,exp__2016__12_20,exp__2016__gt_20,sel__2012__00_03,sel__2012__03_06,sel__2012__06_09,sel__2012__09_12,sel__2012__12_20,sel__2012__gt_20,sel__2013__00_03,sel__2013__03_06,sel__2013__06_09,sel__2013__09_12,sel__2013__12_20,sel__2013__gt_20,sel__2014__00_03,sel__2014__03_06,sel__2014__06_09,sel__2014__09_12,sel__2014__12_20,sel__2014__gt_20,sel__2015__00_03,sel__2015__03_06,sel__2015__06_09,sel__2015__09_12,sel__2015__12_20,sel__2015__gt_20,sel__2016__00_03,sel__2016__03_06,sel__2016__06_09,sel__2016__09_12,sel__2016__12_20,sel__2016__gt_20
"105,140",73.0836367871529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.537531135596474,101.89505887405545,99.01282821730072,116.12673004935769,152.23152902547048,64.02250916443619,45.044239432203995,105.13213849441678,102.25022970274384,119.36407646010903,152.23115494671987,83.4464729496077,45.044239432203995,90.96372401667576,102.25018535688812,123.80737143030353,160.1531806412865,91.939766181684,47.062757251776894,90.96366131258945,93.75678649416157,119.40178881159017,169.6364487760207,98.41454483387517,50.30000281146928,82.47046685592801,77.9889408719306,78.53482435357337,160.2677047252655,96.39591843567642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100,141",66.3866925942657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.43441133405649,436.79141407854416,416.9835889965881,564.4819044047711,1530.2560382151137,2117.607975929858,116.95455436613045,440.0313444698558,416.9835923344482,551.2427240119262,1529.9637680362252,2111.1281006037016,120.19448833372078,436.7914422119365,413.7436850697387,551.2427240119262,1518.4398408225936,2091.688585489871,116.9545743932911,423.83176475412705,410.50377112930903,554.4826412902158,1515.1999025634689,2054.435839870864,116.9545743932911,423.83176475412705,410.50375038689265,552.8690337676628,1483.3979216846765,2041.4762229713738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"101,141",578.0662436058642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094.277945429671,6198.139740381053,6824.46892524981,6279.364075630786,13382.895856825511,8735.614737369498,3048.261136086782,6147.790781668121,6765.276845579521,6208.091005295398,13261.413436160368,8609.265503115746,3028.8226569016774,6099.34775503196,6697.090502235002,6138.443387678557,13110.962036285213,8472.990653599943,3002.9051850159963,6085.919007838941,6645.254950496263,6101.72598116725,13071.652516029395,8370.143034831215,2997.645296672746,6050.827587053823,6625.815669509477,6089.846386364394,12992.831010662341,8292.387467995812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"102,141",982.0263574565336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6005.835870296814,14560.526350253236,17412.508091509582,14534.58630638964,18087.779357256608,5066.552492284774,5973.441760570862,14536.237987770754,17360.67698532367,14494.467061846863,18005.600392973658,5071.823122686497,5921.609328777649,14466.952906447767,17244.058641493557,14372.984608905454,17814.175193345312,4978.184684730979,5916.757740451775,14430.951407691546,17237.260909164655,14342.088659561381,17714.150034656708,4883.442840305029,5897.320782854043,14380.21568532925,17199.15123674449,14287.542714926774,17597.36661590782,4814.196402627346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"103,141",1453.4043743663183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12924.933459852255,29143.926057785633,22210.12739663124,11540.256390028375,7893.838264568179,760.6628359009238,12842.698227726243,29072.118286956524,22123.279677027345,11515.935149244235,7805.399056267272,752.559991495282,12808.341487010319,28984.305594972535,22023.095013812945,11500.032958181233,7744.2288113921295,744.4697805357914,12797.35730894687,29069.04023229655,22014.709760232065,11407.578952232998,7636.9695639068,736.3783513461842,12774.321188099244,28994.19063234516,22075.596300840378,11372.206889398427,7578.286595335194,716.9453650736342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"104,141",2205.7437286092463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14168.677002612281,25757.311451939975,18426.015371377795,10771.85476862683,9463.830549926382,2457.560387808669,13948.697279288719,25497.96701835464,18212.24766266486,10671.596660754261,9124.406417520373,2250.8705174913594,13801.193853898141,25446.11004191006,18094.99003537402,10650.23671170216,9018.624625674416,2132.672654589485,13861.545035774565,25410.618014563766,18050.117653116522,10623.55660112886,8927.442160088407,2076.003332944945,13747.861361787833,25308.348656838552,17922.490191637302,10581.918917507284,8807.111628725013,2031.2173402720807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"105,141",1503.226002040825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.675257374259,5064.900887355618,4928.507451215444,4311.936877586327,7035.533091470306,3015.9998911343364,3641.198224996119,4962.984885241939,4749.587626664779,4190.526543422774,6680.112473140043,2759.1868999901935,3690.9915110354336,5059.675882100124,4804.942067363216,4203.336778486476,6682.278007653181,2643.8557765493206,3680.8763639580975,5145.896089537003,4844.19300959157,4217.0899583367745,6671.929160917506,2564.3399515245474,3672.725742664524,5164.114036589977,4750.8068281959095,4196.465195446389,6585.815533733367,2491.3959448992036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"106,141",215.08809679289737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4799.624874785368,3455.699968657774,2204.9290324435515,827.4020980058931,328.12105865478514,22.641471067129395,4769.00012048366,3478.5663458646513,2200.067810457828,812.8463743022844,334.59351511001586,19.40519706314685,4751.207189745061,3491.5101191343047,2269.636960428836,841.9715326122209,357.2457100868225,25.877542176901123,4725.165934615976,3497.982043063407,2266.399882954242,846.8191998659395,371.81456459550293,25.877542176901123,4724.518952835308,3490.038594013102,2269.6342820345185,853.2913359473733,375.05077255753906,25.877542176901123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"108,141",96.10327355010156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.96685441335046,894.6737085389157,735.927866822598,429.3846526538625,269.3975584329344,24.23451625038596,471.1739645658755,894.673483471777,739.1598986448026,414.08568327380164,259.70158575188884,21.002605067982394,464.7099857984805,897.9059253739376,750.7826974765927,423.7824281926249,268.67553614167605,21.002605067982394,458.24550349104635,904.3694292115231,756.3982455104006,431.86921629999193,256.40632473347233,19.392901182174683,481.3514238105101,919.8587180296581,803.3218495191312,444.7990556726268,275.15292210391925,22.624958515167236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"109,141",29.391816529405492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.17999215874016,319.05000310505136,331.8844926245073,284.2926951548633,137.60878696628646,6.463370323181152,139.41181059631646,315.8181069430183,328.6783397412768,284.59700203783376,143.78077390427683,6.463370323181152,136.17976446899712,322.28178959453805,330.73165735824443,287.82869006044734,155.08588877752715,6.463370323181152,129.71619220527947,315.81830816829904,337.1952558480058,287.8287680233227,149.52224428793966,3.2316622734069824,129.71641298088375,322.28197794521554,337.1952169857774,287.8287746990429,152.56401567459108,3.2316622734069824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
