year,period,period_label,slope_bin,slope_label,selected_area_ha,exposure_ha_years,grids_with_entry,grids_with_exposure,selected_total_year,exposure_total_year,selected_share,available_share,selection_ratio,log2_selection_ratio,conversion_rate_per_1000_ha_year,selection_ratio_bootstrap,selection_ratio_ci_low,selection_ratio_boot_median,selection_ratio_ci_high
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,46351.45714223712,32443851.29410377,207,1135,164370.84276018236,105849375.7840854,0.28199318299939646,0.30650961381466885,0.9200141538460969,-0.12027203858021121,1.4286669212622383,0.9200141538460966,0.8150750258219829,0.9240718327617163,1.0304541809675425
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,70993.96383841832,32201595.57354027,204,1127,164370.84276018236,105849375.7840854,0.43191336520674023,0.3042209303078557,1.4197358635701576,0.5056225467979817,2.2046722398052028,1.4197358635701591,1.3501925080117116,1.418422930318859,1.494070272354179
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,34815.77911940556,16280723.673975542,168,1090,164370.84276018236,105849375.7840854,0.21181237824643817,0.15381029461321938,1.3771014403104442,0.4616348354660183,2.138466312468529,1.3771014403104433,1.2536721462941192,1.3746041691328994,1.5093489601844166
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9190.321046691783,8083633.91817898,121,1059,164370.84276018236,105849375.7840854,0.05591211246693243,0.0763692167128903,0.7321289241073893,-0.4498303728906628,1.136904656954345,0.7321289241073894,0.5887747331064647,0.7296392911224763,0.8774129501855643
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,2787.245447515039,9687016.083910838,89,1005,164370.84276018236,105849375.7840854,0.01695705516082095,0.09151698828787326,0.18528860573384817,-2.43215392888484,0.28773003196973873,0.18528860573384795,0.13094951158529336,0.18430821002884198,0.245185799666323
1991,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,232.07616591453552,7152555.240375991,24,870,164370.84276018236,105849375.7840854,0.0014119059196717478,0.06757295626349256,0.020894541215071182,-5.580730108262436,0.032446609374573096,0.02089454121507119,0.011641386137523012,0.02039457378695754,0.03232638070411931
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",00_03,0–3%,42638.19394102564,33053066.866984967,211,1134,154747.713468374,106987580.06069355,0.27553359584689224,0.3089430272956367,0.8918589238242494,-0.16511257531991505,1.289992063750513,0.8918589238242488,0.7927462642089618,0.8929060726185057,0.9891012882577326
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",03_06,>3–6%,66739.74632126864,32602099.397459317,202,1129,154747.713468374,106987580.06069355,0.43128098519470753,0.30472788877890594,1.415298701155711,0.5011065683915116,2.0470996517012545,1.4152987011557108,1.3466904075953614,1.4154581148330407,1.4858646341084207
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",06_09,>6–9%,32680.12206550486,16371153.14329593,179,1091,154747.713468374,106987580.06069355,0.21118323064711222,0.1530191928260145,1.3801094277580672,0.4647826616592462,1.9962015979850225,1.3801094277580663,1.264166615559457,1.3784325010468703,1.5076440577534935
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",09_12,>9–12%,9062.475267834758,8104650.809867315,128,1059,154747.713468374,106987580.06069355,0.05856290257682462,0.07575319308343627,0.7730750374089462,-0.37131964083589786,1.1181820760002767,0.773075037408947,0.6315280293381386,0.7671291023955906,0.9416872806505606
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",12_20,>12–20%,3189.226904496025,9698392.525515262,87,1007,154747.713468374,106987580.06069355,0.020609202120119286,0.09064970457331038,0.22734990938058908,-2.1370136658486785,0.32884077398450995,0.22734990938058897,0.15232984040585523,0.22391285466365438,0.3223817157456552
1992,pre_law_1987_2001,"Pré-Lei, 1987–2001",gt_20,>20%,437.9489682440664,7158217.317570755,33,870,154747.713468374,106987580.06069355,0.0028300836143441348,0.06690699344269617,0.04229877130509558,-4.563240433233066,0.06118128981206884,0.04229877130509562,0.02286965668759006,0.04135945367892194,0.06418311939469294
