entry_all__post_law_pre_zae_2002_2008,entry_all__post_zae_2020_2023,entry_all__pre_law_1986_2001,entry_all__zae_2009_2019,entry_productive__post_law_pre_zae_2002_2008,entry_productive__post_zae_2020_2023,entry_productive__pre_law_1986_2001,entry_productive__zae_2009_2019,exp__post_law_pre_zae_2002_2008__00_03,exp__post_law_pre_zae_2002_2008__03_06,exp__post_law_pre_zae_2002_2008__06_09,exp__post_law_pre_zae_2002_2008__09_12,exp__post_law_pre_zae_2002_2008__12_20,exp__post_law_pre_zae_2002_2008__gt_20,exp__post_zae_2020_2023__00_03,exp__post_zae_2020_2023__03_06,exp__post_zae_2020_2023__06_09,exp__post_zae_2020_2023__09_12,exp__post_zae_2020_2023__12_20,exp__post_zae_2020_2023__gt_20,exp__pre_law_1986_2001__00_03,exp__pre_law_1986_2001__03_06,exp__pre_law_1986_2001__06_09,exp__pre_law_1986_2001__09_12,exp__pre_law_1986_2001__12_20,exp__pre_law_1986_2001__gt_20,exp__zae_2009_2019__00_03,exp__zae_2009_2019__03_06,exp__zae_2009_2019__06_09,exp__zae_2009_2019__09_12,exp__zae_2009_2019__12_20,exp__zae_2009_2019__gt_20,grid_area_km2,grid_id,sel__post_law_pre_zae_2002_2008__00_03,sel__post_law_pre_zae_2002_2008__03_06,sel__post_law_pre_zae_2002_2008__06_09,sel__post_law_pre_zae_2002_2008__09_12,sel__post_law_pre_zae_2002_2008__12_20,sel__post_law_pre_zae_2002_2008__gt_20,sel__post_zae_2020_2023__00_03,sel__post_zae_2020_2023__03_06,sel__post_zae_2020_2023__06_09,sel__post_zae_2020_2023__09_12,sel__post_zae_2020_2023__12_20,sel__post_zae_2020_2023__gt_20,sel__pre_law_1986_2001__00_03,sel__pre_law_1986_2001__03_06,sel__pre_law_1986_2001__06_09,sel__pre_law_1986_2001__09_12,sel__pre_law_1986_2001__12_20,sel__pre_law_1986_2001__gt_20,sel__zae_2009_2019__00_03,sel__zae_2009_2019__03_06,sel__zae_2009_2019__06_09,sel__zae_2009_2019__09_12,sel__zae_2009_2019__12_20,sel__zae_2009_2019__gt_20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30129.63052191173,8143.111054941252,3702.66277627571,2966.9891486597994,5949.892171101476,7111.738001079186,20851.526832787193,5617.747923148848,2107.932062699748,1764.6382475114337,3016.9810983115553,4296.315839823555,58320.45268185092,16855.58501564662,8166.336041098015,7716.176837592032,14949.705350126005,22070.762903188257,48918.35049860711,13378.26373165916,6034.491510636199,4809.751524606406,9232.198877234554,11878.491780031429,1641.0896485326698,"110,142",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.7501484197728,571.3253235816956,22.594707489013672,0.0,0.0,0.0,895.6912318547568,289.16638108047783,12.911261558532715,0.0,0.0,0.0,5769.789111971388,1167.9102073557237,87.15145111083984,0.0,0.0,0.0,2063.8059964750328,625.0845779633989,38.73378539085388,0.0,0.0,0.0,111.55304722376802,"111,142",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22659.539619638406,27364.597981169645,6779.908853025997,803.7056296217675,420.7384571748621,106.91596031188965,10588.251989532919,12263.182881133696,2951.281574510125,391.5298612276713,226.53685587527707,16.199411869049072,64276.77724786833,77517.94439945315,19651.022856589858,2300.6183991637886,1077.8614747477513,368.81298251713025,32723.554712518056,38615.09452321856,9268.687833711212,1122.776734483008,653.75514236151,93.95641899108887,229.62214878921702,"98,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165381.2906872665,317518.41033924324,135478.46904750992,26632.3799419375,20831.454498579922,4143.532087934718,90096.44816184044,174501.42036867142,73966.22344756126,14576.527946710587,11222.486183113211,2262.201679944992,387366.2136993408,740682.2740311623,318836.15463370713,62410.78868363044,47002.82492375374,9162.205124378204,252896.93814310187,489210.7931180982,207641.48555382,40736.597537284746,31616.8863254463,6195.134300313276,1601.5424549207967,"99,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72610.5174790158,185138.20378249767,200881.23081525444,126265.23975503491,188294.995006839,68675.03765904014,37857.91540909281,100921.1885675767,110751.9471083669,69236.30710783473,102008.9741552839,36198.0928162743,168002.26834935864,427219.2458990275,460687.9723974143,290867.9212723526,434205.3760705406,158165.91010251513,110703.08550279656,285197.8348280402,310041.4134596516,194231.978682403,286515.77468721627,102704.24734447424,2322.910120529622,"100,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72495.24425956781,180890.9267874269,234790.73917329544,194599.09972782506,356991.5412916902,200553.38895136514,40273.616550251085,100630.00202514145,130269.86958251841,108950.1868812907,197766.70825268427,105008.27220149226,223240.3333102002,427905.7109127391,545383.4081281783,447045.35273365316,810469.292032384,442338.1458558101,111115.72090696634,277438.7066109077,360451.0133146183,296887.05914533837,541842.2617810819,297552.3855941838,2504.815946949535,"101,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67064.1110817367,164949.75534006197,226131.24907957803,197383.99560153158,292822.1178366296,141001.08380384068,39682.21573773272,97462.66715661125,135457.3132306828,120098.73250957657,172842.5897802147,80253.78459626084,141574.6990487136,343557.7874212424,466928.86417438096,408616.0593260195,621708.016757993,304471.8778791175,105305.48179866845,260233.19349440967,359325.03187856026,315887.8214180161,456887.56017700647,216155.82649638323,2504.508371740456,"102,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62646.152892246435,153996.64825296964,207187.17841061982,199481.7437796621,369578.179774866,220933.76778109962,34020.34095101824,84720.675953506,114093.44378108042,110814.04672779758,202399.26859173868,121291.29007210542,141769.8008316816,348812.4156297309,464199.47558255476,446657.16414527706,823409.8771934828,479123.74155909126,94793.48240926593,233801.9363095405,313583.8722713564,304423.5570223229,557766.9835367578,334107.54040871223,2504.0471332594875,"103,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246731.0779231558,503908.4821016218,312657.51491760835,115080.65135032803,91308.09471183103,25413.389556681876,135978.63886756616,281877.58448141883,174305.36748001154,62679.60052187583,46066.45028008667,11703.461893823101,560033.4764118886,1137737.6437025904,699102.380382092,251414.50990651074,194829.67145306547,57960.003912144086,381166.748703635,783623.9445357528,484271.3803842648,175380.6549400367,134903.78089943586,35924.05506723909,2503.4323806343814,"104,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68133.02888858927,112009.55958280004,89355.311431838,67464.47613572888,102740.94928799891,54001.689931393594,35446.2004309832,58332.500019045445,45876.32534856423,33251.610803997755,44540.62512795505,19067.655440801733,156800.23607532468,253832.99507082402,203183.8458040864,153037.23591285126,243007.3437673512,144936.98859271166,100104.35826641814,165194.22645816059,130852.52954211236,94685.14003921024,135191.12395232145,63123.16107172685,2502.664312582709,"105,143",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
