grid_id,grid_area_km2,period,period_label,slope_bin,slope_label,selected_area_ha,exposure_ha_years
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",00_03,0–3%,0.0,78408.40080846244
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",03_06,>3–6%,0.0,54691.241874376
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",06_09,>6–9%,0.0,33069.99144210348
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",09_12,>9–12%,0.0,13519.29620587966
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",12_20,>12–20%,0.0,5622.889303048452
"106,141",215.08809679289737,pre_law_1986_2001,"Pré-Lei, 1986–2001",gt_20,>20%,0.0,533.8270247777303
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",00_03,0–3%,0.0,35190.057217310925
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",03_06,>3–6%,0.0,26033.773606505118
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",06_09,>6–9%,0.0,16227.03329435797
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",09_12,>9–12%,0.0,6250.67941788692
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",12_20,>12–20%,0.0,2413.345344322803
"106,141",215.08809679289737,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",gt_20,>20%,0.0,213.5072207768758
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",00_03,0–3%,0.0,52459.10557834401
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",03_06,>3–6%,0.0,38581.96102948469
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",06_09,>6–9%,0.0,24883.337014598474
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",09_12,>9–12%,0.0,9275.505478792564
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",12_20,>12–20%,0.0,3926.5228250681184
"106,141",215.08809679289737,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",gt_20,>20%,0.0,278.181472494088
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",00_03,0–3%,0.0,18902.859223279767
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",03_06,>3–6%,0.0,14285.796717839146
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",06_09,>6–9%,0.0,9541.465122495913
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",09_12,>9–12%,0.0,3360.6980895668853
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",12_20,>12–20%,0.0,1505.1021875138376
"106,141",215.08809679289737,post_zae_2020_2023,"Pós-revogação, 2020–2023",gt_20,>20%,0.0,109.98288027071484
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",00_03,0–3%,0.0,7491.776479835137
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",03_06,>3–6%,0.0,14468.475862685373
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",06_09,>6–9%,0.0,12352.860839636185
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",09_12,>9–12%,0.0,6989.666000579386
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",12_20,>12–20%,0.0,4173.65269093046
"108,141",96.10327355010156,pre_law_1986_2001,"Pré-Lei, 1986–2001",gt_20,>20%,0.0,440.5185932972852
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",00_03,0–3%,0.0,3161.801734731712
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",03_06,>3–6%,0.0,6268.418008377972
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",06_09,>6–9%,0.0,5233.560140394697
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",09_12,>9–12%,0.0,3141.9240749480678
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",12_20,>12–20%,0.0,2245.4016662943595
"108,141",96.10327355010156,post_law_pre_zae_2002_2008,"Pós-Lei / pré-ZAE, 2002–2008",gt_20,>20%,0.0,190.64510616414685
"108,141",96.10327355010156,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",00_03,0–3%,0.0,5199.326493137959
"108,141",96.10327355010156,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",03_06,>3–6%,0.0,10009.570477473502
"108,141",96.10327355010156,zae_2009_2019,"Vigência do ZAE-Cana, 2009–2019",06_09,>6–9%,0.0,8565.05875975291
