outcome,overlay_cluster,overlay_lisa_class,cell_count,cnpj_clean,emissor_x,cidade_x,uf_x,rota,rota_tag,cohort,X,Y,neea_t0_2022,neea_t1_2023,neea_t2_2026,neea_first,neea_first_origin,delta_neea,vol_pct_t0_2022,vol_pct_t1_2023,vol_pct_t2_2026,vol_pct_first,vol_pct_first_origin,delta_vol_pct,status_t0_2022,status_t1_2023,status_t2_2026,motivo_t0_2022,motivo_t1_2023,motivo_t2_2026,processo_t0_2022,processo_t1_2023,processo_t2_2026,observable_t0_2022,observable_t1_2023,observable_t2_2026,cd_ibge,lisa_class,local_I,p_value,outcome_value,cluster,overlay_cell,lisa_sig,area_1985,area_1995,area_2005,area_2015,area_2024,cidade_y,emissor_y,uf_y,cane_area_total_ha,mean_first_key_year,dominant_first_key_year,share_1985,share_1995,share_2005,share_2015,share_2024,share_old_le_1995,share_mid_2000_2010,share_recent_ge_2015,share_recent_ge_2010,schema,buffer_km,scale_m,area_1990,area_2000,area_2010,area_2020,share_1990,share_2000,share_2010,share_2020,_log_scale,share_cane_slope_le12,neea_residual,neea_fitted,residual_z,local_i,local_p_raw,local_q,local_p_fdr,local_significant_fdr,lisa_residual_class
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07863768000138,CENTRAL ENERGÉTICA VICENTINA LTDA. - Vicentina - MS,Vicentina,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4957691.64645764,7512525.16902396,46.22,51.14,46.22,46.22,t0_2022,0.0,94.44,96.07,94.44,94.44,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.219074/2020-18,48610.210843/2022-84,48610.219074/2020-18,True,True,True,5008404,ns,-0.1112302077073641,0.152,-0.2890408237815124,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,148.99710750579834,182.18433475494385,17563.377464922734,,Vicentina,CENTRAL ENERGÉTICA VICENTINA LTDA. - Vicentina - MS,MS,22227.268183487533,2013.4308984685515,2015.0,0.0,0.0067033477202784,0.0081964339140105,0.7901725628150036,,0.0243882947270483,0.1854391424579481,0.7901725628150036,0.9649419693575528,pre_renovabio_1985_2015,25,300,393.0880599302404,54.97474688361673,3884.646469490201,,0.0176849470067699,0.0024733020013884,0.1747694065425491,,10.009120099447037,0.99107053538102,-5.6373933314812845,5.6373933314812845,-1.453302354501103,-0.18376212279593773,0.363,2,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07895728000682,IACO Agrícola S. A. - Paraíso das Águas - MS,Paraíso das Águas,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5115681.32211249,7920403.46115419,60.0,60.0,65.6,60.0,t0_2022,5.599999999999994,80.6,80.6,84.03,80.6,t0_2022,3.430000000000007,valido,cancelado,valido,sem_motivo,expirado,sem_motivo,48610.223244/2019-25,48610.223244/2019-25,48610.212979/2023-18,True,False,True,5006275,ns,0.4375149855723323,0.102,0.914675291565481,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,84.7876615524292,550.9919242858887,23316.795235364574,,Paraíso das Águas,IACO Agrícola S. A. - Paraíso das Águas - MS,MS,30694.169554729087,2013.62286399367,2015.0,0.0,0.002762337694175,0.017951028885256,0.7596490008889044,,0.0038671593717899,0.2364838397393057,0.7596490008889044,0.9759723750046256,pre_renovabio_1985_2015,25,300,33.91158390045166,67.81682586669922,6639.866323759042,,0.0011048216776148,0.0022094367383283,0.2163233741157212,,10.331860577701336,0.9841299068705412,4.503367060048987,1.0966329399510073,1.1609539314926338,0.5914602794541916,0.065,1,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07903169000109,ADECOAGRO Vale do Ivinhema S.A. - Usina Angélica - Angélica - MS,Angélica,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5016136.4819986,7561787.55321358,66.4,63.49,65.6,66.4,t0_2022,-0.8000000000000114,98.99,97.31,92.97,98.99,t0_2022,-6.019999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217426/2019-67,48610.218114/2022-76,48610.214696/2025-64,True,True,True,5000856,ns,-0.1253814082001762,0.265,-0.4610002688310854,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,91.353910446167,33.3034138137219,41692.26576568006,,Angélica,ADECOAGRO Vale do Ivinhema S.A. - Usina Angélica - Angélica - MS,MS,59842.4596286138,2013.30978508198,2015.0,0.0,0.0015265734565911,0.0005565181314472,0.6967004034330303,,0.0087495093370273,0.2945500872299423,0.6967004034330303,0.9903362700245129,pre_renovabio_1985_2015,25,300,432.2382488250733,21.405797834957347,17571.892492013816,,0.0072229358804362,0.0003577025070126,0.2936358665914824,,10.999487425626452,0.9900363239444396,-0.47044296035914,-0.32955703964087135,-0.12127872258434705,0.026022890280529083,0.253,3,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07903169001768,ADECOAGRO Vale do Ivinhema S.A. - Unidade Ivinhema - Ivinhema/MS,Ivinhema,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5011100.93780706,7522311.17438878,68.1,64.04,66.21,68.1,t0_2022,-1.8900000000000008,95.74,94.75,93.67,95.74,t0_2022,-2.069999999999993,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217429/2019-09,48610.205660/2022-47,	48610.205330/2025-02,True,True,True,5004700,ns,-0.1651916493826376,0.319,-0.6952950127111233,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,95.27419771680646,24.83952522277832,31286.053383146547,,Ivinhema,ADECOAGRO Vale do Ivinhema S.A. - Unidade Ivinhema - Ivinhema/MS,MS,37903.97897612628,2014.0023772536672,2015.0,0.0,0.0025135671845115,0.0006553276435284,0.8254028792821985,,0.0065871509171098,0.1680099698006916,0.8254028792821985,0.992538989228706,pre_renovabio_1985_2015,25,300,154.40503215789795,8.28324031829834,6335.123597563949,,0.0040735837325983,0.0002185322106556,0.1671361099465074,,10.5428377538438,0.9934732253550824,-0.4704326618950463,-1.4195673381049545,-0.12127606767254027,-0.03963476407073042,0.16,2,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07912062000119,USINA LAGUNA - ÁLCOOL E AÇÚCAR LTDA - Batayporã-MS,Batayporã,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5071846.17405905,7515313.57003671,60.0,63.02,61.77,60.0,t0_2022,1.7700000000000031,100.0,96.96,95.87,100.0,t0_2022,-4.129999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221082/2019-91,48610.219690/2022-31,48610.221836/2025-51,True,True,True,5002001,ns,-0.0065113983639601,0.411,0.0914194483906633,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,1978.8080587387085,179.04197931476668,9024.338495718264,,Batayporã,USINA LAGUNA - ÁLCOOL E AÇÚCAR LTDA - Batayporã-MS,MS,18997.626322540586,2009.9464832828764,2015.0,0.0,0.1041608054155093,0.009424439468121,0.4750245289860731,,0.1229029856341811,0.4020724853797457,0.4750245289860731,0.8232464269869594,pre_renovabio_1985_2015,25,300,356.0569362640381,843.9913569581275,6615.389495546678,,0.0187421802186717,0.0444261479107385,0.3482218980008862,,9.85212195672124,0.9964055307334532,1.8047175089512457,-0.03471750895124259,0.4652505246215015,0.031737585524294946,0.422,1,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07930999000206,Bambuí Bioenergia S.A. - Bambuí - MG,Bambuí,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5832071.41350924,7758293.75850072,65.4,62.05,62.05,65.4,t0_2022,-3.3500000000000085,98.05,99.19,99.19,98.05,t0_2022,1.1400000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221504/2019-28,48610.222467/2022-71,48610.222467/2022-71,True,True,True,3105103,ns,0.2338345360689241,0.287,-1.009120999926591,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,0.0,25.22323513031006,5815.337517764521,,Bambuí,Bambuí Bioenergia S.A. - Bambuí - MG,MG,6732.4020623749375,2014.3001845619065,2015.0,0.0,0.0,0.0037465431946309,0.8637834555758973,,0.0,0.1362165444241027,0.8637834555758973,0.996253456805369,pre_renovabio_1985_2015,25,300,0.0,0.0,891.8413094801061,,0.0,0.0,0.1324700012294717,,8.8148358019525,0.8561026467082763,-1.871421333261992,-1.4785786667380165,-0.48244656172997485,0.016857912474321893,0.459,3,0.4989130434782609,False,NS
delta_neea,C1_developed_diversified,ns,72,07969961000239,PARAPUÃ AGROINDUSTRIAL S/A - EM RECUPERAÇÃO JUDICIAL - Parapuã - SP,Parapuã,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5323843.36083459,7572181.42258664,48.64,48.64,57.72,48.64,t0_2022,9.079999999999998,92.46,92.46,96.34,92.46,t0_2022,3.8800000000000097,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217630/2020-11,48610.217630/2020-11,48610.218728/2025-09,True,True,True,3536000,ns,0.6660575515497473,0.161,1.6626988775311142,1,C1_developed_diversified × ns,ns,66.5086555480957,7922.180828401155,8932.893492923064,11603.269644262278,,Parapuã,PARAPUÃ AGROINDUSTRIAL S/A - EM RECUPERAÇÃO JUDICIAL - Parapuã - SP,SP,66135.848989281,2005.55984034038,2010.0,0.0010056369815238,0.1197864841757024,0.1350688564438156,0.1754459921750287,,0.2374848479618811,0.58706915986309,0.1754459921750287,0.5788210340933578,pre_renovabio_1985_2015,25,300,7717.572558100083,3215.872951690824,26677.550858355506,,0.1166927268046549,0.0486252615009453,0.403375041918329,,11.099481343872027,0.9400119998750766,3.537390367339434,5.5426096326605645,0.9119281638442264,-0.12273091117778613,0.346,4,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07981751000185,SANTA VITÓRIA AÇÚCAR E ÁLCOOL LTDA. - SANTA VITÓRIA - MG,SANTA VITÓRIA,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5397129.40015537,7918670.58547895,55.27,55.27,61.81,55.27,t0_2022,6.539999999999999,98.47,98.47,98.28,98.47,t0_2022,-0.1899999999999977,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205780/2021-63,48610.205780/2021-63,48610.236852/2023-86,True,True,True,3159803,ns,0.6617834984690094,0.068,1.1167276394987276,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,0.0,137.79819832222134,26759.64894977644,,SANTA VITÓRIA,SANTA VITÓRIA AÇÚCAR E ÁLCOOL LTDA. - SANTA VITÓRIA - MG,MG,38308.67223554873,2013.4746506727988,2015.0,0.0,0.0,0.0035970497091348,0.6985271842688583,,0.0,0.3014728157311417,0.6985271842688583,0.996402950290865,pre_renovabio_1985_2015,25,300,0.0,0.0,11411.225087450064,,0.0,0.0,0.2978757660220069,,10.553457682073358,0.9812224708726028,1.4146369358533484,5.125363064146651,0.36468897391994404,0.06369377097958011,0.303,1,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07987748000179,URUAÇU AÇÚCAR E ÁLCOOL LTDA. - Uruaçu - GO,Uruaçu,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5532037.66692583,8399876.78943888,56.4,63.66,56.4,56.4,t0_2022,0.0,84.47,83.82,84.47,84.47,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.221525/2019-43,48610.206113/2022-89,48610.221525/2019-43,True,True,True,5221601,ns,0.0608674673450939,0.266,-0.2890408237815124,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,257.76583791246605,143.5857650083654,2851.77530670166,,Uruaçu,URUAÇU AÇÚCAR E ÁLCOOL LTDA. - Uruaçu - GO,GO,4539.672598289041,2011.9401936877332,2015.0,0.0,0.0567807110163881,0.0316291014163623,0.628189642525425,,0.0605973898422884,0.3112129676322864,0.628189642525425,0.8963170311365443,pre_renovabio_1985_2015,25,300,17.326472282409668,52.008657455444336,1217.2105589286953,,0.0038166788259003,0.0114564776048047,0.2681273886111193,,8.420830429465227,0.9718073064885132,-1.267527286227601,1.267527286227601,-0.32676456673358006,-0.004848305305072105,0.484,2,0.5,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,07996345000196,CAÇU COMÉRCIO E INDUSTRIA DE AÇÚCAR E ÁLCOOL LTDA - Vicentinópolis - GO,Vicentinópolis,GO,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,5425765.14468346,8038809.61979433,56.27,56.27,60.15,56.27,t0_2022,3.879999999999996,89.93,89.93,94.14,89.93,t0_2022,4.209999999999994,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221829/2021-25,48610.221829/2021-25,,True,True,True,5222054,ns,0.2760942664704335,0.095,0.5449624847089044,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,42.63624286651611,192.87366416407565,35778.14188008402,,Vicentinópolis,CAÇU COMÉRCIO E INDUSTRIA DE AÇÚCAR E ÁLCOOL LTDA - Vicentinópolis - GO,GO,59109.27938014012,2012.960367508426,2015.0,0.0,0.0007213121749009,0.003263001447263,0.6052880741446658,,0.0018750294930531,0.3928368963622811,0.6052880741446658,0.9932755864522452,pre_renovabio_1985_2015,25,300,68.1953992843628,93.7699327468872,22933.66226099426,,0.0011537173181521,0.0015863826074386,0.3879875123075793,,10.987160120251842,0.9966988512395,-1.159110039500724,5.03911003950072,-0.29881493989863406,0.037909938925748905,0.348,3,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,ns,61,08048772000105,FLORESTA S/A ACUCAR E ALCOOL - Santo Antônio da Barra - GO,Santo Antônio da Barra,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5348555.52657413,8048353.87392258,59.8,59.99,59.99,59.8,t0_2022,0.1900000000000048,98.71,96.67,96.67,98.71,t0_2022,-2.039999999999992,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.200432/2020-19,48610.206152/2022-86,48610.206152/2022-86,True,True,True,5219712,ns,-0.1104519471545011,0.116,-0.2482004555822383,2,C2_extensive_vulnerable_frontier × ns,ns,0.0,170.5029811859131,5658.976756619471,9440.42669841916,,Santo Antônio da Barra,FLORESTA S/A ACUCAR E ALCOOL - Santo Antônio da Barra - GO,GO,26303.241655159,2010.4692518606523,2010.0,0.0,0.0064822041108561,0.2151437009479607,0.3589073477020487,,0.0110194757214916,0.6300731765764597,0.3589073477020487,0.7676780354063031,pre_renovabio_1985_2015,25,300,119.34495162963869,161.9960870742798,10751.994180230531,,0.0045372716106355,0.0061587879242445,0.4087706877042544,,10.17748548482553,0.9929409147417012,-2.09350870208263,2.283508702082635,-0.5396999902267258,0.007036818108758539,0.483,3,0.5,False,NS
delta_neea,C1_developed_diversified,LH,3,08056257000177,USINA CERRADÃO LTDA. - Frutal - MG,Frutal,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5507129.7226862,7788708.55944956,60.1,62.43,60.1,60.1,t0_2022,0.0,95.61,88.62,95.61,95.61,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.219084/2019-10,48610.229416/2022-70,48610.219084/2019-10,True,True,True,3127107,LH,-0.306005013227024,0.005,-0.2890408237815124,1,C1_developed_diversified × LH,sig,404.8635890885896,1758.9600766088447,8158.604361380783,22473.312372824723,,Frutal,USINA CERRADÃO LTDA. - Frutal - MG,MG,61948.32557033838,2009.5138236977184,2010.0,0.0065355049609677,0.0283939890289957,0.1317001595485774,0.362775138244983,,0.0544690183933075,0.5827558433617095,0.362775138244983,0.7476844972343332,pre_renovabio_1985_2015,25,300,1210.4408192279293,4097.6540654649925,23844.490285742515,,0.019539524403344,0.0661463248237818,0.3849093589893502,,11.034072000320682,0.9787432673938252,-3.3979803119333063,3.3979803119333063,-0.8759886879461566,-0.1826554758775252,0.283,2,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,HH,6,08057019000186,VALE DO PONTAL AÇÚCAR E ETANOL LTDA. - LIMEIRA DO OESTE - MG,LIMEIRA DO OESTE,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5344677.00512068,7860168.22083297,53.7,53.7,58.23,53.7,t0_2022,4.529999999999994,90.36,90.36,88.38,90.36,t0_2022,-1.980000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.205682/2021-26,48610.205682/2021-26,48610.212742/2025-91,True,True,True,3138625,HH,0.5757306080301223,0.021,0.6846795338116801,2,C2_extensive_vulnerable_frontier × HH,sig,0.0,8.453773498535156,320.9179935455322,20648.900724949555,,LIMEIRA DO OESTE,VALE DO PONTAL AÇÚCAR E ETANOL LTDA. - LIMEIRA DO OESTE - MG,MG,36720.21664008346,2012.7645018560088,2015.0,0.0,0.0002302212315737,0.0087395452126832,0.562330580109089,,0.0002302212315737,0.4374391986593373,0.562330580109089,0.991030233555743,pre_renovabio_1985_2015,25,300,0.0,0.0,15741.94414808984,,0.0,0.0,0.428699653446654,,10.51110997708542,0.9338779249213148,-0.6999364446572081,5.229936444657202,-0.18044142446831243,-0.0337027038814515,0.3,2,0.4989130434782609,False,NS
delta_neea,C0_agroindustrial_intensive,ns,61,08070508000330,RAIZEN ENERGIA S.A - FILIAL BARRA - Barra Bonita - SP,Barra Bonita,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561625.3919581,7502851.09951197,59.4,62.26,62.58,59.4,t0_2022,3.18,89.25,94.23,95.38,89.25,t0_2022,6.129999999999996,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218340/2019-51, 48610.201651/2021-04,48610.221088/2023-44,True,True,True,3505302,ns,0.0839751285915126,0.28,0.3944979702905309,0,C0_agroindustrial_intensive × ns,ns,87947.1647591198,11795.823712079666,3519.631993065628,1590.5505571215765,,Barra Bonita,RAIZEN ENERGIA S.A - FILIAL BARRA - Barra Bonita - SP,SP,151258.9176025615,1989.1520466943236,1985.0,0.5814345769034542,0.0779843191994381,0.0232689222483635,0.0105154167591018,,0.8987719779393791,0.090712605301519,0.0105154167591018,0.0488096067200515,pre_renovabio_1985_2015,25,300,36204.28808342429,4409.120773790397,5792.337723960128,,0.2393530818364866,0.0291494930922058,0.0382941899609496,,11.926754944669435,0.8114583029714538,3.747825057350536,-0.5678250573505359,0.9661775682194786,0.06737973389928502,0.412,1,0.4989130434782609,False,NS
delta_neea,C0_agroindustrial_intensive,ns,61,08070508006532,RAIZEN ENERGIA S.A. - FILIAL BONFIM - Guariba - SP,Guariba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5591729.01060182,7619856.26285454,60.3,60.84,61.64,60.3,t0_2022,1.3400000000000034,92.73,96.14,,92.73,t0_2022,,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218351/2019-31,48610.224842/2021-36,48610.231196/2025-97,True,True,True,3518602,ns,0.0004072139994096,0.156,-0.0010087533234808,0,C0_agroindustrial_intensive × ns,ns,115520.95904117658,11294.295879076042,3876.8549423816153,2251.820303434484,,Guariba,RAIZEN ENERGIA S.A. - FILIAL BONFIM - Guariba - SP,SP,155479.40411859026,1988.464109187063,1985.0,0.7429984678424945,0.0726417491956776,0.0249348456431218,0.0144830777825526,,0.8899152180558164,0.0956017041616308,0.0144830777825526,0.0517955343727183,pre_renovabio_1985_2015,25,300,11548.232899131028,5185.922536550784,5801.318516839719,,0.0742750010176443,0.0333544019283433,0.0373124565901656,,11.954274984130457,0.9507971199502452,1.4368743075960921,-0.09687430759608873,0.3704216987470686,0.013932228559230693,0.448,1,0.4989130434782609,False,NS
delta_neea,C1_developed_diversified,HH,3,08070508006613,RAIZEN ENERGIA S.A – FILIAL DESTIVALE - Araçatuba/SP,Araçatuba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5367418.97154142,7665824.90561979,55.5,59.21,59.24,55.5,t0_2022,3.740000000000002,92.34,96.45,88.6,92.34,t0_2022,-3.740000000000009,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218354/2019-75,48610.224756/2021-23,48610.228150/2024-18,True,True,True,3502804,HH,0.3637722026357849,0.045,0.5148695818252308,1,C1_developed_diversified × HH,sig,662.3280395732206,18628.29965548796,15642.340247920914,10049.886132849895,,Araçatuba,RAIZEN ENERGIA S.A – FILIAL DESTIVALE - Araçatuba/SP,SP,93548.64465434506,2002.0319187225816,2010.0,0.0070800388612841,0.1991295515217571,0.1672107629749008,0.1074295215070559,,0.3766423423617024,0.5159281361312416,0.1074295215070559,0.3464893160487267,pre_renovabio_1985_2015,25,300,15943.752952313893,10258.317855479669,22363.719770719494,,0.1704327519786611,0.1096575786146699,0.2390597945416707,,11.446247533237994,0.9626951646444474,0.6096928324675588,3.130307167532443,0.15717690372967863,0.043520928138620345,0.203,1,0.4989130434782609,False,NS
delta_neea,C0_agroindustrial_intensive,ns,61,08070508006702,RAIZEN ENERGIA S.A – FILIAL UNIVALEM - Valparaiso/SP,Valparaiso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5316484.56504606,7637408.62190444,59.0,63.82,64.6,59.0,t0_2022,5.599999999999994,95.93,93.92,67.63,95.93,t0_2022,-28.30000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218369/2019-33,48610.224778/2021-93,48610.231169/2025-14,True,True,True,3556305,ns,0.1943754122196023,0.272,0.914675291565481,0,C0_agroindustrial_intensive × ns,ns,769.7987532896154,19110.23799525616,25411.815550912597,8702.855226000618,,Valparaiso,RAIZEN ENERGIA S.A – FILIAL UNIVALEM - Valparaiso/SP,SP,125914.1296932183,2000.7687763211927,1990.0,0.0061136804516314,0.1517719897029589,0.2018186172816891,0.0691173837853191,,0.3993928353955025,0.5314897808191783,0.0691173837853191,0.2679733123556407,pre_renovabio_1985_2015,25,300,30409.16452598572,16471.48646150477,25038.771180268828,,0.2415071652409121,0.1308152349671676,0.1988559285703215,,11.743363385117474,0.9181260084212376,3.805860194385769,1.7941398056142255,0.9811388448836609,0.2539445856950279,0.208,1,0.4989130434782609,False,NS
delta_neea,C1_developed_diversified,ns,72,08070508006885,RAIZEN ENERGIA S.A – FILIAL GASA - Andradina - SP,Andradina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5285169.94113746,7699771.90832298,61.1,62.32,64.74,61.1,t0_2022,3.6399999999999935,96.17,99.23,77.25,96.17,t0_2022,-18.92,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218357/2019-17,48610.224801/2021-40, 48610.231171/2025-93,True,True,True,3502101,ns,-0.1892676527855077,0.176,0.4933746511940327,1,C1_developed_diversified × ns,ns,0.0,5524.392303122726,12699.84537790336,24292.80888555564,,Andradina,RAIZEN ENERGIA S.A – FILIAL GASA - Andradina - SP,SP,81003.46402562833,2008.840647857948,2010.0,0.0,0.0681994575117786,0.1567815096634054,0.299898395429975,,0.085374861830041,0.614726742739984,0.299898395429975,0.7069999663222374,pre_renovabio_1985_2015,25,300,1391.2672458199893,4118.512760678459,32976.63745254815,,0.0171754043182623,0.0508436621843162,0.4071015708922623,,11.302259543563506,0.9371081719546336,1.8192000241091115,1.820799975890882,0.46898407169555256,-0.06427420557297195,0.344,4,0.4989130434782609,False,NS
delta_neea,C1_developed_diversified,ns,72,08070508006966,RAÍZEN ENERGIA S.A - FILIAL IPAUSSU - Ipaussu - SP,Ipaussu,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5451669.76237652,7437370.02362722,61.7,60.2,63.5,61.7,t0_2022,1.7999999999999972,84.36,92.66,78.83,84.36,t0_2022,-5.530000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218358/2019-53,48610.224713/2021-48,48610.231168/2025-70,True,True,True,3520905,ns,0.0170110784928502,0.349,0.0978679275800209,1,C1_developed_diversified × ns,ns,9699.055525383295,9195.103891267963,7833.5524722865985,2755.3116951736747,,Ipaussu,RAÍZEN ENERGIA S.A - FILIAL IPAUSSU - Ipaussu - SP,SP,56986.1903695948,1998.0853428571857,2000.0,0.1702001039634028,0.1613567046968987,0.1374640491227892,0.0483505157530899,,0.4766017150303129,0.4750477692165972,0.0483505157530899,0.1966504179441771,pre_renovabio_1985_2015,25,300,8265.55664654152,10786.563680888155,8451.046458053588,,0.1450449063700113,0.1892838179027207,0.1482999021910872,,10.950581791203051,0.8732137058442818,2.7256411074331552,-0.9256411074331581,0.7026617456047044,0.3281032752942926,0.087,1,0.4989130434782609,False,NS
delta_neea,C2_extensive_vulnerable_frontier,HH,6,08070508008314,RAÍZEN ENERGIA S.A. – FILIAL BENALCOOL - Bento de Abreu/SP,Bento de Abreu,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5334173.58643383,7648361.26451074,56.8,60.43,59.28,56.8,t0_2022,2.480000000000004,94.29,92.07,90.98,94.29,t0_2022,-3.3100000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218349/2019-62,48610.224754/2021-34,48610.228245/2024-23,True,True,True,3506201,HH,0.1922630273881853,0.035,0.2440334558721574,2,C2_extensive_vulnerable_frontier × HH,sig,743.2593337339514,17980.486819263533,22023.98324142905,10943.15491184534,,Bento de Abreu,RAÍZEN ENERGIA S.A. – FILIAL BENALCOOL - Bento de Abreu/SP,SP,120986.31632905848,2002.2897703300705,2010.0,0.0061433338602725,0.1486158713218462,0.1820369766571638,0.0904495255652065,,0.3451454079926818,0.5644050664421116,0.0904495255652065,0.3666429211577146,pre_renovabio_1985_2015,25,300,23034.12535792706,12845.685137707578,33415.62152715196,,0.190386202810563,0.1061746941924398,0.276193395592508,,11.703440995357697,0.9102431706093098,-0.2391394782547458,2.7191394782547498,-0.061649408931625654,-0.02534516878778683,0.115,2,0.4989130434782609,False,NS
delta_neea,C0_agroindustrial_intensive,ns,61,08070508009477,RAIZEN ENERGIA S.A - Filial Santa Helena - Rio das Pedras - SP,Rio das Pedras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5646628.07414061,7454292.69209063,55.4,58.97,55.4,55.4,t0_2022,0.0,86.85,93.56,86.85,86.85,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.218367/2019-44,48610.224852/2021-71,48610.218367/2019-44,True,True,True,3544004,ns,0.1769453817456993,0.067,-0.2890408237815124,0,C0_agroindustrial_intensive × ns,ns,27585.748639140413,10677.60603719973,7648.120140008365,2729.2564705792597,,Rio das Pedras,RAIZEN ENERGIA S.A - Filial Santa Helena - Rio das Pedras - SP,SP,109206.13799389484,1993.0346631142584,1990.0,0.252602547309956,0.0977747792692445,0.0700337937088841,0.0249917863658161,,0.7645947739986128,0.2104134396355711,0.0249917863658161,0.0979621794074377,pre_renovabio_1985_2015,25,300,45235.08772236319,7361.504172631806,7968.814811972074,,0.414217447419412,0.0674092528850654,0.0729703930416216,,11.60100170640112,0.8062805656596777,-1.0072873529687953,1.0072873529687953,-0.25967552655108556,0.12970580688769212,0.078,3,0.4989130434782609,False,NS
