outcome,model,term,coef,std_err_hc3,p_value,ci_low,ci_high,n,r2,r2_adj,aic,bic,buffer_km
delta_neea,M5 — + uso anterior,neea_first_c,-0.34234637080079794,0.05766426802708934,2.9048081087472057e-09,-0.4553662593287576,-0.22932648227283825,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_neea,M5 — + uso anterior,log_cane_area,1.3376116870168404,0.5918823425354923,0.023825697941262356,0.17754361256207574,2.497679761471605,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_neea,M5 — + uso anterior,share_cane_slope_le12,5.138836166062491,5.171813057997978,0.3204060883579173,-4.997731162387508,15.27540349451249,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_neea,M5 — + uso anterior,prior_pasture_share,0.2014461452577098,3.3145905458685543,0.9515379429344345,-6.295031948141615,6.697924238657034,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_neea,M5 — + uso anterior,prior_annual_agriculture_share,2.14156954550398,2.38350702663067,0.36892162031591813,-2.5300183835902845,6.813157474598244,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_neea,M5 — + uso anterior,prior_native_vegetation_share,-8.8579301398947,26.401478258980013,0.7372412547129232,-60.603876666112775,42.88801638632338,225,0.30904135436944946,0.26993048763564476,1269.8373981764678,1314.2467034051253,25
delta_vol_pct,M1 — fronteira,Intercept,-1.5990845880353994,0.6463241412994178,0.013356418710015172,-2.865856627321035,-0.33231254874976357,221,0.017771387848031672,0.013286325692086653,1628.9564254379118,1635.7527508409473,25
delta_vol_pct,M1 — fronteira,frontier_year_c,-0.1629686479355311,0.06596141856390669,0.013486163228953284,-0.29225065268996,-0.03368664318110223,221,0.017771387848031672,0.013286325692086653,1628.9564254379118,1635.7527508409473,25
delta_vol_pct,M2 — + nível inicial,Intercept,-1.622319751514308,0.5558591492803034,0.003516289141989179,-2.7117836645807762,-0.5328558384478397,221,0.32093665512835123,0.3147067161845747,1549.3831885369111,1559.5776766414644,25
delta_vol_pct,M2 — + nível inicial,frontier_year_c,-0.19032017107958596,0.05767559515688594,0.0009674035276901388,-0.30336226037399516,-0.07727808178517676,221,0.32093665512835123,0.3147067161845747,1549.3831885369111,1559.5776766414644,25
