outcome,overlay_cluster,overlay_lisa_class,cell_count,cnpj_clean,emissor_x,cidade_x,uf_x,rota,rota_tag,cohort,X,Y,neea_t0_2022,neea_t1_2023,neea_t2_2026,neea_first,neea_first_origin,delta_neea,vol_pct_t0_2022,vol_pct_t1_2023,vol_pct_t2_2026,vol_pct_first,vol_pct_first_origin,delta_vol_pct,status_t0_2022,status_t1_2023,status_t2_2026,motivo_t0_2022,motivo_t1_2023,motivo_t2_2026,processo_t0_2022,processo_t1_2023,processo_t2_2026,observable_t0_2022,observable_t1_2023,observable_t2_2026,cd_ibge,lisa_class,local_I,p_value,outcome_value,cluster,overlay_cell,lisa_sig,area_1985,area_1995,area_2005,area_2015,area_2024,cidade_y,emissor_y,uf_y,cane_area_total_ha,mean_first_key_year,dominant_first_key_year,share_1985,share_1995,share_2005,share_2015,share_2024,share_old_le_1995,share_mid_2000_2010,share_recent_ge_2015,share_recent_ge_2010,schema,buffer_km,scale_m,area_1990,area_2000,area_2010,area_2020,share_1990,share_2000,share_2010,share_2020
delta_neea,C0_agroindustrial_intensive,HH,1,08110543000173,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,Valparaíso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5327944.83619462,7667998.52699712,63.5,62.85,64.97,63.5,t0_2022,1.4699999999999989,97.88,99.49,58.06,97.88,t0_2022,-39.81999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.208909/2019-71,48610.217665/2022-12,48610.226235/2025-34,True,True,True,3556305,HH,0.0233917038527704,0.017,0.0269346564970734,0,C0_agroindustrial_intensive × HH,sig,559.5782165527344,29071.46074346655,19476.858155474947,46268.92709606395,9019.057061139276,Valparaíso,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,SP,104395.88127269746,2008.181592791855,2015.0,0.00536015606871533,0.2784732538204989,0.18656730436135233,0.44320644197832554,0.08639284377110786,0.28383340988921424,0.18656730436135233,0.5295992857494334,0.5295992857494334,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,HH,1,08110543000173,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,Valparaíso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5327944.83619462,7667998.52699712,63.5,62.85,64.97,63.5,t0_2022,1.4699999999999989,97.88,99.49,58.06,97.88,t0_2022,-39.81999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.208909/2019-71,48610.217665/2022-12,48610.226235/2025-34,True,True,True,3556305,HH,0.0233917038527704,0.017,0.0269346564970734,0,C0_agroindustrial_intensive × HH,sig,559.5782165527344,15360.690835836824,13214.972945089903,14013.529835132524,2019.570311161116,Valparaíso,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,SP,108981.13855728075,2005.214850461748,2010.0,0.005134633606884357,0.14094815891250032,0.12125926669543906,0.1285867446481758,0.01853137467544097,0.28921290841873026,0.49867890488611866,0.2121081866951511,0.5269341943517613,5y_1985_2024,25,300,15598.482992546233,6821.525122036654,34310.096761860565,7082.691537064197,0.14313011589934557,0.06259363053406937,0.3148260076566102,0.06499006737153437
delta_neea,C0_agroindustrial_intensive,HH,1,08110543000173,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,Valparaíso,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5327944.83619462,7667998.52699712,63.5,62.85,64.97,63.5,t0_2022,1.4699999999999989,97.88,99.49,58.06,97.88,t0_2022,-39.81999999999999,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.208909/2019-71,48610.217665/2022-12,48610.226235/2025-34,True,True,True,3556305,HH,0.0233917038527704,0.017,0.0269346564970734,0,C0_agroindustrial_intensive × HH,sig,559.5782165527344,15360.690835836824,13214.972945089903,14013.529835132524,,Valparaíso,DA MATA S.A. - AÇÚCAR E ÁLCOOL - Valparaíso/SP,SP,99878.87670905543,2003.7865546247563,2010.0,0.00560256818048496,0.15379318772859366,0.13230998766220384,0.14030524067619995,,0.3155697489144686,0.5441250104093315,0.14030524067619995,0.4838222874468098,pre_renovabio_1985_2015,25,300,15598.482992546233,6821.525122036654,34310.096761860565,,0.15617399300539,0.06829797597651782,0.3435170467706098,
delta_neea,C0_agroindustrial_intensive,LL,3,44209336003583,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5683432.51600593,7504007.27659347,63.0,60.85,62.29,63.0,t0_2022,-0.7100000000000009,95.79,89.34,91.61,95.79,t0_2022,-4.180000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220755/2019-95,48610.214855/2022-88,48610.226435/2025-97,True,True,True,3503307,LL,0.3260670814388031,0.038,-0.4416548312630065,0,C0_agroindustrial_intensive × LL,sig,61564.52124494665,19536.66705566481,10049.443053555957,9796.618558603173,5213.590837957346,Araras,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,SP,106160.84075072793,1993.4172669013087,1985.0,0.5799174235017963,0.18402894059155092,0.09466242903211981,0.09228090592845083,0.049110300946082104,0.7639463640933472,0.09466242903211981,0.14139120687453294,0.14139120687453294,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,LL,3,44209336003583,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5683432.51600593,7504007.27659347,63.0,60.85,62.29,63.0,t0_2022,-0.7100000000000009,95.79,89.34,91.61,95.79,t0_2022,-4.180000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220755/2019-95,48610.214855/2022-88,48610.226435/2025-97,True,True,True,3503307,LL,0.3260670814388031,0.038,-0.4416548312630065,0,C0_agroindustrial_intensive × LL,sig,61564.52124494665,6585.651115417481,4455.447149882597,5877.190688709184,877.1830917470595,Araras,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,SP,111267.25361444813,1992.3532427199802,1985.0,0.5533031439624969,0.05918768461956834,0.04004275296774337,0.05282048848868169,0.007883569183675408,0.7598711596671738,0.13717594093049496,0.10295289940233095,0.14253570202142768,5y_1985_2024,25,300,16398.60467662811,6403.473321641661,4404.2697377896775,4700.912587685679,0.1473803310851086,0.057550385343654836,0.03958280261909673,0.04224884172997384
delta_neea,C0_agroindustrial_intensive,LL,3,44209336003583,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5683432.51600593,7504007.27659347,63.0,60.85,62.29,63.0,t0_2022,-0.7100000000000009,95.79,89.34,91.61,95.79,t0_2022,-4.180000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220755/2019-95,48610.214855/2022-88,48610.226435/2025-97,True,True,True,3503307,LL,0.3260670814388031,0.038,-0.4416548312630065,0,C0_agroindustrial_intensive × LL,sig,61564.52124494665,6585.651115417481,4455.447149882597,5877.190688709184,,Araras,USJ AÇÚCAR E ÁLCOOL S.A.- Araras - SP,SP,105689.15793501538,1990.860894850221,1985.0,0.5825055516366263,0.06231151088805884,0.04215614200107544,0.05560826487351584,,0.7999758791623486,0.14441585596413536,0.05560826487351584,0.09728018112151653,pre_renovabio_1985_2015,25,300,16398.60467662811,6403.473321641661,4404.2697377896775,,0.1551588166376635,0.06058779771505925,0.04167191624800068,
delta_neea,C0_agroindustrial_intensive,LL,3,07670089000142,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,Campos de Julio,MT,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,4435217.90773278,8416022.37972843,63.47,63.47,63.55,63.47,t0_2022,0.0799999999999983,35.08,35.08,68.91,35.08,t0_2022,33.83,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219881/2020-31,48610.219881/2020-31,48610.227294/2024-49,True,True,True,5102686,LL,0.2626378027554899,0.009,-0.2718448792765557,0,C0_agroindustrial_intensive × LL,sig,0.0,0.0,43.359663009643555,832.4231433868408,1873.2032833099365,Campos de Julio,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,MT,2748.986089706421,2020.975014926848,2024.0,0.0,0.0,0.015772965593388713,0.3028109696530839,0.6814160647535273,0.0,0.015772965593388713,0.9842270344066113,0.9842270344066113,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,LL,3,07670089000142,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,Campos de Julio,MT,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,4435217.90773278,8416022.37972843,63.47,63.47,63.55,63.47,t0_2022,0.0799999999999983,35.08,35.08,68.91,35.08,t0_2022,33.83,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219881/2020-31,48610.219881/2020-31,48610.227294/2024-49,True,True,True,5102686,LL,0.2626378027554899,0.009,-0.2718448792765557,0,C0_agroindustrial_intensive × LL,sig,0.0,0.0,43.359663009643555,745.7165203094482,581.067403793335,Campos de Julio,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,MT,3156.597734451294,2018.3875156424408,2020.0,0.0,0.0,0.013736201650407853,0.23624059289235816,0.18408028284742495,0.0,0.10989215162351162,0.8901078483764884,0.9862637983495921,5y_1985_2024,25,300,0.0,0.0,303.5256538391113,1482.9284934997559,0.0,0.0,0.09615594997310377,0.46978697263670527
delta_neea,C0_agroindustrial_intensive,LL,3,07670089000142,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,Campos de Julio,MT,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,4435217.90773278,8416022.37972843,63.47,63.47,63.55,63.47,t0_2022,0.0799999999999983,35.08,35.08,68.91,35.08,t0_2022,33.83,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219881/2020-31,48610.219881/2020-31,48610.227294/2024-49,True,True,True,5102686,LL,0.2626378027554899,0.009,-0.2718448792765557,0,C0_agroindustrial_intensive × LL,sig,0.0,0.0,43.359663009643555,745.7165203094482,,Campos de Julio,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,MT,1092.6018371582031,2013.214148253341,2015.0,0.0,0.0,0.03968477951896881,0.6825144301871353,,0.0,0.3174855698128647,0.6825144301871353,0.9603152204810312,pre_renovabio_1985_2015,25,300,0.0,0.0,303.5256538391113,,0.0,0.0,0.27780079029389587,
delta_neea,C0_agroindustrial_intensive,LL,3,44207249000148,USINA SANTA LÚCIA S.A. - Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5678798.29682681,7514155.29728828,48.72,48.72,49.36,48.72,t0_2022,0.6400000000000006,85.28,85.28,97.0,85.28,t0_2022,11.72,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204999/2021-45,48610.204999/2021-45,48610.215834/2024-41,True,True,True,3503307,LL,0.1471570174862738,0.01,-0.1514732677418557,0,C0_agroindustrial_intensive × LL,sig,65298.26430629656,20609.66065422133,10908.616343045702,11569.7500868442,4446.0954533670465,Araras,USINA SANTA LÚCIA S.A. - Araras - SP,SP,112832.38684377485,1993.3731203878356,1985.0,0.5787191615179341,0.18265731347823916,0.09667983323041392,0.10253926563534824,0.0394044261380645,0.7613764749961733,0.09667983323041392,0.14194369177341273,0.14194369177341273,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,LL,3,44207249000148,USINA SANTA LÚCIA S.A. - Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5678798.29682681,7514155.29728828,48.72,48.72,49.36,48.72,t0_2022,0.6400000000000006,85.28,85.28,97.0,85.28,t0_2022,11.72,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204999/2021-45,48610.204999/2021-45,48610.215834/2024-41,True,True,True,3503307,LL,0.1471570174862738,0.01,-0.1514732677418557,0,C0_agroindustrial_intensive × LL,sig,65298.26430629656,7228.284747886657,5241.684614263797,5672.962150951461,667.4533558714623,Araras,USINA SANTA LÚCIA S.A. - Araras - SP,SP,117936.47974390516,1992.3355243919314,1985.0,0.5536731675228004,0.06128964306534007,0.044444981108864086,0.048101844003399924,0.005659430884496581,0.7552103102821067,0.1575796635860741,0.08721002613181927,0.14730914466559872,5y_1985_2024,25,300,16540.29640679079,6254.827712720983,7087.878475585638,3944.827973537819,0.1402474996939662,0.05303556394343054,0.06009911853377947,0.03344875124392276
delta_neea,C0_agroindustrial_intensive,LL,3,44207249000148,USINA SANTA LÚCIA S.A. - Araras - SP,Araras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5678798.29682681,7514155.29728828,48.72,48.72,49.36,48.72,t0_2022,0.6400000000000006,85.28,85.28,97.0,85.28,t0_2022,11.72,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204999/2021-45,48610.204999/2021-45,48610.215834/2024-41,True,True,True,3503307,LL,0.1471570174862738,0.01,-0.1514732677418557,0,C0_agroindustrial_intensive × LL,sig,65298.26430629656,7228.284747886657,5241.684614263797,5672.962150951461,,Araras,USINA SANTA LÚCIA S.A. - Araras - SP,SP,113324.19841449588,1991.1860244653399,1985.0,0.5762075992583762,0.06378412421192162,0.046253886527321826,0.05005958330454692,,0.785947279637506,0.1639931370579471,0.05005958330454692,0.11260472877878122,pre_renovabio_1985_2015,25,300,16540.29640679079,6254.827712720983,7087.878475585638,,0.1459555561672081,0.05519410505639099,0.0625451454742343,
delta_neea,C0_agroindustrial_intensive,HL,2,15043391000107,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,Campo Novo do Parecis,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4584313.44232683,8471992.38803468,48.55,48.55,52.29,48.55,t0_2022,3.740000000000002,93.76,93.76,83.18,93.76,t0_2022,-10.579999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216852/2020-17,48610.216852/2020-17,48610.227285/2024-58,True,True,True,5102637,HL,-0.5649407596195922,0.006,0.5148695818252308,0,C0_agroindustrial_intensive × HL,sig,0.0,26.065884590148926,121.61892604827881,9040.730905170067,10095.911536658044,Campo Novo do Parecis,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,MT,19284.327252466537,2019.6216648219472,2024.0,0.0,0.0013516615979857426,0.006306620109484156,0.468812356625701,0.5235293616668292,0.0013516615979857426,0.006306620109484156,0.9923417182925302,0.9923417182925302,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,HL,2,15043391000107,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,Campo Novo do Parecis,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4584313.44232683,8471992.38803468,48.55,48.55,52.29,48.55,t0_2022,3.740000000000002,93.76,93.76,83.18,93.76,t0_2022,-10.579999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216852/2020-17,48610.216852/2020-17,48610.227285/2024-58,True,True,True,5102637,HL,-0.5649407596195922,0.006,0.5148695818252308,0,C0_agroindustrial_intensive × HL,sig,0.0,26.065884590148926,112.93078708648682,7676.426423663719,1486.0747890472412,Campo Novo do Parecis,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,MT,27643.214032274132,2017.0633169463424,2020.0,0.0,0.0009429397232795132,0.004085298726647247,0.27769659543572983,0.05375911742072439,0.0009429397232795132,0.17160936040177197,0.8274476998749485,0.9946574660071726,5y_1985_2024,25,300,0.0,8.688138961791992,4622.2153534795725,13710.812655445174,0.0,0.0003142955429006329,0.16720976613222407,0.4959919870184944
delta_neea,C0_agroindustrial_intensive,HL,2,15043391000107,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,Campo Novo do Parecis,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4584313.44232683,8471992.38803468,48.55,48.55,52.29,48.55,t0_2022,3.740000000000002,93.76,93.76,83.18,93.76,t0_2022,-10.579999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216852/2020-17,48610.216852/2020-17,48610.227285/2024-58,True,True,True,5102637,HL,-0.5649407596195922,0.006,0.5148695818252308,0,C0_agroindustrial_intensive × HL,sig,0.0,26.065884590148926,112.93078708648682,7676.426423663719,,Campo Novo do Parecis,Cooperativa Agrícola de Produtores de Cana de Campo Novo do Parecis Ltda. - Campo Novo do Parecis - MT,MT,12446.32658778172,2013.0000505178027,2015.0,0.0,0.0020942632676646316,0.009073423093151713,0.6167624133533098,,0.0020942632676646316,0.3811433233790255,0.6167624133533098,0.9881342651908711,pre_renovabio_1985_2015,25,300,0.0,8.688138961791992,4622.2153534795725,,0.0,0.0006980484483125281,0.3713718518375613,
delta_neea,C0_agroindustrial_intensive,HL,2,51466860002957,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,Iracemápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar ,cana_pura,2022,5665248.28530554,7487017.71529497,58.22,58.22,59.57,58.22,t0_2022,1.3500000000000014,95.4,95.4,92.96,95.4,t0_2022,-2.440000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216556/2020-16,48610.216556/2020-16,48610.221833/2025-17,True,True,True,3521408,HL,-0.0008450515757655,0.049,0.0011407397396383,0,C0_agroindustrial_intensive × HL,sig,54981.12761542376,39303.30265183542,8891.62996116713,4531.122247535107,1798.3485618366915,Iracemápolis,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,SP,109505.53103779812,1992.0949373946344,1985.0,0.5020853932615136,0.3589161413067717,0.08119799864810479,0.04137802177290109,0.016422445010708674,0.8610015345682854,0.08119799864810479,0.05780046678360976,0.05780046678360976,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,HL,2,51466860002957,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,Iracemápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar ,cana_pura,2022,5665248.28530554,7487017.71529497,58.22,58.22,59.57,58.22,t0_2022,1.3500000000000014,95.4,95.4,92.96,95.4,t0_2022,-2.440000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216556/2020-16,48610.216556/2020-16,48610.221833/2025-17,True,True,True,3521408,HL,-0.0008450515757655,0.049,0.0011407397396383,0,C0_agroindustrial_intensive × HL,sig,54981.12761542376,9229.654567834445,4016.419611878489,2081.8440094816915,540.6808310639625,Iracemápolis,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,SP,114153.38579202167,1990.4632296844766,1985.0,0.4816425481728152,0.08085309519115041,0.03518441072957822,0.018237251528173196,0.004736441475761741,0.8610375220912941,0.10284609581197979,0.03611638209672604,0.06127067874204402,5y_1985_2024,25,300,34079.566257435676,4852.362311269723,2871.4481292799405,1500.2824583539777,0.2985418787273285,0.042507388437083585,0.025154296645317986,0.0131426890927911
delta_neea,C0_agroindustrial_intensive,HL,2,51466860002957,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,Iracemápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar ,cana_pura,2022,5665248.28530554,7487017.71529497,58.22,58.22,59.57,58.22,t0_2022,1.3500000000000014,95.4,95.4,92.96,95.4,t0_2022,-2.440000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216556/2020-16,48610.216556/2020-16,48610.221833/2025-17,True,True,True,3521408,HL,-0.0008450515757655,0.049,0.0011407397396383,0,C0_agroindustrial_intensive × HL,sig,54981.12761542376,9229.654567834443,4016.4196118784885,2081.8440094816915,,Iracemápolis,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,SP,112112.42250260372,1989.906233538712,1985.0,0.4904106644751777,0.08232499451717844,0.035824929318472365,0.01856925363853718,,0.8767123771534877,0.10471836920797511,0.01856925363853718,0.04418147452523912,pre_renovabio_1985_2015,25,300,34079.56625743567,4852.362311269723,2871.4481292799405,,0.30397671816113153,0.04328121900280079,0.02561222088670195,
delta_neea,C0_agroindustrial_intensive,LH,1,49213747012980,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,Colômbia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561854.80646371,7752670.3605914,53.9,52.81,55.2,53.9,t0_2022,1.3000000000000045,100.0,98.31,98.78,100.0,t0_2022,-1.2199999999999989,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211661/2019-25,48610.233251/2022-31,48610.221093/2023-57,True,True,True,3512100,LH,-0.0090589207853134,0.012,-0.0096067255759591,0,C0_agroindustrial_intensive × LH,sig,1291.5017617580938,2171.386372087516,18629.185949052553,67251.19652160944,4428.63398252749,Colômbia,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,SP,93771.9045870351,2012.5620956516875,2015.0,0.013772800791940584,0.023156044250675613,0.19866489894914882,0.7171785282359253,0.04722772777230967,0.0369288450426162,0.19866489894914882,0.764406256008235,0.764406256008235,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,LH,1,49213747012980,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,Colômbia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561854.80646371,7752670.3605914,53.9,52.81,55.2,53.9,t0_2022,1.3000000000000045,100.0,98.31,98.78,100.0,t0_2022,-1.2199999999999989,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211661/2019-25,48610.233251/2022-31,48610.221093/2023-57,True,True,True,3512100,LH,-0.0090589207853134,0.012,-0.0096067255759591,0,C0_agroindustrial_intensive × LH,sig,1291.5017617580938,1826.8326830845253,15181.283810978312,15745.068831971112,762.7623060712627,Colômbia,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,SP,100324.0283503065,2009.3938279983363,2010.0,0.012873304461504392,0.018209323460434433,0.15132251027609311,0.15694215125606056,0.0076029872266281705,0.04044260169075094,0.7494262078381823,0.21013119047106682,0.7667948271531738,5y_1985_2024,25,300,939.0302737404318,4157.433842561759,55846.73846808042,4573.376372060588,0.009359973768812115,0.04144006087998217,0.5566636366821069,0.045586051988378076
delta_neea,C0_agroindustrial_intensive,LH,1,49213747012980,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,Colômbia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561854.80646371,7752670.3605914,53.9,52.81,55.2,53.9,t0_2022,1.3000000000000045,100.0,98.31,98.78,100.0,t0_2022,-1.2199999999999989,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211661/2019-25,48610.233251/2022-31,48610.221093/2023-57,True,True,True,3512100,LH,-0.0090589207853134,0.012,-0.0096067255759591,0,C0_agroindustrial_intensive × LH,sig,1291.5017617580938,1826.8326830845253,15181.283810978312,15745.068831971112,,Colômbia,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,SP,94987.88967217464,2008.7658842249234,2010.0,0.013596488628343756,0.019232269391280834,0.15982336130818847,0.16575869709613528,,0.04271454742900345,0.7915267554748614,0.16575869709613528,0.7536940503376962,pre_renovabio_1985_2015,25,300,939.0302737404318,4157.433842561759,55846.73846808042,,0.009885789409378861,0.04376804092511195,0.587935353241561,
delta_neea,C0_agroindustrial_intensive,ns,61,10921675000127,DESTILARIA BURITI LTDA. - Sorriso - MT,Sorriso,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,4825594.96841672,8620088.33291891,,28.74,39.03,28.74,t1_2023,10.290000000000004,,100.0,100.0,100.0,t1_2023,0.0,,valido,valido,,sem_motivo,sem_motivo,,48610.211514/2021-70,	48610.200842/2025-74,False,True,True,5107925,ns,-1.242533997275879,0.058,1.922787538168591,0,C0_agroindustrial_intensive × ns,ns,0.0,0.0,0.0,0.0,0.0,Sorriso,DESTILARIA BURITI LTDA. - Sorriso - MT,MT,0.0,,,,,,,,,,,,10y_1985_2024,25,300,,,,,,,,
delta_neea,C0_agroindustrial_intensive,ns,61,10921675000127,DESTILARIA BURITI LTDA. - Sorriso - MT,Sorriso,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,4825594.96841672,8620088.33291891,,28.74,39.03,28.74,t1_2023,10.290000000000004,,100.0,100.0,100.0,t1_2023,0.0,,valido,valido,,sem_motivo,sem_motivo,,48610.211514/2021-70,	48610.200842/2025-74,False,True,True,5107925,ns,-1.242533997275879,0.058,1.922787538168591,0,C0_agroindustrial_intensive × ns,ns,0.0,0.0,0.0,0.0,0.0,Sorriso,DESTILARIA BURITI LTDA. - Sorriso - MT,MT,0.0,,,,,,,,,,,,5y_1985_2024,25,300,0.0,0.0,0.0,0.0,,,,
delta_neea,C0_agroindustrial_intensive,ns,61,10921675000127,DESTILARIA BURITI LTDA. - Sorriso - MT,Sorriso,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,4825594.96841672,8620088.33291891,,28.74,39.03,28.74,t1_2023,10.290000000000004,,100.0,100.0,100.0,t1_2023,0.0,,valido,valido,,sem_motivo,sem_motivo,,48610.211514/2021-70,	48610.200842/2025-74,False,True,True,5107925,ns,-1.242533997275879,0.058,1.922787538168591,0,C0_agroindustrial_intensive × ns,ns,0.0,0.0,0.0,0.0,,Sorriso,DESTILARIA BURITI LTDA. - Sorriso - MT,MT,0.0,,,,,,,,,,,,pre_renovabio_1985_2015,25,300,0.0,0.0,0.0,,,,,
delta_neea,C0_agroindustrial_intensive,ns,61,44346583000182,Usina Açucareira Guaíra Ltda. - Guaíra - SP,Guaíra,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603715.23003702,7730571.00786188,53.66,53.66,67.94,53.66,t0_2022,14.28,99.43,99.43,99.62,99.43,t0_2022,0.1899999999999977,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.204335/2020-03,48610.204335/2020-03,48610.221681/2023-91,True,True,True,3517406,ns,-0.6960818271446981,0.287,2.7804352703533235,0,C0_agroindustrial_intensive × ns,ns,89357.18823480792,24379.35049643423,19319.445401225366,18278.06392913519,2373.0339622983743,Guaíra,Usina Açucareira Guaíra Ltda. - Guaíra - SP,SP,153707.08202390108,1993.2694475664753,1985.0,0.5813472421583873,0.15860915564478217,0.125690014713969,0.11891491067596349,0.015438676806898028,0.7399563978031695,0.125690014713969,0.13435358748286153,0.13435358748286153,10y_1985_2024,25,300,,,,,,,,
