cnpj_clean,emissor,cidade,uf,rota,rota_tag,cohort,X,Y,neea_t0_2022,neea_t1_2023,neea_t2_2026,neea_first,neea_first_origin,delta_neea,vol_pct_t0_2022,vol_pct_t1_2023,vol_pct_t2_2026,vol_pct_first,vol_pct_first_origin,delta_vol_pct,status_t0_2022,status_t1_2023,status_t2_2026,motivo_t0_2022,motivo_t1_2023,motivo_t2_2026,processo_t0_2022,processo_t1_2023,processo_t2_2026,observable_t0_2022,observable_t1_2023,observable_t2_2026
49213747011585,BIOSEV BIOENERGIA S.A. - Usina MB - Morro Agudo-SP,Morro Agudo,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603690.00942673,7690368.28528379,53.8,49.67,49.67,53.8,t0_2022,-4.1299999999999955,98.73,98.21,98.21,98.73,t0_2022,-0.5200000000000102,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.211662/2019-70,48610.233260/2022-21,48610.233260/2022-21,True,True,True
49213747011828,BIOSEV BIOENERGIA S.A. - Usina Santa Elisa - Sertãozinho - SP,Sertãozinho,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5615281.36045109,7653041.04163243,54.6,51.9,51.9,54.6,t0_2022,-2.700000000000003,98.86,97.67,97.67,98.86,t0_2022,-1.1899999999999977,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.210071/2019-85,48610.233259/2022-05,48610.233259/2022-05,True,True,True
49213747012980,BIOSEV BIOENERGIA S.A. - Usina Continental - Colômbia-SP,Colômbia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561854.80646371,7752670.3605914,53.9,52.81,55.2,53.9,t0_2022,1.3000000000000043,100.0,98.31,98.78,100.0,t0_2022,-1.2199999999999989,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.211661/2019-25,48610.233251/2022-31,48610.221093/2023-57,True,True,True
49605157000210,LONDRA AÇÚCAR E ÁLCOOL LTDA.​ - Itaí -SP,Itaí,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5516624.21610669,7387741.1310015,61.7,66.54,67.21,61.7,t0_2022,5.509999999999991,100.0,100.0,100.0,100.0,t0_2022,0.0,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219479/2019-12, 48610.217744/2022-23,48610.225311/2025-94,True,True,True
49972326000170,Bunge Açúcar e Bioenergia S.A. - Usina Moema - Orindiuva - SP,Orindiuva,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5485088.29434952,7754877.64768698,56.2,60.46,63.49,56.2,t0_2022,7.289999999999999,96.97,95.25,95.91,96.97,t0_2022,-1.0600000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218819/2019-98,48610.219694/2021-38,48610.216455/2024-79,True,True,True
49972326003861,BUNGE ACUCAR E BIOENERGIA S.A. - Ponta Porã - MS,Ponta Porã,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4886354.279116,7532810.49108476,60.8,66.84,68.77,60.8,t0_2022,7.969999999999999,95.93,92.59,93.21,95.93,t0_2022,-2.720000000000013,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218811/2019-21,48610.219708/2021-13,48610.216450/2024-46,True,True,True
49976251000103,MALOSSO BIOENERGIA S.A. - Itápolis - SP,Itápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5535383.51598067,7598591.50424386,59.55,59.55,53.27,59.55,t0_2022,-6.279999999999994,93.24,93.24,95.09,93.24,t0_2022,1.8500000000000085,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206099/2020-51,48610.206099/2020-51,48610.220393/2023-19,True,True,True
50227255000160,DESTILARIA ÁGUA BONITA LTDA. - Tarumã - SP,Tarumã,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5349061.14213217,7479533.32955514,50.8,50.8,52.71,50.8,t0_2022,1.9100000000000037,67.98,67.98,66.34,67.98,t0_2022,-1.6400000000000006,valido,cancelado,valido,sem_motivo,expirado,sem_motivo,48610.200429/2020-03,48610.200429/2020-03,48610.232416/2023-38,True,False,True
50376938000189,USINA SANTA ADÉLIA S.A. - JABOTICABAL - Jaboticabal - SP,Jaboticabal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5590917.70040942,7628804.8133987,65.01,64.79,65.16,65.01,t0_2022,0.14999999999999147,90.19,98.45,98.51,90.19,t0_2022,8.320000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218718/2020-51,48610.226922/2022-15,48610.222491/2024-71,True,True,True
50376938000936,Usina Santa Adelia S. A. - Unidade Pereira Barreto - Pereira Barreto - SP,Pereira Barreto,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5287223.2377826,7726234.20084834,61.1,62.48,62.07,61.1,t0_2022,0.9699999999999989,95.97,96.9,98.53,95.97,t0_2022,2.5600000000000023,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219087/2019-53,48610.226921/2022-62,48610.222492/2024-16,True,True,True
51466860000156,SÃO MARTINHO S.A (Unidade São Martinho) - Pradópolis - SP,Pradópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5609001.64500966,7630455.82840102,60.6,63.44,63.28,60.6,t0_2022,2.6799999999999997,98.5,98.14,96.39,98.5,t0_2022,-2.1099999999999994,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206600/2019-46,48610.209088/2022-95,48610.221835/2025-14,True,True,True
51466860002957,SÃO MARTINHO S.A. - USINA IRACEMA - Iracemápolis - SP,Iracemápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar ,cana_pura,2022,5665248.28530554,7487017.71529497,58.22,58.22,59.57,58.22,t0_2022,1.3500000000000014,95.4,95.4,92.96,95.4,t0_2022,-2.440000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216556/2020-16,48610.216556/2020-16,48610.221833/2025-17,True,True,True
51466860005034,SÃO MARTINHO S.A (Unidade Santa Cruz) - Américo Brasiliense-SP,Américo Brasiliense,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5612905.36226079,7581553.7989518,62.5,62.4,64.58,62.5,t0_2022,2.0799999999999983,85.85,91.68,90.29,85.85,t0_2022,4.440000000000012,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206598/2019-13,48610.209085/2022-51,48610.221834/2025-61,True,True,True
51466860006278,SÃO MARTINHO S.A (Usina Boa Vista) - Quirinópolis/GO,Quirinópolis,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5376520.66146883,7944455.4369707,62.7,65.47,62.7,62.7,t0_2022,0.0,96.19,99.42,96.19,96.19,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.206596/2019-16,48610.209084/2022-15,48610.206596/2019-16,True,True,True
51843514000140,TIETÊ AGROINDUSTRIAL S.A. - PARAÍSO - SP,PARAÍSO,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5548660.68469603,7662946.39321125,61.1,63.9,65.58,61.1,t0_2022,4.479999999999997,98.03,99.08,95.58,98.03,t0_2022,-2.450000000000003,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218443/2019-11,48610.220719/2022-27,48610.204539/2024-60,True,True,True
51843514009600,TIETÊ AGROINDUSTRIAL S.A. - Unidade Ubarana - Ubarana - SP,Ubarana,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5442063.71458744,7647628.5712649,59.2,63.05,61.82,59.2,t0_2022,2.6199999999999974,98.26,99.47,96.18,98.26,t0_2022,-2.0799999999999983,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218445/2019-19,48610.220717/2022-38,48610.226783/2025-64,True,True,True
51990778000126,Açúcar e Alcool Oswaldo Ribeiro Mendonça Ltda - Guaíra-SP,Guaíra,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5603715.23003702,7730571.00786188,64.3,63.95,64.3,64.3,t0_2022,0.0,97.54,98.74,97.54,97.54,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.218376/2019-35,48610.224387/2022-50,48610.218376/2019-35,True,True,True
53009825000133,Usina Alta Mogiana S/A Açúcar e Álcool - São Joaquim da Barra - SP,São Joaquim da Barra,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5638988.90398604,7722104.34950551,62.9,64.15,64.65,62.9,t0_2022,1.750000000000007,99.36,100.0,100.0,99.36,t0_2022,0.6400000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217837/2019-52,48610.222465/2022-81,48610.221855/2025-87,True,True,True
53172300000114,USINA SÃO JOSÉ DA ESTIVA S.A. AÇÚCAR E ÁLCOOL - Novo Horizonte - SP,Novo Horizonte,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5498236.06647977,7615531.14246577,63.0,60.9,63.11,63.0,t0_2022,0.10999999999999943,96.18,94.73,96.98,96.18,t0_2022,0.7999999999999972,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219056/2019-01,48610.229410/2022-01,48610.224902/2025-44,True,True,True
53408860000125,Usina São Luiz S/A - Ourinhos - SP,Ourinhos,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5434145.34247822,7456211.45718872,59.7,63.46,63.46,59.7,t0_2022,3.759999999999998,96.33,95.05,95.05,96.33,t0_2022,-1.2800000000000011,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.218786/2019-86,48610.214506/2022-66,48610.214506/2022-66,True,True,True
53811006000105,Viralcool Açúcar e Álcool Ltda. - Pitangueiras - SP,Pitangueiras,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5597642.87620166,7673060.58481972,67.1,63.32,66.12,67.1,t0_2022,-0.9799999999999898,96.91,97.21,97.44,96.91,t0_2022,0.5300000000000011,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216497/2019-42,48610.229414/2022-81,48610.226401/2025-01,True,True,True
53811006000296,VIRALCOOL ACUCAR E ALCOOL LTDA - Castilho - SP,Castilho,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5250469.97424121,7665558.87736064,64.8,62.78,63.25,64.8,t0_2022,-1.5499999999999972,96.92,96.87,86.73,96.92,t0_2022,-10.189999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216498/2019-97,48610.229412/2022-91,48610.220448/2025-52,True,True,True
54470679000101,USINA BATATAIS S/A AÇÚCAR E ÁLCOOL - Batatais - SP,Batatais,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5669415.53486182,7691324.17737747,67.3,63.24,62.76,67.3,t0_2022,-4.539999999999999,98.28,98.31,95.0,98.28,t0_2022,-3.280000000000001,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213513/2019-45,48610.232967/2022-11,48610.226776/2025-62,True,True,True
54844360000107,Baldin Bioenergia S. A. - Pirassununga - SP,Pirassununga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5676699.37391274,7550570.79151787,60.0,56.9,56.9,60.0,t0_2022,-3.1000000000000014,96.38,97.27,97.27,96.38,t0_2022,0.8900000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.208482/2020-44,48610.220383/2023-83,48610.220383/2023-83,True,True,True
54846951000105,Ferrari Agroindústria S.A. - Pirassununga - SP,Pirassununga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5686171.87576836,7568741.50613581,68.2,61.46,63.04,68.2,t0_2022,-5.160000000000004,91.32,88.6,,91.32,t0_2022,,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213417/2019-05,48610.212321/2022-17,48610.209958/2025-79,True,True,True
55090971000161,CAFEÁLCOOL AGROINDUSTRIAL LTDA. (EM RECUPERAÇÃO JUDICIAL) - Cafelândia - SP,Cafelândia,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5464230.63938766,7591862.81354918,57.85,57.85,65.54,57.85,t0_2022,7.690000000000005,96.67,96.67,97.36,96.67,t0_2022,0.6899999999999977,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.220092/2020-42,48610.220092/2020-42,48610.228568/2023-36,True,True,True
55109474000168,"Usina Carolo S/A – Açúcar e Álcool, em Recuperação Judicial - Pontal - SP",Pontal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5621016.86284423,7664946.45696951,49.0,51.24,49.0,49.0,t0_2022,0.0,86.7,94.61,86.7,86.7,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao, 48610.222962/2019-84,48610.229544/2022-13, 48610.222962/2019-84,True,True,True
55109565000101,"USINA BAZAN S.A. - Pontal, SP",Pontal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5624440.83906075,7664109.77536027,66.2,65.38,65.38,66.2,t0_2022,-0.8200000000000074,98.36,99.11,99.11,98.36,t0_2022,0.75,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.221798/2019-98,48610.202259/2022-55,48610.202259/2022-55,True,True,True
56723257000207,Usina Açucareira Furlan S/A - Avaré - SP,Avaré,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5520568.16009102,7454650.32696257,63.8,63.51,63.8,63.8,t0_2022,0.0,83.89,76.94,83.89,83.89,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.219083/2019-75,48610.218116/2022-65,48610.219083/2019-75,True,True,True
60329174000124,USINA AÇUCAREIRA SÃO MANOEL S.A. - São Manuel - SP,São Manuel,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5561008.15581125,7481688.13209503,61.5,61.02,57.11,61.5,t0_2022,-4.390000000000001,99.55,98.32,97.91,99.55,t0_2022,-1.6400000000000006,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.217085/2019-20,48610.218034/2022-11,48610.218864/2025-91,True,True,True
60855574000335,AÇUCAREIRA QUATÁ S.A. - UNIDADE SÃO JOSÉ - Macatuba - SP,Macatuba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5536875.99803442,7502034.30102471,66.76,66.76,66.82,66.76,t0_2022,0.05999999999998806,98.35,98.35,97.45,98.35,t0_2022,-0.8999999999999915,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218422/2020-30,48610.218422/2020-30,48610.236918/2023-38,True,True,True
60855574000416,AÇUCAREIRA QUATÁ S.A. (UNIDADE BARRA GRANDE) - Lençóis Paulista/SP,Lençóis Paulista,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5539454.9453959,7486641.36942521,63.55,63.55,64.15,63.55,t0_2022,0.6000000000000085,97.57,97.57,96.79,97.57,t0_2022,-0.7799999999999869,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218421/2020-95,48610.218421/2020-95,48610.236917/2023-93,True,True,True
60855574001307,AÇUCAREIRA QUATÁ S.A. - UNIDADE QUATÁ - Quatá - SP,Quatá,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5344980.73150459,7534505.8062032,59.0,59.0,59.14,59.0,t0_2022,0.14000000000000057,99.04,99.04,98.06,99.04,t0_2022,-0.980000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219070/2020-30,48610.219070/2020-30,48610.236919/2023-82,True,True,True
61082962000393,Companhia Melhoramentos Norte do Paraná - Jussara - PR,Jussara,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5160448.96807688,7391390.71804424,59.2,58.22,60.66,59.2,t0_2022,1.4599999999999937,92.47,92.88,97.29,92.47,t0_2022,4.820000000000007,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219081/2019-86,48610.220340/2022-17,48610.230649/2024-87,True,True,True
61082962000474,Companhia Melhoramentos Norte do Paraná - Nova Londrina - PR,Nova Londrina,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5104176.59551458,7480760.64086504,58.9,57.1,57.13,58.9,t0_2022,-1.769999999999996,87.25,96.03,94.49,87.25,t0_2022,7.239999999999995,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219082/2019-21,48610.220339/2022-92,48610.216794/2025-36,True,True,True
61231478000206,COMPANHIA AGRÍCOLA USINA JACAREZINHO - Jacarezinho - PR,Jacarezinho,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5415837.92603449,7439425.89388854,53.3,55.79,56.9,53.3,t0_2022,3.6000000000000014,91.24,94.39,95.99,91.24,t0_2022,4.75,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219059/2019-36,48610.217998/2022-41,48610.214075/2025-81,True,True,True
68316801000102,GLENCANE BIOENERGIA S/A – RIO VERMELHO - Junqueirópolis-SP,Junqueirópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5332370.8349774,7622346.56937083,58.3,60.36,63.84,58.3,t0_2022,5.540000000000006,98.2,96.24,,98.2,t0_2022,,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219230/2019-15,48610.214842/2022-17,48610.219594/2025-35,True,True,True
68316801002571,GLENCANE BIOENERGIA S.A. – UNIDADE NOVA UNIALCO - Guararapes-SP,Guararapes,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5332370.8349774,7622346.56937083,57.5,58.1,58.1,57.5,t0_2022,0.6000000000000014,95.31,92.72,92.72,95.31,t0_2022,-2.5900000000000034,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.219229/2019-82,48610.214849/2022-21,48610.214849/2022-21,True,True,True
71304687000105,"PEDRA AGROINDUSTRIAL S.A. - Usina Pedra - Serrana, SP",Serrana,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5664095.30861299,7640681.38578166,65.5,63.82,64.38,65.5,t0_2022,-1.1200000000000045,96.35,94.96,96.11,96.35,t0_2022,-0.23999999999999488,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216496/2019-06,48610.223705/2022-65,48610.236927/2023-29,True,True,True
71304687001845,PEDRA AGROINDUSTRIAL S/A - Usina Buriti - Buritizal - SP,Buritizal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5662965.83265875,7750677.62997629,62.6,58.94,64.3,62.6,t0_2022,1.6999999999999957,96.93,95.81,96.51,96.93,t0_2022,-0.4200000000000017,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216494/2019-17,48610.223719/2022-89,48610.232371/2024-82,True,True,True
71304687002817,PEDRA AGROINDUSTRIAL S/A - Usina Ipê - Nova Independência - SP,Nova Independência,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5262921.43224265,7656397.59589737,62.8,58.62,61.32,62.8,t0_2022,-1.4799999999999969,98.1,97.52,98.03,98.1,t0_2022,-0.06999999999999318,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216495/2019-53,48610.223712/2022-67,48610.232296/2024-50,True,True,True
71321566000163,IRMÃOS TONIELLO LTDA. - Sertãozinho - SP,Sertãozinho,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5619841.65755165,7655842.36510929,59.3,56.82,59.3,59.3,t0_2022,0.0,98.27,97.51,98.27,98.27,t0_2022,0.0,valido,valido,cancelado,sem_motivo,sem_motivo,renovacao,48610.216499/2019-31,48610.200523/2023-05,48610.216499/2019-31,True,True,True
71324784000151,USINA SANTO ANTONIO S/A - Sertãozinho - SP,Sertãozinho,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5627258.92573786,7651381.0344227,58.11,58.11,57.46,58.11,t0_2022,-0.6499999999999986,92.22,92.22,88.49,92.22,t0_2022,-3.730000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.213619/2021-63,48610.213619/2021-63,48610.216447/2024-22,True,True,True
71324792000440,USINA SÃO FRANCISCO S.A. - Barrinha - SP,Barrinha,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5610674.78848055,7646256.90949264,71.6,65.0,67.25,71.6,t0_2022,-4.349999999999994,93.56,92.34,98.1,93.56,t0_2022,4.539999999999992,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.218379/2019-79,48610.223728/2022-70,48610.225304/2025-92,True,True,True
75084871000130,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAÍ LTDA. - Jandaia do Sul - PR,Jandaia do Sul,PR,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,5235867.18568587,7377432.8082731,65.23,65.23,68.1,65.23,t0_2022,2.8699999999999903,52.15,52.15,36.82,52.15,t0_2022,-15.329999999999998,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.216146/2020-75,48610.216146/2020-75,48610.236825/2023-11,True,True,True
75177857000180,RENUKA VALE DO IVAÍ S A EM RECUPERAÇÃO JUDICIAL - São Pedro do Ivaí - PR,São Pedro do Ivaí,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5215053.49056965,7359057.94944632,,41.34,41.34,41.34,t1_2023,0.0,,97.73,97.73,97.73,t1_2023,0.0,,valido,cancelado,,sem_motivo,renovacao,,48610.208447/2022-97,48610.208447/2022-97,False,True,True
75444430000100,Dacalda Açúcar e Álcool LTDA. - Jacarezinho - PR,Jacarezinho,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5399015.37389715,7432488.87076784,48.71,48.71,50.1,48.71,t0_2022,1.3900000000000006,87.28,87.28,83.92,87.28,t0_2022,-3.3599999999999994,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215699/2020-19,48610.215699/2020-19,48610.236905/2023-69,True,True,True
75619056000128,AÇÚCAR E ÁLCOOL BANDEIRANTES S.A. - Bandeirantes - PR,Bandeirantes,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5374048.51602455,7439981.01554885,,61.7,58.92,61.7,t1_2023,-2.780000000000001,,88.68,87.4,88.68,t1_2023,-1.2800000000000011,,valido,valido,,sem_motivo,sem_motivo,,48610.225220/2021-25,48610.224590/2024-98,False,True,True
75717355000286,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - PARANACITY - PR,PARANACITY,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5186813.83569937,7467837.27341482,65.51,65.51,64.1,65.51,t0_2022,-1.4100000000000108,86.03,86.03,92.15,86.03,t0_2022,6.1200000000000045,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206759/2021-85,48610.206759/2021-85,48610.216431/2024-10,True,True,True
75717355000367,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - TAPEJARA - PR,TAPEJARA,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5113780.43855401,7372417.87236108,60.13,60.13,62.35,60.13,t0_2022,2.219999999999999,95.6,95.6,95.42,95.6,t0_2022,-0.1799999999999926,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206762/2021-07,48610.206762/2021-07,48610.216440/2024-19,True,True,True
75717355000448,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - IVATE - PR,IVATE,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5057961.10312403,7412785.52940747,61.08,60.71,62.87,61.08,t0_2022,1.7899999999999991,97.57,97.83,98.09,97.57,t0_2022,0.5200000000000102,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206758/2021-31,48610.216158/2023-42,48610.216442/2024-08,True,True,True
75717355000529,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - UNIDADE IGUATEMI - MARINGA - PR,Maringá,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5195210.98662877,7409885.19091676,66.54,66.54,61.72,66.54,t0_2022,-4.820000000000007,94.15,94.15,95.43,94.15,t0_2022,1.2800000000000011,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206757/2021-96,48610.206757/2021-96,48610.216429/2024-41,True,True,True
75717355000871,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - TERRA RICA - PR,TERRA RICA,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5132605.71724781,7478170.17536868,65.23,65.23,62.72,65.23,t0_2022,-2.510000000000005,94.73,94.73,98.48,94.73,t0_2022,3.75,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206764/2021-98,48610.206764/2021-98,48610.216435/2024-06,True,True,True
75717355001096,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - Rondon - PR,Rondon,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5131926.49527168,7413854.02684931,57.79,57.79,60.51,57.79,t0_2022,2.719999999999999,92.32,92.32,93.55,92.32,t0_2022,1.230000000000004,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206760/2021-18,48610.206760/2021-18,48610.216438/2024-31,True,True,True
75717355001177,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - CIDADE GAÚCHA - PR,CIDADE GAÚCHA,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5111959.63047695,7413554.45031234,63.63,63.63,62.69,63.63,t0_2022,-0.9400000000000048,95.26,95.26,95.48,95.26,t0_2022,0.21999999999999886,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.206756/2021-41,48610.206756/2021-41,48610.216439/2024-86,True,True,True
78340270000210,COOPERATIVA AGRÍCOLA REGIONAL DE PRODUTORES DE CANA LTD - SÃO CARLOS DO IVAÍ - PR,SÃO CARLOS DO IVAÍ,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5154570.31664767,7424810.15133095,52.48,51.63,56.41,52.48,t0_2022,3.9299999999999997,16.01,68.71,85.45,16.01,t0_2022,69.44,valido,valido,valido,sem_motivo,sem_motivo,sem_motivo,48610.215698/2020-66,48610.218032/2022-21,48610.218016/2025-81,True,True,True
