geocode,municipio,uf,cidade_uf_seeg,muni_key
3529609,Meridiano,SP,Meridiano (SP),MERIDIANO|SP
3529658,Mesópolis,SP,Mesópolis (SP),MESOPOLIS|SP
3529708,Miguelópolis,SP,Miguelópolis (SP),MIGUELOPOLIS|SP
3529807,Mineiros do Tietê,SP,Mineiros do Tietê (SP),MINEIROS DO TIETE|SP
3530003,Mira Estrela,SP,Mira Estrela (SP),MIRA ESTRELA|SP
3529906,Miracatu,SP,Miracatu (SP),MIRACATU|SP
3530102,Mirandópolis,SP,Mirandópolis (SP),MIRANDOPOLIS|SP
3530201,Mirante do Paranapanema,SP,Mirante do Paranapanema (SP),MIRANTE DO PARANAPANEMA|SP
3530300,Mirassol,SP,Mirassol (SP),MIRASSOL|SP
3530409,Mirassolândia,SP,Mirassolândia (SP),MIRASSOLANDIA|SP
3530508,Mococa,SP,Mococa (SP),MOCOCA|SP
3530706,Mogi Guaçu,SP,Mogi Guaçu (SP),MOGI GUACU|SP
3530805,Mogi Mirim,SP,Mogi Mirim (SP),MOGI MIRIM|SP
3530607,Mogi das Cruzes,SP,Mogi das Cruzes (SP),MOGI DAS CRUZES|SP
3530904,Mombuca,SP,Mombuca (SP),MOMBUCA|SP
3531100,Mongaguá,SP,Mongaguá (SP),MONGAGUA|SP
3531209,Monte Alegre do Sul,SP,Monte Alegre do Sul (SP),MONTE ALEGRE DO SUL|SP
3531308,Monte Alto,SP,Monte Alto (SP),MONTE ALTO|SP
3531407,Monte Aprazível,SP,Monte Aprazível (SP),MONTE APRAZIVEL|SP
3531506,Monte Azul Paulista,SP,Monte Azul Paulista (SP),MONTE AZUL PAULISTA|SP
3531605,Monte Castelo,SP,Monte Castelo (SP),MONTE CASTELO|SP
3531803,Monte Mor,SP,Monte Mor (SP),MONTE MOR|SP
3531704,Monteiro Lobato,SP,Monteiro Lobato (SP),MONTEIRO LOBATO|SP
3531001,Monções,SP,Monções (SP),MONCOES|SP
3531902,Morro Agudo,SP,Morro Agudo (SP),MORRO AGUDO|SP
3532009,Morungaba,SP,Morungaba (SP),MORUNGABA|SP
3532058,Motuca,SP,Motuca (SP),MOTUCA|SP
3532108,Murutinga do Sul,SP,Murutinga do Sul (SP),MURUTINGA DO SUL|SP
3532157,Nantes,SP,Nantes (SP),NANTES|SP
3532207,Narandiba,SP,Narandiba (SP),NARANDIBA|SP
3532306,Natividade da Serra,SP,Natividade da Serra (SP),NATIVIDADE DA SERRA|SP
3532405,Nazaré Paulista,SP,Nazaré Paulista (SP),NAZARE PAULISTA|SP
3532504,Neves Paulista,SP,Neves Paulista (SP),NEVES PAULISTA|SP
3532603,Nhandeara,SP,Nhandeara (SP),NHANDEARA|SP
3532702,Nipoã,SP,Nipoã (SP),NIPOA|SP
3532801,Nova Aliança,SP,Nova Aliança (SP),NOVA ALIANCA|SP
3532827,Nova Campina,SP,Nova Campina (SP),NOVA CAMPINA|SP
3532843,Nova Canaã Paulista,SP,Nova Canaã Paulista (SP),NOVA CANAA PAULISTA|SP
3532868,Nova Castilho,SP,Nova Castilho (SP),NOVA CASTILHO|SP
3532900,Nova Europa,SP,Nova Europa (SP),NOVA EUROPA|SP
3533007,Nova Granada,SP,Nova Granada (SP),NOVA GRANADA|SP
3533106,Nova Guataporanga,SP,Nova Guataporanga (SP),NOVA GUATAPORANGA|SP
3533205,Nova Independência,SP,Nova Independência (SP),NOVA INDEPENDENCIA|SP
3533304,Nova Luzitânia,SP,Nova Luzitânia (SP),NOVA LUZITANIA|SP
3533403,Nova Odessa,SP,Nova Odessa (SP),NOVA ODESSA|SP
3533254,Novais,SP,Novais (SP),NOVAIS|SP
3533502,Novo Horizonte,SP,Novo Horizonte (SP),NOVO HORIZONTE|SP
3533601,Nuporanga,SP,Nuporanga (SP),NUPORANGA|SP
3533700,Ocauçu,SP,Ocauçu (SP),OCAUCU|SP
3533908,Olímpia,SP,Olímpia (SP),OLIMPIA|SP
3534005,Onda Verde,SP,Onda Verde (SP),ONDA VERDE|SP
3534104,Oriente,SP,Oriente (SP),ORIENTE|SP
3534203,Orindiúva,SP,Orindiúva (SP),ORINDIUVA|SP
3534302,Orlândia,SP,Orlândia (SP),ORLANDIA|SP
3534401,Osasco,SP,Osasco (SP),OSASCO|SP
3534500,Oscar Bressane,SP,Oscar Bressane (SP),OSCAR BRESSANE|SP
3534609,Osvaldo Cruz,SP,Osvaldo Cruz (SP),OSVALDO CRUZ|SP
3534708,Ourinhos,SP,Ourinhos (SP),OURINHOS|SP
3534807,Ouro Verde,SP,Ouro Verde (SP),OURO VERDE|SP
3534757,Ouroeste,SP,Ouroeste (SP),OUROESTE|SP
3534906,Pacaembu,SP,Pacaembu (SP),PACAEMBU|SP
3535002,Palestina,SP,Palestina (SP),PALESTINA|SP
3535101,Palmares Paulista,SP,Palmares Paulista (SP),PALMARES PAULISTA|SP
3535200,Palmeira d'Oeste,SP,Palmeira d'Oeste (SP),PALMEIRA DOESTE|SP
3535309,Palmital,SP,Palmital (SP),PALMITAL|SP
3535408,Panorama,SP,Panorama (SP),PANORAMA|SP
3535507,Paraguaçu Paulista,SP,Paraguaçu Paulista (SP),PARAGUACU PAULISTA|SP
3535606,Paraibuna,SP,Paraibuna (SP),PARAIBUNA|SP
3535804,Paranapanema,SP,Paranapanema (SP),PARANAPANEMA|SP
3535903,Paranapuã,SP,Paranapuã (SP),PARANAPUA|SP
3536000,Parapuã,SP,Parapuã (SP),PARAPUA|SP
3535705,Paraíso,SP,Paraíso (SP),PARAISO|SP
3536109,Pardinho,SP,Pardinho (SP),PARDINHO|SP
3536208,Pariquera-Açu,SP,Pariquera-Açu (SP),PARIQUERA ACU|SP
3536257,Parisi,SP,Parisi (SP),PARISI|SP
3536307,Patrocínio Paulista,SP,Patrocínio Paulista (SP),PATROCINIO PAULISTA|SP
3536406,Paulicéia,SP,Paulicéia (SP),PAULICEIA|SP
3536570,Paulistânia,SP,Paulistânia (SP),PAULISTANIA|SP
3536604,Paulo de Faria,SP,Paulo de Faria (SP),PAULO DE FARIA|SP
3536505,Paulínia,SP,Paulínia (SP),PAULINIA|SP
3536703,Pederneiras,SP,Pederneiras (SP),PEDERNEIRAS|SP
3536802,Pedra Bela,SP,Pedra Bela (SP),PEDRA BELA|SP
3536901,Pedranópolis,SP,Pedranópolis (SP),PEDRANOPOLIS|SP
3537008,Pedregulho,SP,Pedregulho (SP),PEDREGULHO|SP
3537107,Pedreira,SP,Pedreira (SP),PEDREIRA|SP
3537156,Pedrinhas Paulista,SP,Pedrinhas Paulista (SP),PEDRINHAS PAULISTA|SP
3537206,Pedro de Toledo,SP,Pedro de Toledo (SP),PEDRO DE TOLEDO|SP
3537305,Penápolis,SP,Penápolis (SP),PENAPOLIS|SP
3537404,Pereira Barreto,SP,Pereira Barreto (SP),PEREIRA BARRETO|SP
3537503,Pereiras,SP,Pereiras (SP),PEREIRAS|SP
3537602,Peruíbe,SP,Peruíbe (SP),PERUIBE|SP
3537701,Piacatu,SP,Piacatu (SP),PIACATU|SP
3537800,Piedade,SP,Piedade (SP),PIEDADE|SP
3537909,Pilar do Sul,SP,Pilar do Sul (SP),PILAR DO SUL|SP
3538006,Pindamonhangaba,SP,Pindamonhangaba (SP),PINDAMONHANGABA|SP
3538105,Pindorama,SP,Pindorama (SP),PINDORAMA|SP
3538204,Pinhalzinho,SP,Pinhalzinho (SP),PINHALZINHO|SP
3538303,Piquerobi,SP,Piquerobi (SP),PIQUEROBI|SP
3538501,Piquete,SP,Piquete (SP),PIQUETE|SP
3538600,Piracaia,SP,Piracaia (SP),PIRACAIA|SP
3538709,Piracicaba,SP,Piracicaba (SP),PIRACICABA|SP
3538808,Piraju,SP,Piraju (SP),PIRAJU|SP
3538907,Pirajuí,SP,Pirajuí (SP),PIRAJUI|SP
3539004,Pirangi,SP,Pirangi (SP),PIRANGI|SP
3539103,Pirapora do Bom Jesus,SP,Pirapora do Bom Jesus (SP),PIRAPORA DO BOM JESUS|SP
3539202,Pirapozinho,SP,Pirapozinho (SP),PIRAPOZINHO|SP
3539301,Pirassununga,SP,Pirassununga (SP),PIRASSUNUNGA|SP
3539400,Piratininga,SP,Piratininga (SP),PIRATININGA|SP
3539509,Pitangueiras,SP,Pitangueiras (SP),PITANGUEIRAS|SP
3539608,Planalto,SP,Planalto (SP),PLANALTO|SP
3539707,Platina,SP,Platina (SP),PLATINA|SP
3539905,Poloni,SP,Poloni (SP),POLONI|SP
3540002,Pompéia,SP,Pompéia (SP),POMPEIA|SP
3540101,Pongaí,SP,Pongaí (SP),PONGAI|SP
3540200,Pontal,SP,Pontal (SP),PONTAL|SP
3540259,Pontalinda,SP,Pontalinda (SP),PONTALINDA|SP
3540309,Pontes Gestal,SP,Pontes Gestal (SP),PONTES GESTAL|SP
3540408,Populina,SP,Populina (SP),POPULINA|SP
3540507,Porangaba,SP,Porangaba (SP),PORANGABA|SP
3540606,Porto Feliz,SP,Porto Feliz (SP),PORTO FELIZ|SP
3540705,Porto Ferreira,SP,Porto Ferreira (SP),PORTO FERREIRA|SP
3540754,Potim,SP,Potim (SP),POTIM|SP
3540804,Potirendaba,SP,Potirendaba (SP),POTIRENDABA|SP
3539806,Poá,SP,Poá (SP),POA|SP
3540853,Pracinha,SP,Pracinha (SP),PRACINHA|SP
3540903,Pradópolis,SP,Pradópolis (SP),PRADOPOLIS|SP
3541000,Praia Grande,SP,Praia Grande (SP),PRAIA GRANDE|SP
3541059,Pratânia,SP,Pratânia (SP),PRATANIA|SP
3541109,Presidente Alves,SP,Presidente Alves (SP),PRESIDENTE ALVES|SP
3541208,Presidente Bernardes,SP,Presidente Bernardes (SP),PRESIDENTE BERNARDES|SP
3541307,Presidente Epitácio,SP,Presidente Epitácio (SP),PRESIDENTE EPITACIO|SP
3541406,Presidente Prudente,SP,Presidente Prudente (SP),PRESIDENTE PRUDENTE|SP
3541505,Presidente Venceslau,SP,Presidente Venceslau (SP),PRESIDENTE VENCESLAU|SP
3541604,Promissão,SP,Promissão (SP),PROMISSAO|SP
3541653,Quadra,SP,Quadra (SP),QUADRA|SP
3541703,Quatá,SP,Quatá (SP),QUATA|SP
3541802,Queiroz,SP,Queiroz (SP),QUEIROZ|SP
3541901,Queluz,SP,Queluz (SP),QUELUZ|SP
3542008,Quintana,SP,Quintana (SP),QUINTANA|SP
3542107,Rafard,SP,Rafard (SP),RAFARD|SP
3542206,Rancharia,SP,Rancharia (SP),RANCHARIA|SP
3542305,Redenção da Serra,SP,Redenção da Serra (SP),REDENCAO DA SERRA|SP
3542404,Regente Feijó,SP,Regente Feijó (SP),REGENTE FEIJO|SP
3542503,Reginópolis,SP,Reginópolis (SP),REGINOPOLIS|SP
3542602,Registro,SP,Registro (SP),REGISTRO|SP
3542701,Restinga,SP,Restinga (SP),RESTINGA|SP
3542800,Ribeira,SP,Ribeira (SP),RIBEIRA|SP
3542909,Ribeirão Bonito,SP,Ribeirão Bonito (SP),RIBEIRAO BONITO|SP
3543006,Ribeirão Branco,SP,Ribeirão Branco (SP),RIBEIRAO BRANCO|SP
3543105,Ribeirão Corrente,SP,Ribeirão Corrente (SP),RIBEIRAO CORRENTE|SP
3543253,Ribeirão Grande,SP,Ribeirão Grande (SP),RIBEIRAO GRANDE|SP
3543303,Ribeirão Pires,SP,Ribeirão Pires (SP),RIBEIRAO PIRES|SP
3543402,Ribeirão Preto,SP,Ribeirão Preto (SP),RIBEIRAO PRETO|SP
3543204,Ribeirão do Sul,SP,Ribeirão do Sul (SP),RIBEIRAO DO SUL|SP
3543238,Ribeirão dos Índios,SP,Ribeirão dos Índios (SP),RIBEIRAO DOS INDIOS|SP
3543600,Rifaina,SP,Rifaina (SP),RIFAINA|SP
3543709,Rincão,SP,Rincão (SP),RINCAO|SP
3543808,Rinópolis,SP,Rinópolis (SP),RINOPOLIS|SP
3543907,Rio Claro,SP,Rio Claro (SP),RIO CLARO|SP
3544103,Rio Grande da Serra,SP,Rio Grande da Serra (SP),RIO GRANDE DA SERRA|SP
3544004,Rio das Pedras,SP,Rio das Pedras (SP),RIO DAS PEDRAS|SP
3544202,Riolândia,SP,Riolândia (SP),RIOLANDIA|SP
3543501,Riversul,SP,Riversul (SP),RIVERSUL|SP
3544251,Rosana,SP,Rosana (SP),ROSANA|SP
3544301,Roseira,SP,Roseira (SP),ROSEIRA|SP
3544509,Rubinéia,SP,Rubinéia (SP),RUBINEIA|SP
3544400,Rubiácea,SP,Rubiácea (SP),RUBIACEA|SP
3544608,Sabino,SP,Sabino (SP),SABINO|SP
3544707,Sagres,SP,Sagres (SP),SAGRES|SP
3544806,Sales,SP,Sales (SP),SALES|SP
3544905,Sales Oliveira,SP,Sales Oliveira (SP),SALES OLIVEIRA|SP
3545001,Salesópolis,SP,Salesópolis (SP),SALESOPOLIS|SP
3545100,Salmourão,SP,Salmourão (SP),SALMOURAO|SP
3545159,Saltinho,SP,Saltinho (SP),SALTINHO|SP
3545209,Salto,SP,Salto (SP),SALTO|SP
3545407,Salto Grande,SP,Salto Grande (SP),SALTO GRANDE|SP
3545308,Salto de Pirapora,SP,Salto de Pirapora (SP),SALTO DE PIRAPORA|SP
3545506,Sandovalina,SP,Sandovalina (SP),SANDOVALINA|SP
3545605,Santa Adélia,SP,Santa Adélia (SP),SANTA ADELIA|SP
3545704,Santa Albertina,SP,Santa Albertina (SP),SANTA ALBERTINA|SP
3546009,Santa Branca,SP,Santa Branca (SP),SANTA BRANCA|SP
3545803,Santa Bárbara d'Oeste,SP,Santa Bárbara d'Oeste (SP),SANTA BARBARA DOESTE|SP
3546108,Santa Clara d'Oeste,SP,Santa Clara d'Oeste (SP),SANTA CLARA DOESTE|SP
3546207,Santa Cruz da Conceição,SP,Santa Cruz da Conceição (SP),SANTA CRUZ DA CONCEICAO|SP
3546256,Santa Cruz da Esperança,SP,Santa Cruz da Esperança (SP),SANTA CRUZ DA ESPERANCA|SP
3546306,Santa Cruz das Palmeiras,SP,Santa Cruz das Palmeiras (SP),SANTA CRUZ DAS PALMEIRAS|SP
3546405,Santa Cruz do Rio Pardo,SP,Santa Cruz do Rio Pardo (SP),SANTA CRUZ DO RIO PARDO|SP
3546504,Santa Ernestina,SP,Santa Ernestina (SP),SANTA ERNESTINA|SP
3546603,Santa Fé do Sul,SP,Santa Fé do Sul (SP),SANTA FE DO SUL|SP
3546702,Santa Gertrudes,SP,Santa Gertrudes (SP),SANTA GERTRUDES|SP
3546801,Santa Isabel,SP,Santa Isabel (SP),SANTA ISABEL|SP
3546900,Santa Lúcia,SP,Santa Lúcia (SP),SANTA LUCIA|SP
3547007,Santa Maria da Serra,SP,Santa Maria da Serra (SP),SANTA MARIA DA SERRA|SP
3547106,Santa Mercedes,SP,Santa Mercedes (SP),SANTA MERCEDES|SP
3547403,Santa Rita d'Oeste,SP,Santa Rita d'Oeste (SP),SANTA RITA DOESTE|SP
3547502,Santa Rita do Passa Quatro,SP,Santa Rita do Passa Quatro (SP),SANTA RITA DO PASSA QUATRO|SP
3547601,Santa Rosa de Viterbo,SP,Santa Rosa de Viterbo (SP),SANTA ROSA DE VITERBO|SP
3547650,Santa Salete,SP,Santa Salete (SP),SANTA SALETE|SP
3547205,Santana da Ponte Pensa,SP,Santana da Ponte Pensa (SP),SANTANA DA PONTE PENSA|SP
3547304,Santana de Parnaíba,SP,Santana de Parnaíba (SP),SANTANA DE PARNAIBA|SP
3547700,Santo Anastácio,SP,Santo Anastácio (SP),SANTO ANASTACIO|SP
3547809,Santo André,SP,Santo André (SP),SANTO ANDRE|SP
3547908,Santo Antônio da Alegria,SP,Santo Antônio da Alegria (SP),SANTO ANTONIO DA ALEGRIA|SP
3548005,Santo Antônio de Posse,SP,Santo Antônio de Posse (SP),SANTO ANTONIO DE POSSE|SP
3548054,Santo Antônio do Aracanguá,SP,Santo Antônio do Aracanguá (SP),SANTO ANTONIO DO ARACANGUA|SP
3548104,Santo Antônio do Jardim,SP,Santo Antônio do Jardim (SP),SANTO ANTONIO DO JARDIM|SP
3548203,Santo Antônio do Pinhal,SP,Santo Antônio do Pinhal (SP),SANTO ANTONIO DO PINHAL|SP
3548302,Santo Expedito,SP,Santo Expedito (SP),SANTO EXPEDITO|SP
3548500,Santos,SP,Santos (SP),SANTOS|SP
3548401,Santópolis do Aguapeí,SP,Santópolis do Aguapeí (SP),SANTOPOLIS DO AGUAPEI|SP
3551108,Sarapuí,SP,Sarapuí (SP),SARAPUI|SP
3551207,Sarutaiá,SP,Sarutaiá (SP),SARUTAIA|SP
3551306,Sebastianópolis do Sul,SP,Sebastianópolis do Sul (SP),SEBASTIANOPOLIS DO SUL|SP
3551405,Serra Azul,SP,Serra Azul (SP),SERRA AZUL|SP
3551603,Serra Negra,SP,Serra Negra (SP),SERRA NEGRA|SP
3551504,Serrana,SP,Serrana (SP),SERRANA|SP
3551702,Sertãozinho,SP,Sertãozinho (SP),SERTAOZINHO|SP
3551801,Sete Barras,SP,Sete Barras (SP),SETE BARRAS|SP
3551900,Severínia,SP,Severínia (SP),SEVERINIA|SP
3552007,Silveiras,SP,Silveiras (SP),SILVEIRAS|SP
3552106,Socorro,SP,Socorro (SP),SOCORRO|SP
3552205,Sorocaba,SP,Sorocaba (SP),SOROCABA|SP
3552304,Sud Mennucci,SP,Sud Mennucci (SP),SUD MENNUCCI|SP
3552403,Sumaré,SP,Sumaré (SP),SUMARE|SP
3552502,Suzano,SP,Suzano (SP),SUZANO|SP
3552551,Suzanápolis,SP,Suzanápolis (SP),SUZANAPOLIS|SP
3548609,São Bento do Sapucaí,SP,São Bento do Sapucaí (SP),SAO BENTO DO SAPUCAI|SP
3548708,São Bernardo do Campo,SP,São Bernardo do Campo (SP),SAO BERNARDO DO CAMPO|SP
3548807,São Caetano do Sul,SP,São Caetano do Sul (SP),SAO CAETANO DO SUL|SP
3548906,São Carlos,SP,São Carlos (SP),SAO CARLOS|SP
3549003,São Francisco,SP,São Francisco (SP),SAO FRANCISCO|SP
3549409,São Joaquim da Barra,SP,São Joaquim da Barra (SP),SAO JOAQUIM DA BARRA|SP
3549508,São José da Bela Vista,SP,São José da Bela Vista (SP),SAO JOSE DA BELA VISTA|SP
3549607,São José do Barreiro,SP,São José do Barreiro (SP),SAO JOSE DO BARREIRO|SP
3549706,São José do Rio Pardo,SP,São José do Rio Pardo (SP),SAO JOSE DO RIO PARDO|SP
3549805,São José do Rio Preto,SP,São José do Rio Preto (SP),SAO JOSE DO RIO PRETO|SP
3549904,São José dos Campos,SP,São José dos Campos (SP),SAO JOSE DOS CAMPOS|SP
3549102,São João da Boa Vista,SP,São João da Boa Vista (SP),SAO JOAO DA BOA VISTA|SP
3549201,São João das Duas Pontes,SP,São João das Duas Pontes (SP),SAO JOAO DAS DUAS PONTES|SP
3549250,São João de Iracema,SP,São João de Iracema (SP),SAO JOAO DE IRACEMA|SP
3549300,São João do Pau d'Alho,SP,São João do Pau d'Alho (SP),SAO JOAO DO PAU DALHO|SP
3549953,São Lourenço da Serra,SP,São Lourenço da Serra (SP),SAO LOURENCO DA SERRA|SP
3550001,São Luiz do Paraitinga,SP,São Luiz do Paraitinga (SP),SAO LUIZ DO PARAITINGA|SP
3550100,São Manuel,SP,São Manuel (SP),SAO MANUEL|SP
3550209,São Miguel Arcanjo,SP,São Miguel Arcanjo (SP),SAO MIGUEL ARCANJO|SP
3550308,São Paulo,SP,São Paulo (SP),SAO PAULO|SP
3550407,São Pedro,SP,São Pedro (SP),SAO PEDRO|SP
3550506,São Pedro do Turvo,SP,São Pedro do Turvo (SP),SAO PEDRO DO TURVO|SP
3550605,São Roque,SP,São Roque (SP),SAO ROQUE|SP
3550704,São Sebastião,SP,São Sebastião (SP),SAO SEBASTIAO|SP
3550803,São Sebastião da Grama,SP,São Sebastião da Grama (SP),SAO SEBASTIAO DA GRAMA|SP
3550902,São Simão,SP,São Simão (SP),SAO SIMAO|SP
3551009,São Vicente,SP,São Vicente (SP),SAO VICENTE|SP
3552601,Tabapuã,SP,Tabapuã (SP),TABAPUA|SP
3552700,Tabatinga,SP,Tabatinga (SP),TABATINGA|SP
3552809,Taboão da Serra,SP,Taboão da Serra (SP),TABOAO DA SERRA|SP
3552908,Taciba,SP,Taciba (SP),TACIBA|SP
3553005,Taguaí,SP,Taguaí (SP),TAGUAI|SP
3553104,Taiaçu,SP,Taiaçu (SP),TAIACU|SP
3553203,Taiúva,SP,Taiúva (SP),TAIUVA|SP
3553302,Tambaú,SP,Tambaú (SP),TAMBAU|SP
3553401,Tanabi,SP,Tanabi (SP),TANABI|SP
3553609,Tapiratiba,SP,Tapiratiba (SP),TAPIRATIBA|SP
3553500,Tapiraí,SP,Tapiraí (SP),TAPIRAI|SP
3553658,Taquaral,SP,Taquaral (SP),TAQUARAL|SP
3553708,Taquaritinga,SP,Taquaritinga (SP),TAQUARITINGA|SP
3553807,Taquarituba,SP,Taquarituba (SP),TAQUARITUBA|SP
3553856,Taquarivaí,SP,Taquarivaí (SP),TAQUARIVAI|SP
3553906,Tarabai,SP,Tarabai (SP),TARABAI|SP
3553955,Tarumã,SP,Tarumã (SP),TARUMA|SP
3554003,Tatuí,SP,Tatuí (SP),TATUI|SP
3554102,Taubaté,SP,Taubaté (SP),TAUBATE|SP
3554201,Tejupá,SP,Tejupá (SP),TEJUPA|SP
3554300,Teodoro Sampaio,SP,Teodoro Sampaio (SP),TEODORO SAMPAIO|SP
3554409,Terra Roxa,SP,Terra Roxa (SP),TERRA ROXA|SP
3554508,Tietê,SP,Tietê (SP),TIETE|SP
3554607,Timburi,SP,Timburi (SP),TIMBURI|SP
3554656,Torre de Pedra,SP,Torre de Pedra (SP),TORRE DE PEDRA|SP
3554706,Torrinha,SP,Torrinha (SP),TORRINHA|SP
3554755,Trabiju,SP,Trabiju (SP),TRABIJU|SP
3554805,Tremembé,SP,Tremembé (SP),TREMEMBE|SP
3554904,Três Fronteiras,SP,Três Fronteiras (SP),TRES FRONTEIRAS|SP
3554953,Tuiuti,SP,Tuiuti (SP),TUIUTI|SP
3555109,Tupi Paulista,SP,Tupi Paulista (SP),TUPI PAULISTA|SP
3555000,Tupã,SP,Tupã (SP),TUPA|SP
3555208,Turiúba,SP,Turiúba (SP),TURIUBA|SP
3555307,Turmalina,SP,Turmalina (SP),TURMALINA|SP
3555356,Ubarana,SP,Ubarana (SP),UBARANA|SP
3555406,Ubatuba,SP,Ubatuba (SP),UBATUBA|SP
3555505,Ubirajara,SP,Ubirajara (SP),UBIRAJARA|SP
3555604,Uchoa,SP,Uchoa (SP),UCHOA|SP
3555703,União Paulista,SP,União Paulista (SP),UNIAO PAULISTA|SP
3555901,Uru,SP,Uru (SP),URU|SP
3556008,Urupês,SP,Urupês (SP),URUPES|SP
3555802,Urânia,SP,Urânia (SP),URANIA|SP
3556107,Valentim Gentil,SP,Valentim Gentil (SP),VALENTIM GENTIL|SP
3556206,Valinhos,SP,Valinhos (SP),VALINHOS|SP
3556305,Valparaíso,SP,Valparaíso (SP),VALPARAISO|SP
3556354,Vargem,SP,Vargem (SP),VARGEM|SP
3556453,Vargem Grande Paulista,SP,Vargem Grande Paulista (SP),VARGEM GRANDE PAULISTA|SP
3556404,Vargem Grande do Sul,SP,Vargem Grande do Sul (SP),VARGEM GRANDE DO SUL|SP
3556602,Vera Cruz,SP,Vera Cruz (SP),VERA CRUZ|SP
3556701,Vinhedo,SP,Vinhedo (SP),VINHEDO|SP
3556800,Viradouro,SP,Viradouro (SP),VIRADOURO|SP
3556909,Vista Alegre do Alto,SP,Vista Alegre do Alto (SP),VISTA ALEGRE DO ALTO|SP
3556958,Vitória Brasil,SP,Vitória Brasil (SP),VITORIA BRASIL|SP
3557006,Votorantim,SP,Votorantim (SP),VOTORANTIM|SP
3557105,Votuporanga,SP,Votuporanga (SP),VOTUPORANGA|SP
3556503,Várzea Paulista,SP,Várzea Paulista (SP),VARZEA PAULISTA|SP
3557154,Zacarias,SP,Zacarias (SP),ZACARIAS|SP
3500402,Águas da Prata,SP,Águas da Prata (SP),AGUAS DA PRATA|SP
3500501,Águas de Lindóia,SP,Águas de Lindóia (SP),AGUAS DE LINDOIA|SP
3500550,Águas de Santa Bárbara,SP,Águas de Santa Bárbara (SP),AGUAS DE SANTA BARBARA|SP
3500600,Águas de São Pedro,SP,Águas de São Pedro (SP),AGUAS DE SAO PEDRO|SP
3501202,Álvares Florence,SP,Álvares Florence (SP),ALVARES FLORENCE|SP
3501301,Álvares Machado,SP,Álvares Machado (SP),ALVARES MACHADO|SP
3501400,Álvaro de Carvalho,SP,Álvaro de Carvalho (SP),ALVARO DE CARVALHO|SP
3533809,Óleo,SP,Óleo (SP),OLEO|SP
