geocode,municipio,uf,cidade_uf_seeg,muni_key
3110806,Campanário,MG,Campanário (MG),CAMPANARIO|MG
3111002,Campestre,MG,Campestre (MG),CAMPESTRE|MG
3111101,Campina Verde,MG,Campina Verde (MG),CAMPINA VERDE|MG
3111150,Campo Azul,MG,Campo Azul (MG),CAMPO AZUL|MG
3111200,Campo Belo,MG,Campo Belo (MG),CAMPO BELO|MG
3111408,Campo Florido,MG,Campo Florido (MG),CAMPO FLORIDO|MG
3111309,Campo do Meio,MG,Campo do Meio (MG),CAMPO DO MEIO|MG
3111507,Campos Altos,MG,Campos Altos (MG),CAMPOS ALTOS|MG
3111606,Campos Gerais,MG,Campos Gerais (MG),CAMPOS GERAIS|MG
3111903,Cana Verde,MG,Cana Verde (MG),CANA VERDE|MG
3111705,Canaã,MG,Canaã (MG),CANAA|MG
3112000,Candeias,MG,Candeias (MG),CANDEIAS|MG
3112059,Cantagalo,MG,Cantagalo (MG),CANTAGALO|MG
3111804,Canápolis,MG,Canápolis (MG),CANAPOLIS|MG
3112109,Caparaó,MG,Caparaó (MG),CAPARAO|MG
3112208,Capela Nova,MG,Capela Nova (MG),CAPELA NOVA|MG
3112307,Capelinha,MG,Capelinha (MG),CAPELINHA|MG
3112406,Capetinga,MG,Capetinga (MG),CAPETINGA|MG
3112505,Capim Branco,MG,Capim Branco (MG),CAPIM BRANCO|MG
3112604,Capinópolis,MG,Capinópolis (MG),CAPINOPOLIS|MG
3112653,Capitão Andrade,MG,Capitão Andrade (MG),CAPITAO ANDRADE|MG
3112703,Capitão Enéas,MG,Capitão Enéas (MG),CAPITAO ENEAS|MG
3112802,Capitólio,MG,Capitólio (MG),CAPITOLIO|MG
3112901,Caputira,MG,Caputira (MG),CAPUTIRA|MG
3113107,Caranaíba,MG,Caranaíba (MG),CARANAIBA|MG
3113206,Carandaí,MG,Carandaí (MG),CARANDAI|MG
3113305,Carangola,MG,Carangola (MG),CARANGOLA|MG
3113404,Caratinga,MG,Caratinga (MG),CARATINGA|MG
3113008,Caraí,MG,Caraí (MG),CARAI|MG
3113503,Carbonita,MG,Carbonita (MG),CARBONITA|MG
3113602,Careaçu,MG,Careaçu (MG),CAREACU|MG
3113701,Carlos Chagas,MG,Carlos Chagas (MG),CARLOS CHAGAS|MG
3113909,Carmo da Cachoeira,MG,Carmo da Cachoeira (MG),CARMO DA CACHOEIRA|MG
3114006,Carmo da Mata,MG,Carmo da Mata (MG),CARMO DA MATA|MG
3114105,Carmo de Minas,MG,Carmo de Minas (MG),CARMO DE MINAS|MG
3114204,Carmo do Cajuru,MG,Carmo do Cajuru (MG),CARMO DO CAJURU|MG
3114303,Carmo do Paranaíba,MG,Carmo do Paranaíba (MG),CARMO DO PARANAIBA|MG
3114402,Carmo do Rio Claro,MG,Carmo do Rio Claro (MG),CARMO DO RIO CLARO|MG
3113800,Carmésia,MG,Carmésia (MG),CARMESIA|MG
3114501,Carmópolis de Minas,MG,Carmópolis de Minas (MG),CARMOPOLIS DE MINAS|MG
3114550,Carneirinho,MG,Carneirinho (MG),CARNEIRINHO|MG
3114600,Carrancas,MG,Carrancas (MG),CARRANCAS|MG
3114808,Carvalhos,MG,Carvalhos (MG),CARVALHOS|MG
3114709,Carvalhópolis,MG,Carvalhópolis (MG),CARVALHOPOLIS|MG
3114907,Casa Grande,MG,Casa Grande (MG),CASA GRANDE|MG
3115003,Cascalho Rico,MG,Cascalho Rico (MG),CASCALHO RICO|MG
3115300,Cataguases,MG,Cataguases (MG),CATAGUASES|MG
3115359,Catas Altas,MG,Catas Altas (MG),CATAS ALTAS|MG
3115409,Catas Altas da Noruega,MG,Catas Altas da Noruega (MG),CATAS ALTAS DA NORUEGA|MG
3115458,Catuji,MG,Catuji (MG),CATUJI|MG
3115474,Catuti,MG,Catuti (MG),CATUTI|MG
3115508,Caxambu,MG,Caxambu (MG),CAXAMBU|MG
3115607,Cedro do Abaeté,MG,Cedro do Abaeté (MG),CEDRO DO ABAETE|MG
3115706,Central de Minas,MG,Central de Minas (MG),CENTRAL DE MINAS|MG
3115805,Centralina,MG,Centralina (MG),CENTRALINA|MG
3116001,Chalé,MG,Chalé (MG),CHALE|MG
3116159,Chapada Gaúcha,MG,Chapada Gaúcha (MG),CHAPADA GAUCHA|MG
3116100,Chapada do Norte,MG,Chapada do Norte (MG),CHAPADA DO NORTE|MG
3116209,Chiador,MG,Chiador (MG),CHIADOR|MG
3115904,Chácara,MG,Chácara (MG),CHACARA|MG
3116308,Cipotânea,MG,Cipotânea (MG),CIPOTANEA|MG
3116407,Claraval,MG,Claraval (MG),CLARAVAL|MG
3116506,Claro dos Poções,MG,Claro dos Poções (MG),CLARO DOS POCOES|MG
3116605,Cláudio,MG,Cláudio (MG),CLAUDIO|MG
3116704,Coimbra,MG,Coimbra (MG),COIMBRA|MG
3116803,Coluna,MG,Coluna (MG),COLUNA|MG
3116902,Comendador Gomes,MG,Comendador Gomes (MG),COMENDADOR GOMES|MG
3117009,Comercinho,MG,Comercinho (MG),COMERCINHO|MG
3117108,Conceição da Aparecida,MG,Conceição da Aparecida (MG),CONCEICAO DA APARECIDA|MG
3115201,Conceição da Barra de Minas,MG,Conceição da Barra de Minas (MG),CONCEICAO DA BARRA DE MINAS|MG
3117306,Conceição das Alagoas,MG,Conceição das Alagoas (MG),CONCEICAO DAS ALAGOAS|MG
3117207,Conceição das Pedras,MG,Conceição das Pedras (MG),CONCEICAO DAS PEDRAS|MG
3117405,Conceição de Ipanema,MG,Conceição de Ipanema (MG),CONCEICAO DE IPANEMA|MG
3117504,Conceição do Mato Dentro,MG,Conceição do Mato Dentro (MG),CONCEICAO DO MATO DENTRO|MG
3117603,Conceição do Pará,MG,Conceição do Pará (MG),CONCEICAO DO PARA|MG
3117702,Conceição do Rio Verde,MG,Conceição do Rio Verde (MG),CONCEICAO DO RIO VERDE|MG
3117801,Conceição dos Ouros,MG,Conceição dos Ouros (MG),CONCEICAO DOS OUROS|MG
3117876,Confins,MG,Confins (MG),CONFINS|MG
3117900,Congonhal,MG,Congonhal (MG),CONGONHAL|MG
3118007,Congonhas,MG,Congonhas (MG),CONGONHAS|MG
3118106,Congonhas do Norte,MG,Congonhas do Norte (MG),CONGONHAS DO NORTE|MG
3118205,Conquista,MG,Conquista (MG),CONQUISTA|MG
3118304,Conselheiro Lafaiete,MG,Conselheiro Lafaiete (MG),CONSELHEIRO LAFAIETE|MG
3118403,Conselheiro Pena,MG,Conselheiro Pena (MG),CONSELHEIRO PENA|MG
3118502,Consolação,MG,Consolação (MG),CONSOLACAO|MG
3118601,Contagem,MG,Contagem (MG),CONTAGEM|MG
3118700,Coqueiral,MG,Coqueiral (MG),COQUEIRAL|MG
3118809,Coração de Jesus,MG,Coração de Jesus (MG),CORACAO DE JESUS|MG
3118908,Cordisburgo,MG,Cordisburgo (MG),CORDISBURGO|MG
3119005,Cordislândia,MG,Cordislândia (MG),CORDISLANDIA|MG
3119104,Corinto,MG,Corinto (MG),CORINTO|MG
3119203,Coroaci,MG,Coroaci (MG),COROACI|MG
3119302,Coromandel,MG,Coromandel (MG),COROMANDEL|MG
3119401,Coronel Fabriciano,MG,Coronel Fabriciano (MG),CORONEL FABRICIANO|MG
3119500,Coronel Murta,MG,Coronel Murta (MG),CORONEL MURTA|MG
3119609,Coronel Pacheco,MG,Coronel Pacheco (MG),CORONEL PACHECO|MG
3119708,Coronel Xavier Chaves,MG,Coronel Xavier Chaves (MG),CORONEL XAVIER CHAVES|MG
3120102,Couto de Magalhães de Minas,MG,Couto de Magalhães de Minas (MG),COUTO DE MAGALHAES DE MINAS|MG
3120201,Cristais,MG,Cristais (MG),CRISTAIS|MG
3120409,Cristiano Otoni,MG,Cristiano Otoni (MG),CRISTIANO OTONI|MG
3120508,Cristina,MG,Cristina (MG),CRISTINA|MG
3120300,Cristália,MG,Cristália (MG),CRISTALIA|MG
3120151,Crisólita,MG,Crisólita (MG),CRISOLITA|MG
3120607,Crucilândia,MG,Crucilândia (MG),CRUCILANDIA|MG
3120706,Cruzeiro da Fortaleza,MG,Cruzeiro da Fortaleza (MG),CRUZEIRO DA FORTALEZA|MG
3120805,Cruzília,MG,Cruzília (MG),CRUZILIA|MG
3120839,Cuparaque,MG,Cuparaque (MG),CUPARAQUE|MG
3120870,Curral de Dentro,MG,Curral de Dentro (MG),CURRAL DE DENTRO|MG
3120904,Curvelo,MG,Curvelo (MG),CURVELO|MG
3115102,Cássia,MG,Cássia (MG),CASSIA|MG
3119807,Córrego Danta,MG,Córrego Danta (MG),CORREGO DANTA|MG
3119955,Córrego Fundo,MG,Córrego Fundo (MG),CORREGO FUNDO|MG
3120003,Córrego Novo,MG,Córrego Novo (MG),CORREGO NOVO|MG
3119906,Córrego do Bom Jesus,MG,Córrego do Bom Jesus (MG),CORREGO DO BOM JESUS|MG
3117836,Cônego Marinho,MG,Cônego Marinho (MG),CONEGO MARINHO|MG
3121001,Datas,MG,Datas (MG),DATAS|MG
3121100,Delfim Moreira,MG,Delfim Moreira (MG),DELFIM MOREIRA|MG
3121209,Delfinópolis,MG,Delfinópolis (MG),DELFINOPOLIS|MG
3121258,Delta,MG,Delta (MG),DELTA|MG
3121308,Descoberto,MG,Descoberto (MG),DESCOBERTO|MG
3121407,Desterro de Entre Rios,MG,Desterro de Entre Rios (MG),DESTERRO DE ENTRE RIOS|MG
3121506,Desterro do Melo,MG,Desterro do Melo (MG),DESTERRO DO MELO|MG
3121605,Diamantina,MG,Diamantina (MG),DIAMANTINA|MG
3121704,Diogo de Vasconcelos,MG,Diogo de Vasconcelos (MG),DIOGO DE VASCONCELOS|MG
3121803,Dionísio,MG,Dionísio (MG),DIONISIO|MG
3122009,Divino,MG,Divino (MG),DIVINO|MG
3122108,Divino das Laranjeiras,MG,Divino das Laranjeiras (MG),DIVINO DAS LARANJEIRAS|MG
3122207,Divinolândia de Minas,MG,Divinolândia de Minas (MG),DIVINOLANDIA DE MINAS|MG
3121902,Divinésia,MG,Divinésia (MG),DIVINESIA|MG
3122306,Divinópolis,MG,Divinópolis (MG),DIVINOPOLIS|MG
3122355,Divisa Alegre,MG,Divisa Alegre (MG),DIVISA ALEGRE|MG
3122405,Divisa Nova,MG,Divisa Nova (MG),DIVISA NOVA|MG
3122454,Divisópolis,MG,Divisópolis (MG),DIVISOPOLIS|MG
3122470,Dom Bosco,MG,Dom Bosco (MG),DOM BOSCO|MG
3122504,Dom Cavati,MG,Dom Cavati (MG),DOM CAVATI|MG
3122603,Dom Joaquim,MG,Dom Joaquim (MG),DOM JOAQUIM|MG
3122702,Dom Silvério,MG,Dom Silvério (MG),DOM SILVERIO|MG
3122801,Dom Viçoso,MG,Dom Viçoso (MG),DOM VICOSO|MG
3122900,Dona Euzébia,MG,Dona Euzébia (MG),DONA EUZEBIA|MG
3123007,Dores de Campos,MG,Dores de Campos (MG),DORES DE CAMPOS|MG
3123106,Dores de Guanhães,MG,Dores de Guanhães (MG),DORES DE GUANHAES|MG
3123205,Dores do Indaiá,MG,Dores do Indaiá (MG),DORES DO INDAIA|MG
3123304,Dores do Turvo,MG,Dores do Turvo (MG),DORES DO TURVO|MG
3123403,Doresópolis,MG,Doresópolis (MG),DORESOPOLIS|MG
3123502,Douradoquara,MG,Douradoquara (MG),DOURADOQUARA|MG
3123528,Durandé,MG,Durandé (MG),DURANDE|MG
3123601,Elói Mendes,MG,Elói Mendes (MG),ELOI MENDES|MG
3123700,Engenheiro Caldas,MG,Engenheiro Caldas (MG),ENGENHEIRO CALDAS|MG
3123809,Engenheiro Navarro,MG,Engenheiro Navarro (MG),ENGENHEIRO NAVARRO|MG
3123858,Entre Folhas,MG,Entre Folhas (MG),ENTRE FOLHAS|MG
3123908,Entre Rios de Minas,MG,Entre Rios de Minas (MG),ENTRE RIOS DE MINAS|MG
3124005,Ervália,MG,Ervália (MG),ERVALIA|MG
3124104,Esmeraldas,MG,Esmeraldas (MG),ESMERALDAS|MG
3124203,Espera Feliz,MG,Espera Feliz (MG),ESPERA FELIZ|MG
3124302,Espinosa,MG,Espinosa (MG),ESPINOSA|MG
3124401,Espírito Santo do Dourado,MG,Espírito Santo do Dourado (MG),ESPIRITO SANTO DO DOURADO|MG
3124500,Estiva,MG,Estiva (MG),ESTIVA|MG
3124609,Estrela Dalva,MG,Estrela Dalva (MG),ESTRELA DALVA|MG
3124708,Estrela do Indaiá,MG,Estrela do Indaiá (MG),ESTRELA DO INDAIA|MG
3124807,Estrela do Sul,MG,Estrela do Sul (MG),ESTRELA DO SUL|MG
3124906,Eugenópolis,MG,Eugenópolis (MG),EUGENOPOLIS|MG
3125002,Ewbank da Câmara,MG,Ewbank da Câmara (MG),EWBANK DA CAMARA|MG
3125101,Extrema,MG,Extrema (MG),EXTREMA|MG
3125200,Fama,MG,Fama (MG),FAMA|MG
3125309,Faria Lemos,MG,Faria Lemos (MG),FARIA LEMOS|MG
3125606,Felisburgo,MG,Felisburgo (MG),FELISBURGO|MG
3125705,Felixlândia,MG,Felixlândia (MG),FELIXLANDIA|MG
3125408,Felício dos Santos,MG,Felício dos Santos (MG),FELICIO DOS SANTOS|MG
3125804,Fernandes Tourinho,MG,Fernandes Tourinho (MG),FERNANDES TOURINHO|MG
3125903,Ferros,MG,Ferros (MG),FERROS|MG
3125952,Fervedouro,MG,Fervedouro (MG),FERVEDOURO|MG
3126000,Florestal,MG,Florestal (MG),FLORESTAL|MG
3126109,Formiga,MG,Formiga (MG),FORMIGA|MG
3126208,Formoso,MG,Formoso (MG),FORMOSO|MG
3126307,Fortaleza de Minas,MG,Fortaleza de Minas (MG),FORTALEZA DE MINAS|MG
3126406,Fortuna de Minas,MG,Fortuna de Minas (MG),FORTUNA DE MINAS|MG
3126505,Francisco Badaró,MG,Francisco Badaró (MG),FRANCISCO BADARO|MG
3126604,Francisco Dumont,MG,Francisco Dumont (MG),FRANCISCO DUMONT|MG
3126703,Francisco Sá,MG,Francisco Sá (MG),FRANCISCO SA|MG
3126752,Franciscópolis,MG,Franciscópolis (MG),FRANCISCOPOLIS|MG
3126802,Frei Gaspar,MG,Frei Gaspar (MG),FREI GASPAR|MG
3126901,Frei Inocêncio,MG,Frei Inocêncio (MG),FREI INOCENCIO|MG
3126950,Frei Lagonegro,MG,Frei Lagonegro (MG),FREI LAGONEGRO|MG
3127008,Fronteira,MG,Fronteira (MG),FRONTEIRA|MG
3127057,Fronteira dos Vales,MG,Fronteira dos Vales (MG),FRONTEIRA DOS VALES|MG
3127073,Fruta de Leite,MG,Fruta de Leite (MG),FRUTA DE LEITE|MG
3127107,Frutal,MG,Frutal (MG),FRUTAL|MG
3127206,Funilândia,MG,Funilândia (MG),FUNILANDIA|MG
3127305,Galiléia,MG,Galiléia (MG),GALILEIA|MG
3127339,Gameleiras,MG,Gameleiras (MG),GAMELEIRAS|MG
3127354,Glaucilândia,MG,Glaucilândia (MG),GLAUCILANDIA|MG
3127370,Goiabeira,MG,Goiabeira (MG),GOIABEIRA|MG
3127388,Goianá,MG,Goianá (MG),GOIANA|MG
3127503,Gonzaga,MG,Gonzaga (MG),GONZAGA|MG
3127404,Gonçalves,MG,Gonçalves (MG),GONCALVES|MG
3127602,Gouveia,MG,Gouveia (MG),GOUVEIA|MG
3127701,Governador Valadares,MG,Governador Valadares (MG),GOVERNADOR VALADARES|MG
3127909,Grupiara,MG,Grupiara (MG),GRUPIARA|MG
3127800,Grão Mogol,MG,Grão Mogol (MG),GRAO MOGOL|MG
3128006,Guanhães,MG,Guanhães (MG),GUANHAES|MG
3128105,Guapé,MG,Guapé (MG),GUAPE|MG
3128204,Guaraciaba,MG,Guaraciaba (MG),GUARACIABA|MG
3128253,Guaraciama,MG,Guaraciama (MG),GUARACIAMA|MG
3128402,Guarani,MG,Guarani (MG),GUARANI|MG
3128303,Guaranésia,MG,Guaranésia (MG),GUARANESIA|MG
3128501,Guarará,MG,Guarará (MG),GUARARA|MG
3128600,Guarda-Mor,MG,Guarda-Mor (MG),GUARDA MOR|MG
3128709,Guaxupé,MG,Guaxupé (MG),GUAXUPE|MG
3128808,Guidoval,MG,Guidoval (MG),GUIDOVAL|MG
3128907,Guimarânia,MG,Guimarânia (MG),GUIMARANIA|MG
3129004,Guiricema,MG,Guiricema (MG),GUIRICEMA|MG
3129103,Gurinhatã,MG,Gurinhatã (MG),GURINHATA|MG
3129202,Heliodora,MG,Heliodora (MG),HELIODORA|MG
3129301,Iapu,MG,Iapu (MG),IAPU|MG
3129400,Ibertioga,MG,Ibertioga (MG),IBERTIOGA|MG
3129608,Ibiaí,MG,Ibiaí (MG),IBIAI|MG
3129657,Ibiracatu,MG,Ibiracatu (MG),IBIRACATU|MG
3129707,Ibiraci,MG,Ibiraci (MG),IBIRACI|MG
3129806,Ibirité,MG,Ibirité (MG),IBIRITE|MG
3129905,Ibitiúra de Minas,MG,Ibitiúra de Minas (MG),IBITIURA DE MINAS|MG
3130002,Ibituruna,MG,Ibituruna (MG),IBITURUNA|MG
3129509,Ibiá,MG,Ibiá (MG),IBIA|MG
3130051,Icaraí de Minas,MG,Icaraí de Minas (MG),ICARAI DE MINAS|MG
3130101,Igarapé,MG,Igarapé (MG),IGARAPE|MG
3130200,Igaratinga,MG,Igaratinga (MG),IGARATINGA|MG
3130309,Iguatama,MG,Iguatama (MG),IGUATAMA|MG
3130408,Ijaci,MG,Ijaci (MG),IJACI|MG
3130507,Ilicínea,MG,Ilicínea (MG),ILICINEA|MG
3130556,Imbé de Minas,MG,Imbé de Minas (MG),IMBE DE MINAS|MG
3130606,Inconfidentes,MG,Inconfidentes (MG),INCONFIDENTES|MG
3130655,Indaiabira,MG,Indaiabira (MG),INDAIABIRA|MG
3130705,Indianópolis,MG,Indianópolis (MG),INDIANOPOLIS|MG
3130804,Ingaí,MG,Ingaí (MG),INGAI|MG
3130903,Inhapim,MG,Inhapim (MG),INHAPIM|MG
3131000,Inhaúma,MG,Inhaúma (MG),INHAUMA|MG
3131109,Inimutaba,MG,Inimutaba (MG),INIMUTABA|MG
3131158,Ipaba,MG,Ipaba (MG),IPABA|MG
3131208,Ipanema,MG,Ipanema (MG),IPANEMA|MG
3131307,Ipatinga,MG,Ipatinga (MG),IPATINGA|MG
3131406,Ipiaçu,MG,Ipiaçu (MG),IPIACU|MG
3131505,Ipuiúna,MG,Ipuiúna (MG),IPUIUNA|MG
3131604,Iraí de Minas,MG,Iraí de Minas (MG),IRAI DE MINAS|MG
3131703,Itabira,MG,Itabira (MG),ITABIRA|MG
3131802,Itabirinha,MG,Itabirinha (MG),ITABIRINHA|MG
3131901,Itabirito,MG,Itabirito (MG),ITABIRITO|MG
3132008,Itacambira,MG,Itacambira (MG),ITACAMBIRA|MG
3132107,Itacarambi,MG,Itacarambi (MG),ITACARAMBI|MG
3132206,Itaguara,MG,Itaguara (MG),ITAGUARA|MG
3132305,Itaipé,MG,Itaipé (MG),ITAIPE|MG
3132404,Itajubá,MG,Itajubá (MG),ITAJUBA|MG
3132503,Itamarandiba,MG,Itamarandiba (MG),ITAMARANDIBA|MG
3132602,Itamarati de Minas,MG,Itamarati de Minas (MG),ITAMARATI DE MINAS|MG
3132701,Itambacuri,MG,Itambacuri (MG),ITAMBACURI|MG
3132800,Itambé do Mato Dentro,MG,Itambé do Mato Dentro (MG),ITAMBE DO MATO DENTRO|MG
3132909,Itamogi,MG,Itamogi (MG),ITAMOGI|MG
3133006,Itamonte,MG,Itamonte (MG),ITAMONTE|MG
3133105,Itanhandu,MG,Itanhandu (MG),ITANHANDU|MG
3133204,Itanhomi,MG,Itanhomi (MG),ITANHOMI|MG
3133303,Itaobim,MG,Itaobim (MG),ITAOBIM|MG
3133402,Itapagipe,MG,Itapagipe (MG),ITAPAGIPE|MG
3133501,Itapecerica,MG,Itapecerica (MG),ITAPECERICA|MG
3133600,Itapeva,MG,Itapeva (MG),ITAPEVA|MG
3133709,Itatiaiuçu,MG,Itatiaiuçu (MG),ITATIAIUCU|MG
3133907,Itaverava,MG,Itaverava (MG),ITAVERAVA|MG
3133758,Itaú de Minas,MG,Itaú de Minas (MG),ITAU DE MINAS|MG
3133808,Itaúna,MG,Itaúna (MG),ITAUNA|MG
3134004,Itinga,MG,Itinga (MG),ITINGA|MG
3134103,Itueta,MG,Itueta (MG),ITUETA|MG
3134202,Ituiutaba,MG,Ituiutaba (MG),ITUIUTABA|MG
3134301,Itumirim,MG,Itumirim (MG),ITUMIRIM|MG
3134400,Iturama,MG,Iturama (MG),ITURAMA|MG
3134509,Itutinga,MG,Itutinga (MG),ITUTINGA|MG
3134608,Jaboticatubas,MG,Jaboticatubas (MG),JABOTICATUBAS|MG
3134707,Jacinto,MG,Jacinto (MG),JACINTO|MG
3134905,Jacutinga,MG,Jacutinga (MG),JACUTINGA|MG
3134806,Jacuí,MG,Jacuí (MG),JACUI|MG
3135001,Jaguaraçu,MG,Jaguaraçu (MG),JAGUARACU|MG
3135076,Jampruca,MG,Jampruca (MG),JAMPRUCA|MG
3135100,Janaúba,MG,Janaúba (MG),JANAUBA|MG
3135209,Januária,MG,Januária (MG),JANUARIA|MG
3135308,Japaraíba,MG,Japaraíba (MG),JAPARAIBA|MG
3135357,Japonvar,MG,Japonvar (MG),JAPONVAR|MG
3135050,Jaíba,MG,Jaíba (MG),JAIBA|MG
3135407,Jeceaba,MG,Jeceaba (MG),JECEABA|MG
3135456,Jenipapo de Minas,MG,Jenipapo de Minas (MG),JENIPAPO DE MINAS|MG
3135506,Jequeri,MG,Jequeri (MG),JEQUERI|MG
3135605,Jequitaí,MG,Jequitaí (MG),JEQUITAI|MG
3135704,Jequitibá,MG,Jequitibá (MG),JEQUITIBA|MG
3135803,Jequitinhonha,MG,Jequitinhonha (MG),JEQUITINHONHA|MG
3135902,Jesuânia,MG,Jesuânia (MG),JESUANIA|MG
3136108,Joanésia,MG,Joanésia (MG),JOANESIA|MG
3136405,Joaquim Felício,MG,Joaquim Felício (MG),JOAQUIM FELICIO|MG
3136009,Joaíma,MG,Joaíma (MG),JOAIMA|MG
3136504,Jordânia,MG,Jordânia (MG),JORDANIA|MG
3136579,Josenópolis,MG,Josenópolis (MG),JOSENOPOLIS|MG
3136520,José Gonçalves de Minas,MG,José Gonçalves de Minas (MG),JOSE GONCALVES DE MINAS|MG
3136553,José Raydan,MG,José Raydan (MG),JOSE RAYDAN|MG
3136207,João Monlevade,MG,João Monlevade (MG),JOAO MONLEVADE|MG
3136306,João Pinheiro,MG,João Pinheiro (MG),JOAO PINHEIRO|MG
3136652,Juatuba,MG,Juatuba (MG),JUATUBA|MG
3136702,Juiz de Fora,MG,Juiz de Fora (MG),JUIZ DE FORA|MG
3136801,Juramento,MG,Juramento (MG),JURAMENTO|MG
3136900,Juruaia,MG,Juruaia (MG),JURUAIA|MG
3136959,Juvenília,MG,Juvenília (MG),JUVENILIA|MG
3137007,Ladainha,MG,Ladainha (MG),LADAINHA|MG
3137106,Lagamar,MG,Lagamar (MG),LAGAMAR|MG
3137403,Lagoa Dourada,MG,Lagoa Dourada (MG),LAGOA DOURADA|MG
3137502,Lagoa Formosa,MG,Lagoa Formosa (MG),LAGOA FORMOSA|MG
3137536,Lagoa Grande,MG,Lagoa Grande (MG),LAGOA GRANDE|MG
3137601,Lagoa Santa,MG,Lagoa Santa (MG),LAGOA SANTA|MG
3137205,Lagoa da Prata,MG,Lagoa da Prata (MG),LAGOA DA PRATA|MG
3137304,Lagoa dos Patos,MG,Lagoa dos Patos (MG),LAGOA DOS PATOS|MG
3137700,Lajinha,MG,Lajinha (MG),LAJINHA|MG
3137809,Lambari,MG,Lambari (MG),LAMBARI|MG
3137908,Lamim,MG,Lamim (MG),LAMIM|MG
3138005,Laranjal,MG,Laranjal (MG),LARANJAL|MG
3138104,Lassance,MG,Lassance (MG),LASSANCE|MG
3138203,Lavras,MG,Lavras (MG),LAVRAS|MG
3138302,Leandro Ferreira,MG,Leandro Ferreira (MG),LEANDRO FERREIRA|MG
3138351,Leme do Prado,MG,Leme do Prado (MG),LEME DO PRADO|MG
3138401,Leopoldina,MG,Leopoldina (MG),LEOPOLDINA|MG
3138500,Liberdade,MG,Liberdade (MG),LIBERDADE|MG
3138609,Lima Duarte,MG,Lima Duarte (MG),LIMA DUARTE|MG
3138625,Limeira do Oeste,MG,Limeira do Oeste (MG),LIMEIRA DO OESTE|MG
3138658,Lontra,MG,Lontra (MG),LONTRA|MG
3138674,Luisburgo,MG,Luisburgo (MG),LUISBURGO|MG
3138682,Luislândia,MG,Luislândia (MG),LUISLANDIA|MG
3138708,Luminárias,MG,Luminárias (MG),LUMINARIAS|MG
3138807,Luz,MG,Luz (MG),LUZ|MG
3138906,Machacalis,MG,Machacalis (MG),MACHACALIS|MG
3139003,Machado,MG,Machado (MG),MACHADO|MG
3139102,Madre de Deus de Minas,MG,Madre de Deus de Minas (MG),MADRE DE DEUS DE MINAS|MG
3139201,Malacacheta,MG,Malacacheta (MG),MALACACHETA|MG
3139250,Mamonas,MG,Mamonas (MG),MAMONAS|MG
3139300,Manga,MG,Manga (MG),MANGA|MG
3139409,Manhuaçu,MG,Manhuaçu (MG),MANHUACU|MG
3139508,Manhumirim,MG,Manhumirim (MG),MANHUMIRIM|MG
3139607,Mantena,MG,Mantena (MG),MANTENA|MG
3139805,Mar de Espanha,MG,Mar de Espanha (MG),MAR DE ESPANHA|MG
3139706,Maravilhas,MG,Maravilhas (MG),MARAVILHAS|MG
3139904,Maria da Fé,MG,Maria da Fé (MG),MARIA DA FE|MG
3140001,Mariana,MG,Mariana (MG),MARIANA|MG
3140100,Marilac,MG,Marilac (MG),MARILAC|MG
3140209,Maripá de Minas,MG,Maripá de Minas (MG),MARIPA DE MINAS|MG
3140308,Marliéria,MG,Marliéria (MG),MARLIERIA|MG
3140407,Marmelópolis,MG,Marmelópolis (MG),MARMELOPOLIS|MG
3140506,Martinho Campos,MG,Martinho Campos (MG),MARTINHO CAMPOS|MG
3140530,Martins Soares,MG,Martins Soares (MG),MARTINS SOARES|MG
3140555,Mata Verde,MG,Mata Verde (MG),MATA VERDE|MG
3140605,Materlândia,MG,Materlândia (MG),MATERLANDIA|MG
3140704,Mateus Leme,MG,Mateus Leme (MG),MATEUS LEME|MG
3171501,Mathias Lobato,MG,Mathias Lobato (MG),MATHIAS LOBATO|MG
3140803,Matias Barbosa,MG,Matias Barbosa (MG),MATIAS BARBOSA|MG
3140852,Matias Cardoso,MG,Matias Cardoso (MG),MATIAS CARDOSO|MG
3140902,Matipó,MG,Matipó (MG),MATIPO|MG
3141009,Mato Verde,MG,Mato Verde (MG),MATO VERDE|MG
3141108,Matozinhos,MG,Matozinhos (MG),MATOZINHOS|MG
3141207,Matutina,MG,Matutina (MG),MATUTINA|MG
3141306,Medeiros,MG,Medeiros (MG),MEDEIROS|MG
3141405,Medina,MG,Medina (MG),MEDINA|MG
3141504,Mendes Pimentel,MG,Mendes Pimentel (MG),MENDES PIMENTEL|MG
3141603,Mercês,MG,Mercês (MG),MERCES|MG
3141702,Mesquita,MG,Mesquita (MG),MESQUITA|MG
3141801,Minas Novas,MG,Minas Novas (MG),MINAS NOVAS|MG
3141900,Minduri,MG,Minduri (MG),MINDURI|MG
3142007,Mirabela,MG,Mirabela (MG),MIRABELA|MG
3142106,Miradouro,MG,Miradouro (MG),MIRADOURO|MG
3142254,Miravânia,MG,Miravânia (MG),MIRAVANIA|MG
3142205,Miraí,MG,Miraí (MG),MIRAI|MG
3142304,Moeda,MG,Moeda (MG),MOEDA|MG
3142403,Moema,MG,Moema (MG),MOEMA|MG
3142502,Monjolos,MG,Monjolos (MG),MONJOLOS|MG
3142601,Monsenhor Paulo,MG,Monsenhor Paulo (MG),MONSENHOR PAULO|MG
3142700,Montalvânia,MG,Montalvânia (MG),MONTALVANIA|MG
