cd_ibge,uf,nm_mun,n_usinas,neea_2022,neea_2023,neea_2025,vol_2022,vol_2023,vol_2025,log_pib_pc,log_pop,log_area_total,densidade_pop,share_vadc_ind,share_vadc_serv,pess_ocup_per_est,share_est_af,share_area_af,natveg_share,trator_per_est,share_est_at,share_est_fin_total,share_est_energia,ivs_infra,ivs_renda_t,idhm_educ,gini,share_pop_agua,uai_housing,uai_environ,uai_food,uai_mobility,uai_climate,uai_total
3511003,SP,Castilho,1,64.8,62.78,62.78,96.92,96.87,96.87,10.89875580959371,9.921474807550515,6.981451737904474,18.9329415702756,0.4713615444384675,0.36165600780985396,2.4478732276897412,0.8331943286071727,0.20604956589443374,0.15174619704689998,0.2718932443703086,0.3469557964970809,0.11592994161801501,0.98,0.17,0.302,0.686,0.46,0.7546409979373343,0.33,0.38,0.75,0.4,0.2,0.41
3511102,SP,Catanduva,2,63.78999999999999,64.08,61.519999999999996,90.08,90.705,81.97,10.395741790716682,11.700997124855864,5.675657310930353,415.2022842988854,0.22794489242524088,0.6228477256131227,22.9171974522293,0.6496815286624203,0.07104265402843601,0.09494977294619514,2.4904458598726116,0.5732484076433121,0.1464968152866242,0.9,0.139,0.176,0.74,0.46,0.987049572876188,0.67,0.75,0.0,0.8,0.6,0.56
3511409,SP,Cerqueira César,1,46.6,53.55,53.55,39.33,59.49,59.49,10.555057244929015,9.877964595305043,5.532578883596093,77.42409499791498,0.39192281069621554,0.3870992032576365,3.8045685279187818,0.550761421319797,0.11867925460926301,0.08240830834607518,1.0279187817258884,0.5304568527918782,0.20558375634517767,0.9,0.194,0.212,0.666,0.43,0.9617850730956655,0.0,0.25,0.25,0.6,0.2,0.26
3511508,SP,Cerquilho,1,49.8,51.0,51.0,86.54,90.72,90.72,10.548048298172429,10.752227230148003,4.855851080295389,366.56208330065107,0.3800402886925311,0.4621937943001068,7.622222222222222,0.6888888888888889,0.2963255630185697,0.04627813946191859,1.761111111111111,0.5333333333333333,0.17777777777777778,0.86,0.032,0.16,0.739,0.42,0.9788158260757923,0.0,0.5,0.25,0.6,0.4,0.35
3511904,SP,Clementina,1,55.46,55.46,51.12,97.7,97.7,79.53,10.377825524930667,9.018574356354229,5.13456237932792,48.90100124414954,0.38552508262220686,0.40753711833473094,20.236220472440944,0.6299212598425197,0.1433868974042027,0.07583387641447954,2.937007874015748,0.5196850393700787,0.14960629921259844,0.79,0.361,0.18,0.66,0.37,0.9531136418706082,0.67,0.63,0.25,0.0,0.2,0.35
3512001,SP,Colina,1,61.2,65.18,65.18,98.25,97.65,97.65,10.856707913495192,9.818855161695424,5.360352757467489,86.76109537299338,0.4318366040464424,0.3604182306370867,12.27,0.44,0.056437160740721505,0.06964117091595845,1.985,0.74,0.31,0.74,0.292,0.24,0.712,0.46,0.9964627775359164,0.67,0.63,0.5,0.4,0.2,0.48
3512100,SP,Colômbia,1,53.9,52.81,55.2,100.0,98.31,98.78,11.016150664426897,8.736489351001554,5.9008557982372265,17.085220255249073,0.2762792002806033,0.23254156436338128,13.203619909502262,0.6199095022624435,0.03955029732408325,0.12982022780293673,2.420814479638009,0.45248868778280543,0.13122171945701358,0.97,0.096,0.27,0.647,0.4,0.9490763052208835,0.0,0.5,0.5,0.2,0.4,0.32
3513702,SP,Descalvado,1,62.3,61.95,64.62,95.53,96.06,97.91,10.792057591809684,10.414723092275086,5.935066138508519,88.4356808507817,0.3461915608958168,0.4536803037561486,7.654040404040404,0.5934343434343434,0.050688651794374394,0.184318353599512,1.5227272727272727,0.37626262626262624,0.15404040404040403,0.98,0.12,0.204,0.687,0.45,0.9028669105739819,0.33,0.63,0.25,0.6,0.2,0.4
3515509,SP,Fernandópolis,1,60.6,58.89,58.89,97.55,96.69,96.69,10.234731861613037,11.137082263908574,6.311153878194743,124.92723038858973,0.14749889607228178,0.6601442465551794,3.9863013698630136,0.7482876712328768,0.22299429971263013,0.10660748071605299,0.726027397260274,0.3784246575342466,0.0702054794520548,0.93,0.101,0.196,0.758,0.49,1.0,0.67,0.88,0.25,0.8,0.8,0.68
3516903,SP,General Salgado,1,51.3,57.32,61.91,88.88,95.48,96.47,10.076978567945266,9.301277366968284,6.20518382917435,22.154113815217173,0.07779154002232744,0.5299301656630188,2.621468926553672,0.6271186440677966,0.18697559329659205,0.11652606663834436,1.03954802259887,0.307909604519774,0.18926553672316385,0.88,0.212,0.238,0.702,0.45,0.994703680029221,0.0,0.13,0.5,0.2,0.2,0.21
3517406,SP,Guaíra,3,59.953333333333326,60.81666666666666,63.303333333333335,98.47000000000001,98.40666666666668,98.24000000000001,11.305039916044999,10.603808936844073,6.445791245406108,64.04470268422767,0.4958992287193775,0.3622257394529502,26.923322683706072,0.476038338658147,0.0289825060549038,0.10412609590728802,3.2843450479233227,0.6325878594249201,0.2523961661341853,0.92,0.067,0.254,0.683,0.53,1.0,1.0,0.63,0.5,0.8,0.2,0.63
3517901,SP,Guaraci,1,64.1,67.36,67.36,98.94,98.5,98.5,10.47327995406597,9.302463660851988,5.818969551131763,32.667411545623835,0.20375659262727386,0.27931808479874415,9.211640211640212,0.6296296296296297,0.06080748925983714,0.17698324022346368,1.8095238095238095,0.4497354497354497,0.2275132275132275,0.79,0.166,0.304,0.682,0.42,0.9098869025902955,0.0,0.13,0.25,0.4,0.2,0.2
3518206,SP,Guararapes,1,57.5,58.1,58.1,95.31,92.72,92.72,10.431052292306395,10.393753262336757,6.863563028189754,34.165123408351384,0.24756257444734928,0.42495030397722877,5.0911602209944755,0.5359116022099447,0.06856716266828626,0.08945666844533727,1.1961325966850829,0.38950276243093923,0.2265193370165746,0.91,0.231,0.229,0.726,0.43,0.9255221412384393,0.0,0.38,0.5,0.2,0.0,0.22
3518602,SP,Guariba,1,60.3,60.84,61.6,92.73,96.14,96.26,10.001566622695764,10.576865605238781,4.916580992013933,289.3422363227211,0.26557416088035496,0.47262802998019704,19.01219512195122,0.5975609756097561,0.01596877217885025,0.042055557605046666,2.097560975609756,0.3780487804878049,0.25609756097560976,0.84,0.098,0.274,0.645,0.43,1.0,0.67,0.5,0.5,0.2,0.4,0.45
3519105,SP,Iacanga,1,59.42,63.42,64.7,91.02,92.95,92.91,10.745270232235221,9.336444248771908,5.615060544595397,41.468943077541766,0.09260226581834062,0.5870597453309242,12.713450292397662,0.49122807017543857,0.04580788450860633,0.1208276971447373,2.181286549707602,0.6140350877192983,0.19298245614035087,0.96,0.165,0.223,0.675,0.4,0.8714625760380852,0.0,0.63,1.0,0.2,0.2,0.41
3519303,SP,Ibaté,1,62.8,64.13,64.23,95.55,96.71,92.79,10.208948146339551,10.440770085264479,4.987912406988988,235.02025681521664,0.35106515393124116,0.432681942758104,14.421052631578947,0.5263157894736842,0.016346114748099053,0.15862116322186365,1.6491228070175439,0.543859649122807,0.10526315789473684,0.98,0.293,0.27,0.627,0.37,0.9601180389177818,1.0,0.5,0.25,0.6,0.2,0.51
3520103,SP,Igarapava,1,55.6,54.7,57.71,95.96,93.91,94.23,10.496234118987427,10.311416290082265,5.4580311152024645,128.71787189419393,0.168187782324356,0.6306546554022165,5.732057416267943,0.5645933014354066,0.07028930671168288,0.13803582511181972,1.61244019138756,0.4449760765550239,0.14832535885167464,0.9,0.407,0.234,0.671,0.67,0.9307684634057127,0.33,0.63,0.5,0.2,0.0,0.33
3520905,SP,Ipaussu,1,61.7,60.2,63.36,84.36,92.66,0.92,10.165505603232393,9.600150240473774,5.357246434077324,69.93464052287582,0.2755169438409412,0.43564656977512206,2.6904761904761907,0.6904761904761905,0.0265748031496063,0.0989864544851757,1.0476190476190477,0.42857142857142855,0.19047619047619047,0.98,0.232,0.242,0.65,0.48,0.9096573208722741,0.33,0.25,0.25,0.6,0.4,0.37
3521408,SP,Iracemápolis,1,58.22,58.22,59.84,95.4,95.4,94.72,11.290356748406861,10.05470536427875,4.74970333672039,203.09035355739852,0.49628199926436295,0.41209857536677574,5.107142857142857,0.5714285714285714,0.022315202231520222,0.034919249236141425,2.5,0.6071428571428571,0.25,0.89,0.086,0.21,0.729,0.4,0.9929504814305364,0.33,0.5,0.25,0.2,0.2,0.3
3521804,SP,Itaí,1,61.7,66.54,66.54,100.0,100.0,100.0,9.9940135792355,10.185918361205209,6.329658514984647,47.37081781897083,0.09627974050018995,0.41482165842360136,5.68189233278956,0.6117455138662317,0.06494674495393984,0.10232782406043234,1.4877650897226753,0.4551386623164764,0.18107667210440456,0.96,0.411,0.313,0.63,0.45,0.6735278594586444,0.33,0.5,0.25,0.4,0.2,0.34
3522307,SP,Itapetininga,1,53.4,57.82,57.82,93.9,93.26,93.26,10.205553183855171,11.98337274578805,6.796767850792509,179.0592315006432,0.24644970505638233,0.5439268193684107,4.7784663051897756,0.721146398140976,0.1132780446611378,0.17702332345209462,1.2602633617350891,0.2594887683965918,0.12935708752904726,0.96,0.142,0.246,0.705,0.49,0.922977447366777,1.0,0.38,0.5,0.6,0.8,0.66
3522703,SP,Itápolis,1,59.55,59.55,53.27,93.24,93.24,95.09,10.370423982732394,10.663077689644787,6.904329417413946,42.93678057011993,0.1913363292242659,0.48880521269100796,4.3861892583120206,0.5588235294117647,0.10991432369885272,0.0792502862652926,1.6112531969309463,0.5856777493606138,0.24552429667519182,0.91,0.307,0.2,0.667,0.45,1.0,0.67,0.75,0.75,0.6,0.2,0.59
3524303,SP,Jaboticabal,1,65.01,64.79,65.16,90.19,98.45,98.51,10.486652442359842,11.245882271366,5.8711736819743185,216.48452631727764,0.2062510471051001,0.5813731926665368,11.119601328903654,0.46179401993355484,0.04000595991954108,0.05443003972686016,3.5016611295681064,0.8305647840531561,0.34219269102990035,0.91,0.129,0.213,0.71,0.52,0.9801209461489231,1.0,0.75,0.75,0.8,0.4,0.74
3525300,SP,Jaú,1,53.7,56.14,56.43,96.75,97.16,94.59,10.351948291105389,11.893681127013005,5.843124038829751,425.58054994110887,0.17633318381679156,0.6721792870178572,12.03003003003003,0.4444444444444444,0.050070828217962035,0.04827616291750884,2.204204204204204,0.5945945945945946,0.1831831831831832,0.9,0.058,0.179,0.693,0.45,0.9688939304896883,1.0,0.5,0.5,0.6,0.2,0.56
3526803,SP,Lençóis Paulista,1,63.55,63.55,64.15,97.57,97.57,96.79,10.559607612258997,11.115220171473505,6.005281156640397,166.06725742464127,0.3056676770292294,0.5219402442712878,9.300366300366301,0.6593406593406593,0.02271895391838847,0.06723270673439373,1.9926739926739927,0.31135531135531136,0.11355311355311355,0.93,0.108,0.209,0.717,0.43,0.9775842822058495,1.0,0.88,0.5,0.8,0.8,0.8
3527108,SP,Lins,1,65.0,59.61,59.61,98.02,97.0,97.0,10.675515227199446,11.251846374312981,6.346968806062375,135.1814799213704,0.3894131048878295,0.4941126116931262,15.554744525547445,0.5255474452554745,0.056601886729557654,0.10987082280258355,2.372262773722628,0.45985401459854014,0.19708029197080293,0.88,0.154,0.175,0.733,0.45,1.0,0.67,0.5,0.5,0.6,0.4,0.53
3527603,SP,Luís Antônio,1,57.9,58.78,58.78,95.59,94.82,94.82,11.51106373302228,9.548382803766913,5.701362883137434,47.006956667504824,0.6081711892331818,0.2449276455525339,50.50909090909091,0.38181818181818183,0.004481349677079215,0.2559718380688962,5.381818181818182,0.6181818181818182,0.05454545454545454,0.89,0.156,0.308,0.671,0.42,0.9200484986805506,0.0,0.63,0.75,0.6,0.6,0.52
3528007,SP,Macatuba,1,66.76,66.76,66.82,98.35,98.35,97.45,10.46201703637113,9.747535250762242,4.728979471714378,152.53164556962025,0.13463992328833319,0.6440269094862734,7.063291139240507,0.5949367088607594,0.032344095783918746,0.04590836156177572,1.6455696202531647,0.5569620253164557,0.08860759493670886,0.91,0.347,0.191,0.697,0.55,0.9703114955291917,0.0,0.75,0.25,0.6,0.2,0.36
3528809,SP,Maracaí,1,53.2,53.88,53.26,74.77,77.08,86.84,10.324530690607611,9.54552606707193,5.58556184326877,52.64921860289964,0.170840973389747,0.4780779057187409,9.59447004608295,0.6589861751152074,0.09268702869852981,0.03633967237808322,2.3686635944700463,0.5622119815668203,0.2995391705069124,0.92,0.165,0.255,0.758,0.42,0.9220370502825262,0.67,0.5,0.75,0.6,0.6,0.62
3528858,SP,Marapoama,1,63.04,61.64,61.64,64.33,87.28,87.28,10.925686649970942,7.989560449333865,4.7410987032123355,25.968650933427263,0.3734882948696663,0.31126016935082185,6.831081081081081,0.777027027027027,0.1734820322180917,0.08893976752377597,1.3986486486486487,0.6081081081081081,0.23648648648648649,0.89,0.001,0.186,0.679,0.4,0.9891488640217023,0.0,0.25,0.0,0.2,0.0,0.09
3529203,SP,Martinópolis,1,55.9,62.45,62.45,86.79,88.54,88.54,9.869620483024551,10.170609711022548,6.443550802100738,41.62132449592518,0.15704737927264978,0.5061337070044338,4.915921288014311,0.6547406082289803,0.07537911697338283,0.11296374485170523,0.7227191413237924,0.5080500894454383,0.12701252236135957,0.94,0.229,0.275,0.641,0.45,1.0,0.33,0.38,0.5,0.6,0.2,0.4
3529500,SP,Mendonça,1,69.0,67.52,67.52,96.89,96.93,96.93,10.820098233221204,8.57602797713713,5.281018601969707,27.11049752006954,0.4518414064948131,0.3199412860983293,2.5473684210526315,0.7017543859649122,0.2345620293301625,0.11965025310630464,0.5473684210526316,0.4,0.07017543859649122,0.83,0.271,0.208,0.663,0.36,,0.0,0.25,0.25,0.4,0.2,0.22
3529609,SP,Meridiano,1,60.2,68.99,68.99,87.9,85.1,85.1,11.10695522930662,8.266935347610456,5.432804552256789,17.08591246323368,0.4369958287186146,0.34944135382056274,9.31219512195122,0.7268292682926829,0.151184765227504,0.14618727775582774,1.1414634146341462,0.4878048780487805,0.1073170731707317,0.94,0.004,0.291,0.667,0.4,0.9689105858170607,0.0,0.38,0.75,0.4,0.2,0.35
3530102,SP,Mirandópolis,1,60.4,63.35,60.96,90.53,99.04,91.4,9.939337205429826,10.28588872104574,6.823014050527046,31.942250068101334,0.1666125469681669,0.4852306748072209,3.0029615004935835,0.702862783810464,0.25947453692104694,0.0962135657858894,0.633761105626851,0.22309970384995065,0.22309970384995065,0.92,0.296,0.239,0.665,0.45,0.9876513730172267,0.67,0.38,0.25,0.2,0.4,0.38
3530201,SP,Mirante do Paranapanema,1,59.4,62.67,60.66,99.19,99.56,97.38,9.972267067930954,9.805378459425809,6.431298875295688,29.242878802542016,0.2370283051346952,0.3448560781537902,3.6051502145922747,0.8736289938006676,0.37466492681495867,0.058227684764024644,0.36671435383881734,0.6051502145922747,0.15450643776824036,0.96,0.36,0.404,0.674,0.5,0.5766685052399338,0.0,0.5,0.25,0.2,0.2,0.23
3530508,SP,Mococa,1,63.9,65.47,67.18,89.08,94.51,93.65,10.372865986387945,11.141789317185655,6.059648758384049,161.49335830066124,0.2466297981570465,0.5451216145008946,8.590308370044053,0.5903083700440529,0.07533949484501686,0.1556556849435309,1.526431718061674,0.45594713656387664,0.18722466960352424,0.94,0.227,0.211,0.709,0.53,0.9600255094645911,1.0,0.25,0.0,0.6,0.2,0.41
3531407,SP,Monte Aprazível,1,59.2,61.01,61.01,91.32,91.33,91.33,10.344641503052799,10.102092479403183,6.208630266735655,49.177452522075725,0.33202717448695834,0.42004716815093807,2.4763636363636365,0.6690909090909091,0.27952814693146183,0.08648844804644974,0.7224242424242424,0.20727272727272728,0.1321212121212121,0.81,0.11,0.163,0.72,0.5,0.9221088017054073,0.0,0.5,0.0,0.4,0.2,0.22
3531902,SP,Morro Agudo,2,55.55,50.99,55.235,98.18,97.925,97.34,10.691626680451641,10.380373692872555,6.545227526439597,46.36538281660347,0.3166006224750317,0.3649049577476316,36.14903846153846,0.30288461538461536,0.010573450058158348,0.09742198686170252,5.009615384615385,0.5913461538461539,0.2932692307692308,0.88,0.331,0.237,0.604,0.45,0.9496275605214153,1.0,0.63,0.5,0.4,0.2,0.55
3532900,SP,Nova Europa,1,55.9,56.92,59.47,98.34,98.11,97.01,10.326596095816887,9.283219017388756,4.3931520174573,134.6141811127104,0.44054621295857677,0.33121480077898835,24.44736842105263,0.631578947368421,0.05203230504435324,0.06821453157268915,4.355263157894737,0.8026315789473685,0.21052631578947367,0.95,0.252,0.192,0.718,0.39,0.9070199907019991,0.0,0.25,0.75,0.4,0.2,0.32
3533205,SP,Nova Independência,1,62.8,58.62,61.32,98.1,97.52,98.03,10.57380101668713,8.228443883004033,5.580823567255753,14.170040485829958,0.3705176316416488,0.307987848463188,17.393700787401574,0.5511811023622047,0.046627250739048644,0.10329562223315297,0.6456692913385826,0.6535433070866141,0.12598425196850394,0.91,0.061,0.201,0.711,0.36,1.0,0.33,0.25,0.25,0.2,0.2,0.25
3533502,SP,Novo Horizonte,2,65.25,63.415000000000006,63.415000000000006,97.475,95.16499999999999,95.16499999999999,10.397573852297821,10.602268831713166,6.8193829763531655,43.98963277268651,0.21675475687103593,0.5156146179401994,8.750373692077728,0.6741405082212257,0.10264099835542227,0.14577546422869142,1.4349775784753362,0.4678624813153961,0.11808669656203288,0.86,0.159,0.198,0.665,0.45,0.9453573648228714,0.0,0.75,0.75,0.4,0.2,0.42
3533908,SP,Olímpia,1,60.0,66.74,66.74,95.24,95.53,95.53,10.514583760207204,10.89744278176676,5.997955932403287,134.5526076617572,0.2570575602180059,0.545523786622486,8.16198347107438,0.540495867768595,0.10546846358023786,0.11727941634192801,1.5933884297520662,0.45950413223140496,0.2049586776859504,0.9,0.131,0.2,0.724,0.43,0.9444269667079964,0.67,0.88,0.5,0.8,0.4,0.65
3534203,SP,Orindiúva,1,56.2,60.46,63.49,96.97,95.25,95.91,11.203965277225027,8.814627555310697,4.829592918800682,54.21230670103093,0.502450630608131,0.30582264480796334,18.945454545454545,0.5181818181818182,0.06519322845417237,0.13692010309278352,2.7,0.6,0.3,0.95,0.0,0.2,0.762,0.38,0.8701530233249146,0.0,0.13,0.25,0.2,0.0,0.12
3534757,SP,Ouroeste,1,55.3,61.02,64.72,97.83,93.71,98.04,10.764244432607487,9.200087995511831,5.664625759455007,34.42674272992904,0.40154401074734536,0.3522355030456946,11.627705627705629,0.5411255411255411,0.10686119873817035,0.12870460553777655,1.1428571428571428,0.4155844155844156,0.2597402597402597,0.92,0.109,0.265,0.736,0.43,1.0,0.33,0.38,0.75,0.2,0.2,0.37
3535002,SP,Palestina,1,67.3,61.17,61.17,98.37,97.54,97.54,10.326727088743457,9.436918020024674,5.8545703637782704,36.05836268238338,0.17925378737022657,0.30684206344204756,4.311526479750778,0.6214953271028038,0.13335397956023537,0.1073815855674549,0.7866043613707165,0.2881619937694704,0.14174454828660435,0.83,0.403,0.266,0.645,0.4,0.8303300908945942,0.0,0.25,0.25,0.2,0.0,0.14
3535507,SP,Paraguaçu Paulista,1,65.0,62.55,67.86,96.84,97.6,99.0,10.21456871841614,10.720090537022992,6.216496314619429,90.51995719529148,0.1495080047655782,0.5523550729473358,10.730831973898859,0.6443719412724307,0.09304523970290345,0.09261018712058326,1.2202283849918434,0.17781402936378465,0.08809135399673736,0.88,0.254,0.234,0.739,0.45,0.9406474422715722,0.33,0.75,0.25,0.6,0.4,0.47
3535705,SP,Paraíso,1,61.1,63.9,65.58,98.03,99.08,95.58,10.592651811785132,8.759354748566208,5.051393286568423,41.02679721721206,0.377963874644847,0.34208168732882266,15.592592592592593,0.654320987654321,0.08559670781893004,0.10306622004637979,1.7654320987654322,0.6666666666666666,0.19753086419753085,0.76,0.27,0.201,0.668,0.45,0.8795729313864029,0.0,0.5,0.0,0.2,0.2,0.18
3536000,SP,Parapuã,1,48.64,48.64,55.95,92.46,92.46,95.17,10.401319118006661,9.312355297382913,5.911203065505174,30.077414097514602,0.15271036781474767,0.40728612361850186,4.188118811881188,0.6198019801980198,0.14426144131241456,0.06872198831997828,0.7663366336633664,0.5762376237623762,0.21584158415841584,0.81,0.126,0.267,0.696,0.42,0.9177278063758693,0.33,0.5,0.5,0.2,0.2,0.35
3536307,SP,Patrocínio Paulista,1,55.7,54.14,54.14,94.63,92.14,92.14,11.128453451741024,9.571644584298577,5.7120812774708964,47.598673300165835,0.42773519665430104,0.30381475374062733,5.328,0.5333333333333333,0.08500903352964641,0.23731343283582088,1.1866666666666668,0.504,0.12266666666666666,0.95,0.193,0.243,0.678,0.42,1.0,1.0,0.63,0.5,0.6,0.6,0.67
3536406,SP,Paulicéia,1,67.0,58.83,56.38,97.05,95.53,97.31,9.960576519520256,8.87458787627932,5.928924028633084,19.07138092061374,0.11284084450420727,0.41576444820272535,4.853658536585366,0.7154471544715447,0.09025046574208238,0.1601067378252168,0.3780487804878049,0.17479674796747968,0.07317073170731707,0.62,0.078,0.284,0.64,0.44,,0.0,0.38,0.75,0.2,0.2,0.31
3537404,SP,Pereira Barreto,1,61.1,62.48,62.07,95.97,96.9,98.53,10.26049744037489,10.157780872842554,6.8967145538651575,26.102710471447946,0.055562272284240016,0.6387803017751568,6.1008968609865475,0.7443946188340808,0.10033369067930967,0.06184085342401976,0.8968609865470852,0.35650224215246634,0.2533632286995516,0.94,0.067,0.329,0.732,0.48,0.930825901512214,0.67,0.63,0.25,0.4,0.4,0.47
3538709,SP,Piracicaba,1,60.7,62.42,59.55,91.6,95.58,93.44,10.997087299380693,12.892504830889733,6.5350235404906085,577.6288434978557,0.34466100395667354,0.5584839558782969,5.154848046309696,0.516642547033285,0.04159765575232514,0.10198444428291052,1.5484804630969609,0.5643994211287988,0.14037626628075253,0.94,0.284,0.188,0.717,0.52,1.0,1.0,1.0,1.0,1.0,0.8,0.96
3539301,SP,Pirassununga,3,64.43333333333334,60.03333333333333,60.56,95.89999999999999,92.65666666666665,93.47333333333331,10.455992403293607,11.23155675457504,5.898375648431052,207.6627825393113,0.21972145572321652,0.5987136494010009,4.982728842832469,0.7063903281519862,0.12919144404011715,0.10868219400459492,1.8911917098445596,0.5181347150259067,0.1692573402417962,0.8,0.169,0.176,0.736,0.51,0.9163155523756525,1.0,0.75,0.5,0.6,0.2,0.61
3539509,SP,Pitangueiras,3,63.43333333333334,62.74666666666667,62.74666666666667,96.53000000000002,95.2,95.2,10.156112233172507,10.568492427149794,5.376018874211889,180.74456218627992,0.22537341756184137,0.49249215979430633,19.936936936936938,0.6801801801801802,0.08134255925357713,0.07087748652165829,2.774774774774775,0.6846846846846847,0.2702702702702703,0.81,0.21,0.246,0.651,0.41,1.0,1.0,0.75,0.5,0.2,0.4,0.57
3539608,SP,Planalto,1,58.6,60.99,60.99,92.53,93.44,93.44,10.771113112429003,8.53070154144103,5.674250672050163,17.45616150480587,0.4250375849285552,0.2744569702755633,3.4152542372881354,0.5677966101694916,0.03988761968134265,0.15571709098425607,1.076271186440678,0.6186440677966102,0.11016949152542373,0.96,0.031,0.252,0.639,0.37,0.8675745016775213,0.67,0.38,0.25,0.2,0.0,0.3
3540200,SP,Pontal,3,60.13333333333333,60.53,60.53,94.39,97.70666666666666,97.70666666666666,10.151011472575716,10.771407032484863,5.878771659638691,133.67567415887981,0.39653809603365797,0.3893909916124593,91.7,0.44,0.01435738684884714,0.06790695064118753,7.76,0.82,0.3,0.8,0.181,0.235,0.633,0.44,0.9827868508333684,0.0,0.5,0.25,0.6,0.2,0.31
3540309,SP,Pontes Gestal,1,56.0,61.63,61.63,99.29,81.65,81.65,11.055909134477105,7.861341795599989,4.698022803002708,23.857261105490664,0.3550304699783007,0.26339964397552007,6.620689655172414,0.8448275862068966,0.07978551014996611,0.11910236365308562,1.2844827586206897,0.1896551724137931,0.14655172413793102,0.85,0.074,0.187,0.69,0.38,1.0,0.0,0.63,0.25,0.0,0.0,0.18
3540903,SP,Pradópolis,1,60.6,63.44,63.44,98.5,98.14,98.14,10.745808764210109,9.929009089766206,4.440236578795364,244.83561071662987,0.4855966479118597,0.3527444372466099,20.264840182648403,0.7077625570776256,0.106865486175831,0.06145951429082881,1.5205479452054795,0.7808219178082192,0.1278538812785388,0.99,0.352,0.214,0.65,0.45,1.0,0.0,0.88,0.5,0.8,0.2,0.48
