cd_ibge,uf,nm_mun,n_usinas,neea_2022,neea_2023,neea_2025,vol_2022,vol_2023,vol_2025,log_pib_pc,log_pop,log_area_total,densidade_pop,share_vadc_ind,share_vadc_serv,pess_ocup_per_est,share_est_af,share_area_af,natveg_share,trator_per_est,share_est_at,share_est_fin_total,share_est_energia,ivs_infra,ivs_renda_t,idhm_educ,gini,share_pop_agua,uai_housing,uai_environ,uai_food,uai_mobility,uai_climate,uai_total
3135050,MG,Jaíba,1,61.05,61.05,59.24,95.61,95.61,98.66,9.591239526139097,10.543761243489005,7.87867055048005,14.374318016488845,0.11783771905729824,0.3000231515998148,5.263740458015267,0.7110687022900763,0.17639550432658835,0.4057801891367604,0.22938931297709925,0.5816793893129771,0.11603053435114503,0.95,0.247,0.363,0.531,0.46,0.48554258151242785,1.0,0.5,0.5,0.6,0.2,0.56
3136306,MG,João Pinheiro,4,63.15,61.7875,62.055,98.0275,89.8725,83.58,10.30865261563529,10.79450150122549,9.280282392878282,4.546200573322417,0.21475792549589642,0.35467056082267034,3.9832953682612,0.6317388003037205,0.1308902918274229,0.49176291980386927,0.5079726651480638,0.11237661351556567,0.07593014426727411,0.94,0.349,0.354,0.63,0.49,0.6801501507661382,0.67,0.38,1.0,0.4,0.8,0.65
3137205,MG,Lagoa da Prata,1,64.0,53.08,54.22,97.38,97.35,83.86,10.369389029448124,10.843592462509537,5.403510368176171,231.49851933901485,0.2931016851733659,0.5305281197217119,4.991666666666666,0.6444444444444445,0.21574892604821244,0.17790537333001785,0.5027777777777778,0.5083333333333333,0.10277777777777777,0.95,0.109,0.267,0.655,0.45,0.9977150222638856,1.0,0.63,0.5,0.6,0.2,0.59
3138625,MG,Limeira do Oeste,2,51.7,52.0,58.15,94.83500000000001,94.295,92.58500000000001,10.731078209645563,8.921057018157429,6.491679071761534,11.367535642166315,0.2424759385974214,0.24707614194200314,2.876750700280112,0.5882352941176471,0.10042465979453066,0.11615019054704462,0.45098039215686275,0.2689075630252101,0.13165266106442577,0.99,0.346,0.377,0.62,0.46,0.7147054895151597,1.0,0.38,0.25,0.4,0.0,0.41
3143005,MG,Monte Belo,1,70.0,64.41,64.41,90.77,92.63,92.63,9.953895455079973,9.507031738585551,6.046899253996083,31.89426268373637,0.22356635991112547,0.34435039324676525,3.669667590027701,0.8698060941828255,0.5114625514140867,0.12351825509720246,0.29916897506925205,0.2901662049861496,0.11565096952908588,0.81,0.04,0.31,0.567,0.46,0.5995688693971605,0.0,0.5,0.75,0.2,0.2,0.33
3147006,MG,Paracatu,1,58.2,59.59,59.59,95.42,99.78,99.78,10.545025599362843,11.433741555090945,9.015030835341383,11.232613558992316,0.317417748456466,0.3710611326864315,3.6465284039675385,0.6465284039675383,0.12824941688578478,0.40467853321661323,0.8944995491433724,0.26690712353471596,0.1145175834084761,0.94,0.221,0.28,0.685,0.51,0.7996124953997359,1.0,0.63,1.0,0.4,0.8,0.77
3150703,MG,Pirajuba,1,58.5,57.9,60.08,97.66,97.54,91.29,10.884235552246894,8.66406026722579,5.127588355789889,34.54447825308752,0.38717157734226226,0.24502315384128903,21.924050632911392,0.4050632911392405,0.045875578921016395,0.09784619056142234,4.075949367088608,0.6582278481012658,0.4050632911392405,0.94,0.144,0.238,0.588,0.54,0.7601036269430052,0.67,0.63,0.5,0.4,0.2,0.48
3152006,MG,Pompéu,1,66.1,68.21,68.21,89.95,88.95,88.95,10.049793255125712,10.361323707381413,7.850099648051854,12.324414520134582,0.20810765253684857,0.40987262429163207,4.576687116564417,0.554601226993865,0.11945045595482136,0.27922136148678944,0.6846625766871166,0.4822085889570552,0.2687116564417178,0.96,0.163,0.34,0.564,0.52,0.7738200683284828,1.0,0.63,1.0,0.2,0.2,0.61
3157708,MG,Santa Juliana,1,52.8,63.38,66.59,97.69,92.3,94.6,10.7758263968811,9.50159106930499,6.592811630310116,18.358190524539328,0.3396993440733321,0.3273046628427148,7.893732970027248,0.6975476839237057,0.1602966989411698,0.17274261487589698,1.1934604904632153,0.18256130790190736,0.2016348773841962,0.96,0.149,0.218,0.558,0.43,0.8100896860986547,0.0,0.38,0.0,0.2,0.2,0.16
3159803,MG,Santa Vitória,1,55.27,55.27,61.81,98.47,98.47,98.28,10.511076844734427,9.885679933886163,7.321238158683885,13.001340105553993,0.1620495588600045,0.33233136877413866,4.8940329218107,0.5576131687242798,0.09077422187738467,0.12616845623149084,0.7860082304526749,0.4619341563786008,0.1748971193415638,0.97,0.172,0.34,0.576,0.46,0.8229156062302759,1.0,0.63,1.0,0.2,0.4,0.65
3169604,MG,Tupaciguara,1,63.99,63.99,70.47,100.0,100.0,98.83,10.202776998029625,10.147961974552167,6.815678366530928,28.031853880476604,0.1143774393522227,0.3712819972513468,4.493769470404985,0.5264797507788161,0.08961306654753788,0.16415395676346137,1.1246105919003115,0.3644859813084112,0.20093457943925233,0.95,0.142,0.36,0.605,0.49,1.0,1.0,0.25,0.75,0.4,0.4,0.56
3170107,MG,Uberaba,2,57.46,58.225,59.195,98.465,98.055,87.61000000000001,10.598333289731654,12.701600858255674,7.721463854204333,145.55838351232228,0.2750144126335226,0.540212385828476,5.050651230101303,0.4983116256632899,0.05641815089000408,0.21516366183943314,1.0231548480463097,0.5605402797877472,0.15533043897732754,0.96,0.165,0.19,0.705,0.5,0.9979986109080274,1.0,0.75,0.75,0.8,0.4,0.74
3501707,SP,Américo Brasiliense,1,62.5,62.4,62.4,85.85,91.68,91.68,10.128189888314331,10.576176891193677,4.152141660948318,626.3225187789676,0.3471425180311787,0.45737374237380424,180.94117647058823,0.6470588235294118,0.0039913786221761,0.12306217036918653,19.529411764705884,0.4117647058823529,0.058823529411764705,0.59,0.272,0.254,0.701,0.39,0.9924213427237235,0.0,0.38,0.0,0.8,0.4,0.32
3502101,SP,Andradina,1,61.1,62.32,61.98,96.17,99.23,89.42,10.44755451008192,10.956945559197129,6.874694752855646,59.33904478106117,0.2805147309836293,0.5361298379228399,3.507159904534606,0.766109785202864,0.17938837920489298,0.08184339044781061,0.5441527446300716,0.28758949880668255,0.12291169451073986,0.97,0.103,0.231,0.702,0.51,0.9334088927637315,1.0,0.63,0.75,0.6,0.4,0.68
3502804,SP,Araçatuba,2,52.6,58.400000000000006,61.025000000000006,93.12,96.86500000000001,93.69,10.484501333150819,12.180113606360077,7.080253746827329,164.13621164520285,0.18718690120936077,0.6939465996544684,3.130392156862745,0.7607843137254902,0.1901715732485792,0.06333858347300951,0.7225490196078431,0.2754901960784314,0.23627450980392156,0.94,0.092,0.207,0.744,0.52,0.9807157445323645,1.0,0.5,0.75,0.8,0.4,0.69
3503307,SP,Araras,2,55.86,54.785,55.105000000000004,90.535,87.31,93.17,10.621254172277629,11.785110577422433,5.779075458691633,407.1264652980214,0.3322962729818542,0.5319277503968184,11.832402234636872,0.611731843575419,0.049343343303686386,0.09830676673075729,2.4078212290502794,0.6983240223463687,0.24860335195530725,0.89,0.124,0.2,0.728,0.47,1.0,0.67,0.75,0.25,0.6,0.8,0.61
3503703,SP,Ariranha,1,67.8,64.5,64.5,95.19,95.97,95.97,11.308100597315011,9.1539816383068,4.89447593955597,71.30139569973595,0.3975732274431665,0.492887018710388,44.39622641509434,0.5188679245283019,0.06679343950558593,0.10335722368917388,3.9622641509433962,0.6698113207547169,0.24528301886792453,0.82,0.137,0.226,0.663,0.4,0.9384192148978944,0.67,0.5,0.0,0.2,0.4,0.35
3504404,SP,Avanhandava,1,60.0,59.3,60.47,90.7,94.43,97.04,10.2800043386884,9.481359383531425,5.823903515787252,38.87455898484983,0.39340648713835513,0.33709057191940567,3.847058823529412,0.6705882352941176,0.09559930838306654,0.10287882830798423,1.1,0.45294117647058824,0.2823529411764706,0.86,0.241,0.264,0.623,0.42,0.8455613178767541,0.0,0.5,0.0,0.2,0.0,0.14
3504503,SP,Avaré,1,63.8,63.51,63.51,83.89,76.94,76.94,10.292111643448266,11.401770415604066,6.411095510689045,147.2759892027125,0.1972157359270412,0.6072158353620845,5.893233082706767,0.5323308270676692,0.07562417805262471,0.10961880308117716,1.243609022556391,0.5383458646616541,0.12180451127819548,0.91,0.235,0.181,0.695,0.47,0.9956190838073739,1.0,0.13,0.75,0.8,0.4,0.62
3505203,SP,Bariri,1,59.5,61.07,61.07,90.16,88.54,88.54,10.39445734759077,10.451695662489449,5.403127730900382,156.49932157394844,0.2585986770201925,0.5335428940726789,5.89159891598916,0.6043360433604336,0.12924904492345446,0.07123473541383989,1.7506775067750677,0.6287262872628726,0.2086720867208672,0.89,0.001,0.183,0.662,0.42,0.999595399109878,1.0,0.5,0.0,0.4,0.2,0.42
3505302,SP,Barra Bonita,1,59.4,62.26,62.58,89.25,94.23,95.38,10.48941137230805,10.500454174622105,5.017941869278694,242.04530313124584,0.34264336230673437,0.5193259291140659,4.454545454545454,0.5272727272727272,0.03283767038413878,0.019320453031312457,1.018181818181818,0.6909090909090909,0.18181818181818182,0.67,0.065,0.176,0.739,0.45,1.0,0.67,0.5,0.0,0.4,0.6,0.43
3505609,SP,Barrinha,1,71.6,65.0,65.0,93.56,92.34,92.34,9.592946185938265,10.371050706242503,4.995183189537334,217.5937286980232,0.19115356355620866,0.47260272424122535,5.0,0.36363636363636365,0.010455159981973862,0.11792774369461488,2.0,0.7727272727272727,0.5909090909090909,0.86,0.401,0.24,0.646,0.4,0.9889101218633501,0.0,0.13,0.0,0.6,0.2,0.19
3505906,SP,Batatais,1,67.3,63.24,63.24,98.28,98.31,98.31,10.124468767685654,11.02648346297243,6.05454497449333,144.64350833441165,0.14830955541974866,0.5681720158191614,17.23404255319149,0.6409574468085106,0.08544935367987964,0.09787199002458563,2.970744680851064,0.5877659574468085,0.23670212765957446,0.95,0.29,0.19,0.685,0.5,,0.0,0.63,0.25,0.6,0.6,0.42
3506201,SP,Bento de Abreu,1,56.8,60.43,59.28,94.29,92.07,90.98,11.060903197680215,7.98139158158007,5.710989772905553,9.712122721386592,0.4364807065941836,0.243251075075632,2.8181818181818183,0.509090909090909,0.03920485919381557,0.09927947670750738,1.2363636363636363,0.32727272727272727,0.16363636363636364,0.87,0.138,0.274,0.712,0.38,0.931965811965812,0.0,0.5,0.25,0.2,0.0,0.19
3506805,SP,Bocaina,1,50.0,62.28,65.01,93.74,97.09,97.02,9.836866865194231,9.39607277189222,5.210441980046028,66.09029779058596,0.12336698755576427,0.4491993425686781,3.183206106870229,0.4351145038167939,0.0190648203893237,0.18773157678056815,1.083969465648855,0.5877862595419847,0.29770992366412213,0.89,0.008,0.188,0.656,0.42,1.0,0.0,0.38,0.25,0.6,0.2,0.29
3508207,SP,Buritizal,1,62.6,58.94,64.3,96.93,95.81,96.51,10.650554575085504,8.391403185357937,4.88778946409741,33.480176211453745,0.3806210844492477,0.237890992192821,2.6405228758169934,0.673202614379085,0.11489727577156304,0.19519975694971897,1.2287581699346406,0.41830065359477125,0.0457516339869281,0.95,0.004,0.267,0.643,0.46,0.8148820326678766,0.0,0.38,0.0,0.2,0.4,0.2
3508801,SP,Cafelândia,1,57.85,57.85,65.54,96.67,96.67,97.36,10.209316470468945,9.77826440778205,6.828127485219918,19.128200680788325,0.1957261695113486,0.419013054958496,6.4980237154150196,0.3201581027667984,0.028762275744774236,0.1300869414391952,1.66798418972332,0.5612648221343873,0.13438735177865613,0.91,0.141,0.247,0.661,0.46,1.0,0.0,0.0,0.0,0.2,0.0,0.04
