cnpj_clean,buffer_km,prior_entry_area_total_ha,prior_pasture_area_ha,prior_pasture_share,prior_annual_agriculture_area_ha,prior_annual_agriculture_share,prior_perennial_agriculture_area_ha,prior_perennial_agriculture_share,prior_agricultural_mosaic_area_ha,prior_agricultural_mosaic_share,prior_forestry_area_ha,prior_forestry_share,prior_native_vegetation_area_ha,prior_native_vegetation_share,prior_other_uses_area_ha,prior_other_uses_share,prior_productive_share,source_method,origin_year_window
00297598000122,100,20853.64763289018,6632.733150465023,0.3180610542207464,12769.593848834658,0.6123434170190242,0.0,0.0,533.6255782582539,0.02558907619675248,13.434047913333174,0.0006442061432046602,880.102687114616,0.04220377665375558,24.158320304296552,0.0011584697665167351,0.9566377535797277,grid_intersection_approximation,1987-2015
00372496000124,100,1087138.8896783274,111018.68132505464,0.1021200532692781,320551.5180326424,0.29485792576833497,4328.333887232731,0.003981399183055109,634410.1914755566,0.5835594674230371,848.9502982115505,0.0007809032555745896,14471.159728270111,0.013311233611146016,1510.0549313594563,0.0013890174895741841,0.9852997488992798,grid_intersection_approximation,1987-2015
00595322000120,100,319039.5846450298,25454.573523767038,0.07978500082392076,239219.55689517048,0.7498115231103101,0.0,0.0,53323.32548592219,0.16713702014516743,49.45077920501349,0.0001549988828503318,870.2848623578932,0.0027278272171968585,122.39309860720873,0.0003836298205546684,0.9968885429622486,grid_intersection_approximation,1987-2015
01105558000102,100,41354.82603340713,13500.297491496553,0.3264503514194639,14466.859294264475,0.3498227578705784,170.03259470062147,0.0041115538622570015,12897.750698929456,0.31188018270250817,22.40391889173936,0.0005417485947986117,263.74493405335664,0.006377609564607986,33.73710107092728,0.0008157959857858882,0.9928065944496061,grid_intersection_approximation,1987-2015
02043917000107,100,282050.8170521879,19048.50993134834,0.06753573746189075,209193.14060799184,0.7416859940146345,0.0,0.0,53189.413049735806,0.18858095716806295,41.47095510924549,0.00014703362870093054,547.8874840706516,0.0019425133732878918,30.395023932030803,0.00010776435342290395,0.9979497222732893,grid_intersection_approximation,1987-2015
02414858000470,100,161256.60356487427,68575.91212459942,0.42525955904194035,25619.225033751394,0.15887240874104522,0.0,0.0,65037.40694912018,0.40331623952972157,18.216486221952756,0.00011296583097525169,1917.1725189994163,0.011888955097755912,88.67045218189482,0.0005498717585616411,0.9875611731436823,grid_intersection_approximation,1987-2015
02460988000105,100,170535.17343643622,69633.8901967911,0.40832567729932745,30422.924520765537,0.17839677239431848,0.0,0.0,68371.35873591051,0.40092232797590377,23.747549924041042,0.00013925309040655178,1982.8163858326523,0.011627023011600067,100.43604721239045,0.0005889462284437533,0.9877840307599562,grid_intersection_approximation,1987-2015
02635522000195,100,166077.28820609543,67329.69151803006,0.40541179498593777,29940.15012372696,0.18027841402716308,0.0,0.0,66775.83690935583,0.40207687415084487,23.79651245621268,0.00014328577202369863,1907.5983822753367,0.011486208637439224,100.21476025103317,0.0006034224265913504,0.9879103689359695,grid_intersection_approximation,1987-2015
02635522004930,100,173724.18730937695,72330.11108327049,0.41635026304346046,30199.392277007417,0.173835277313612,0.0,0.0,69037.74069185652,0.3973985531957653,22.37169589738572,0.00012877709341385524,2033.6881937555654,0.011706419383812509,100.88336758956363,0.0005807099699358809,0.9877128706462516,grid_intersection_approximation,1987-2015
02678100000105,100,11921.743968692088,597.7763362681455,0.0501416854646415,10596.31443859762,0.88882251341958,0.0,0.0,692.9655940684431,0.05812619327241492,0.12378998328013144,1.0383546535240029e-05,27.05009043267453,0.0022689709243640254,7.513719341926204,0.0006302533724644751,0.9971007757031716,grid_intersection_approximation,1987-2015
