cnpj_clean,buffer_km,prior_entry_area_total_ha,prior_pasture_area_ha,prior_pasture_share,prior_annual_agriculture_area_ha,prior_annual_agriculture_share,prior_perennial_agriculture_area_ha,prior_perennial_agriculture_share,prior_agricultural_mosaic_area_ha,prior_agricultural_mosaic_share,prior_forestry_area_ha,prior_forestry_share,prior_native_vegetation_area_ha,prior_native_vegetation_share,prior_other_uses_area_ha,prior_other_uses_share,prior_productive_share,source_method,origin_year_window
00297598000122,30,3254.8813371093133,62.194159829702215,0.019107965356714773,2764.6170213539585,0.8493756714981313,0.0,0.0,300.4207025170665,0.09229851149777171,0.0,0.0,117.95877978837751,0.036240577634433106,9.690673620208454,0.0029772740129490618,0.9607821483526178,grid_intersection_approximation,1987-2015
00372496000124,30,123262.82824607738,10784.284962592212,0.08749016322311591,42717.34206211429,0.34655494012221555,180.93570225125518,0.0014678853700325761,67905.63098219843,0.5509011268720374,37.42538024237307,0.0003036225987583087,1587.5833703412,0.012879660420997373,49.62578633762464,0.0004026013928428897,0.9867177381861597,grid_intersection_approximation,1987-2015
00595322000120,30,29930.707014326956,1996.6394845064187,0.06670873105505612,23662.201724111386,0.7905660802728443,0.0,0.0,4201.977415883405,0.14039018235927542,6.200628948545547,0.0002071661369568546,59.39772943434039,0.0019845080641064856,4.290031442856764,0.00014333211176078303,0.9978721598241326,grid_intersection_approximation,1987-2015
01105558000102,30,9667.562911109766,1149.6333984498394,0.1189165676003726,4880.9344524557,0.5048774440191778,63.89044364220925,0.006608743509575475,3541.2258596773686,0.3662997481617486,0.6315757831683783,6.532936883633663e-05,26.435606207263874,0.0027344643578046555,4.811574894215668,0.0004977029824844796,0.9967678326597108,grid_intersection_approximation,1987-2015
02043917000107,30,17343.611923570363,459.0199832246334,0.02646622775275632,15264.679449529973,0.880132668834969,0.0,0.0,1591.2332417365385,0.09174751192247425,4.029040890837865,0.00023230690980592726,21.237745595030166,0.0012245284136096005,3.4124625933502077,0.00019675616638496123,0.9985787154200054,grid_intersection_approximation,1987-2015
02414858000470,30,38025.259501033644,18027.215391296286,0.4740852693143685,3862.499608690723,0.10157720576728026,0.0,0.0,15759.208226855162,0.41444051753090017,1.4318370596973857,3.765489252370425e-05,349.45284753532536,0.009190018743352065,25.451589596453253,0.0006693337515753548,0.9901406475050727,grid_intersection_approximation,1987-2015
02460988000105,30,41421.08270931086,13651.845195110387,0.32958687465795405,7017.414453665276,0.1694164902185877,0.0,0.0,20047.208544414127,0.48398562357974784,10.554903239296797,0.0002548195882123624,670.1785376614887,0.016179647991452484,23.881075220286128,0.0005765439640455851,0.983243808044502,grid_intersection_approximation,1987-2015
02635522000195,30,36867.94693049579,12166.82255218788,0.3300108512992335,6961.841945563096,0.1888318315822604,0.0,0.0,17143.27737827033,0.4649913761292211,9.122998167624276,0.00024745066994978426,565.1860389836351,0.015330011189642195,21.696017323222694,0.0005884791296929138,0.9840815096806649,grid_intersection_approximation,1987-2015
02635522004930,30,49876.11996821725,19405.73552164808,0.38907869204769874,6757.583190343131,0.13548734734476722,0.0,0.0,23004.527028915254,0.4612332924769312,8.554925251514993,0.00017152347169279567,669.6811294993347,0.013426889058853779,30.038172559937863,0.0006022556000562834,0.98597085534109,grid_intersection_approximation,1987-2015
02678100000105,30,8181.685019159753,31.508352979648553,0.003851083597799566,7996.8285718624775,0.9774060664931024,0.0,0.0,147.86995991740517,0.018073289251679257,0.0,0.0,1.3693437283617176,0.00016736695743664148,4.1087906718602305,0.0005021936999821336,0.9993304393425813,grid_intersection_approximation,1987-2015
02773950000184,30,62186.79185383333,2249.4517099190316,0.03617249970389605,50281.48864748518,0.8085557583621468,0.0,0.0,9468.581163784876,0.15226032540865367,0.0,0.0,91.93631524473835,0.0014783897432887301,95.33401739950331,0.001533026782014752,0.9969885834746964,grid_intersection_approximation,1987-2015
02783009000141,30,39454.28636097192,16478.45163337799,0.4176593509413576,3998.3905724247174,0.10134236204003211,0.0,0.0,18498.34872038907,0.4688552354272865,15.080705503793821,0.0003822323730764933,456.4241542060445,0.011568430107445514,7.590575070305132,0.00019238911080175333,0.9882391807817528,grid_intersection_approximation,1987-2015
02859452000230,30,99455.16651407469,5664.7968099274,0.05695829596872406,73523.5305490261,0.7392630581803027,0.0,0.0,20133.40264396899,0.20243697084474493,2.874972618766494,2.8907222415234043e-05,85.49957142649524,0.0008596795362500903,45.06196710694778,0.0004530882475629932,0.9986872322161869,grid_intersection_approximation,1987-2015
02896264000109,30,15369.089087962597,6122.452958994401,0.3983614724303758,2068.002332951537,0.13455594675231866,0.0,0.0,6957.767950057549,0.4527117977022479,14.622922157580842,0.0009514501525684974,195.9328848625854,0.01274850342406072,10.310038938942728,0.0006708295384283883,0.9865806670375108,grid_intersection_approximation,1987-2015
03345641000338,30,108760.94968752711,19926.04136685205,0.18320951981478698,57269.61887120321,0.5265641669711439,1655.8030698295652,0.015224242474773603,29853.394450324446,0.2744863348112901,3.1587143882573874,2.9042725328644624e-05,33.00471185635271,0.0003034610487603875,19.92850307323943,0.00018323215391640574,0.9995133067973232,grid_intersection_approximation,1987-2015
03347747000109,30,29916.421402562362,14770.81002703671,0.4937358592552644,2609.8873429749683,0.08723928934733582,0.0,0.0,12277.051351748276,0.4103783399272728,0.0,0.0,240.61360543927339,0.008042860548109028,18.05907536313453,0.0006036509220179576,0.991353488529873,grid_intersection_approximation,1987-2015
03445208000455,30,175712.172222348,65890.64815486342,0.37499193892774096,50400.97246919802,0.286838252761568,2413.7398317033562,0.013736895976955911,56913.7402965732,0.3239032309301485,8.042967978007773,4.5773539056987575e-05,63.33380849406875,0.00036044064388393934,21.694693537919132,0.00012346722064574128,0.9995160921354704,grid_intersection_approximation,1987-2015
03937452000435,30,114457.95739012034,10481.520808675938,0.0915752914666348,62914.51192082074,0.5496735513668299,0.0,0.0,40150.06558417568,0.35078439716801474,0.0,0.0,142.23537030153858,0.001242686603402691,769.6237061464368,0.006724073395117816,0.9920332400014795,grid_intersection_approximation,1987-2015
04165520000105,30,5212.214391398957,2851.548690692035,0.547089677546184,1826.083110730574,0.3503468916673732,0.0,0.0,0.013422096510963344,2.5751236428632127e-06,15.308895704945618,0.0029371193422526726,519.2602721748914,0.09962373632054726,0.0,0.0,0.9003762636794528,grid_intersection_approximation,1987-2015
04165520000296,30,3361.041274902742,2091.6783408291494,0.6223304534960452,961.7942466221402,0.2861596058947451,0.0,0.0,0.0,0.0,11.220155674524113,0.0033382974967627525,296.14831658059103,0.08811207371714311,0.20021519633716284,5.956939530382781e-05,0.911828356887553,grid_intersection_approximation,1987-2015
04171382000177,30,252676.04665695125,118468.81072024215,0.46885651524017546,14058.295787450366,0.05563762760043806,1078.7691010598417,0.004269376204561431,118580.8710929098,0.4693000094856739,16.152469130082615,6.392560491502471e-05,435.66347238937226,0.0017241977550046766,37.48401376963952,0.0001483481092314625,0.998127454135764,grid_intersection_approximation,1987-2015
04248044000277,30,237623.43175446222,70492.97929257652,0.2966583672834814,21305.930012769128,0.08966258022392623,4664.452760871634,0.019629599347304447,140583.32704159562,0.5916223244636128,2.085212651858579,8.775282119539635e-06,470.0195652267043,0.001978001755788034,104.63786877075385,0.00044035164376750866,0.9975816466004445,grid_intersection_approximation,1987-2015
04969941000199,30,136944.08667863344,8232.885743383102,0.06011859250778171,28160.914756090802,0.2056380486305772,1940.5302847419794,0.014170237881799308,94981.22173862522,0.6935766563000092,153.31558783393342,0.0011195487994579785,3121.6974118010294,0.022795415906688352,353.5211561573616,0.0025814999736861175,0.9746230841196254,grid_intersection_approximation,1987-2015
05242560000176,30,266637.01572819846,58443.099334371895,0.21918599401797606,51517.481722814875,0.1932120399042052,6891.745990372904,0.02584692140943453,149007.0913713188,0.5588387304904883,0.05980712861231443,2.2430167262777936e-07,652.4670279939054,0.002447023442007805,125.0704741974605,0.000469066434215396,0.9970839101237767,grid_intersection_approximation,1987-2015
05553456000100,30,79042.74369007282,28377.505986020693,0.35901468827156485,6069.512236446995,0.07678772209939469,111.10984877622916,0.00140569321849317,44434.48410548682,0.562157663449978,0.5537868135183075,7.006168911465291e-06,43.59342436900341,0.0005515170948510282,5.9843021595593315,7.570969680687989e-05,0.9993727732083422,grid_intersection_approximation,1987-2015
05620523000235,30,87826.45033508229,27189.915102103354,0.3095868613426397,23787.99722696404,0.27085231312669733,0.0,0.0,36781.43755944994,0.418796813706105,0.059433764800509624,6.767182844547777e-07,63.63530153371269,0.0007245573661570785,3.4057112664444555,3.877774011645377e-05,0.9992366648937264,grid_intersection_approximation,1987-2015
05643160000172,30,10070.778639928663,1287.3762304794661,0.12783283959546798,5354.285905773382,0.5316655342363189,0.0,0.0,3376.0405752219426,0.3352313357218084,0.0,0.0,51.39779520581352,0.005103656533769031,1.6781332480577857,0.000166633912635545,0.9947297095535953,grid_intersection_approximation,1987-2015
