cnpj_clean,emissor,cidade,uf,rota,rota_tag,cohort,X,Y,neea_first,neea_t2_2026,delta_neea,vol_pct_first,vol_pct_t2_2026,delta_vol_pct,cane_area_total_ha,mean_first_key_year,first_entry_year,last_entry_year,n_entry_years,schema,buffer_km,frontier_source_method,frontier_year_window,frontier_area_definition,cane_area_total_ha_approx_from_origin,outcome
03445208000455,UMOE BIOENERGY S.A. - Sandovalina - SP,Sandovalina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5223359.88634961,7502626.33872067,48.8,63.74,14.940000000000005,97.06,94.4,-2.6599999999999966,1330399.913785381,2004.71638394643,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1330399.913785381,delta_neea
03937452000435,CRV industrial Ltda. - Capinópolis - MG,Capinópolis,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5454944.6800123,7925846.62700244,61.55,61.99,0.4400000000000048,99.24,94.37,-4.86999999999999,772709.5120711494,2009.2530912584682,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,772709.5120711494,delta_neea
04165520000105,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Lambari D'Oeste - MT,Lambari D'Oeste,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4576007.98289422,8293081.4394439,59.24,56.53,-2.710000000000001,90.14,77.97,-12.170000000000002,51211.7945524787,2006.7762663656194,1989.0,2015.0,27.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,51211.7945524787,delta_neea
04165520000296,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Mirassol D'oeste - MT,Mirassol D'oeste,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4557407.19929998,8257542.15927619,64.29,50.22,-14.070000000000007,91.13,66.56,-24.569999999999997,22120.11556665795,2008.0017325648123,1989.0,2015.0,24.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,22120.11556665795,delta_neea
04171382000177,CENTRAL ENERGETICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ÁLCOOL LTDA EM RECUPERAÇÃO JUDICIAL - Monte Aprazível - SP,Monte Aprazível,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5440882.40687005,7689999.2280727,59.2,58.74,-0.4600000000000008,91.32,95.63,4.310000000000002,2005969.3865152935,2004.7042129334884,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,2005969.3865152935,delta_neea
04248044000277,Onda Verde Agrocomercial S. A. - Onda Verde - SP,Onda Verde,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5500144.19989923,7713489.50674341,53.66,52.04,-1.6199999999999974,90.47,92.11,1.6400000000000006,2423255.7375375135,2004.4723119051223,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,2423255.7375375135,delta_neea
04969941000199,Usina Bela Vista S.A. - Pontal - SP,Pontal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5615412.58213949,7671897.6575594,65.2,64.97,-0.2300000000000039,98.11,99.4,1.2900000000000065,1657872.232898314,2000.2079256515271,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1657872.232898314,delta_neea
05242560000176,USINA VERTENTE LTDA. - Guaraci - SP,Guaraci,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5521576.11089507,7734603.6637713,64.1,67.04,2.940000000000012,98.94,93.04,-5.899999999999992,2311713.0697599496,2004.2558914064418,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,2311713.0697599496,delta_neea
05553456000100,Usina Ouroeste Açúcar e Álcool Ltda. - Ouroeste - SP,Ouroeste,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5373059.22220696,7789234.84327185,55.3,64.72,9.420000000000002,97.83,98.04,0.2100000000000079,974006.9161943407,2007.6888708692227,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,974006.9161943407,delta_neea
05620523000235,Usina Eldorado em Recuperacao Judicial - Rio Brilhante/MS,Rio Brilhante,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4998667.05441077,7581265.61271929,58.8,65.44,6.640000000000001,99.67,87.31,-12.36,526531.0183934111,2010.189548227208,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,526531.0183934111,delta_neea
05643160000172,ENERGÉTICA SERRANÓPOLIS LTDA. - Serranópolis​ - GO,Serranópolis​,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5200073.40995457,7965283.74478764,63.3,63.36,0.0600000000000022,68.0,70.25,2.25,162991.2734053498,2012.1092129878907,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,162991.2734053498,delta_neea
05928246000141,COPLASA - ACUCAR E ALCOOL LTDA EM RECUPERACAO JUDICIAL - Planalto - SP,Planalto,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5426788.99141756,7672471.74730586,58.6,58.56,-0.0399999999999991,92.53,96.84,4.310000000000002,1906325.8895968674,2004.4954355502473,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1906325.8895968674,delta_neea
05938884000143,VALE DO PARANÁ S.A. AÇÚCAR E ÁLCOOL – Suzanápolis/SP,Suzanápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5309810.66592045,7741669.95860548,66.4,62.51,-3.890000000000008,100.0,99.15,-0.8499999999999943,1122990.8689472694,2005.5556445410853,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1122990.8689472694,delta_neea
05980986000127,AGROINDUSTRIAL SANTA JULIANA LTDA. - SANTA JULIANA - MG,SANTA JULIANA,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5689655.69486325,7824882.09653371,52.8,66.59,13.790000000000006,97.69,94.6,-3.0900000000000034,709682.65160748,2005.4639958576497,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,709682.65160748,delta_neea
06044698000808,Sada Bio-Energia e Agricultura Ltda. - Jaíba - MG,Jaíba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,6086551.59796969,8293728.10478262,61.05,59.24,-1.8099999999999952,95.61,98.66,3.049999999999997,8811.937488496407,2010.138430785451,1990.0,2015.0,18.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,8811.937488496407,delta_neea
06059962000100,USINA ITAPAGIPE ACUCAR E ALCOOL LTDA. - Itapagipe - MG,Itapagipe,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5451352.76360256,7794240.56472791,51.2,61.57,10.369999999999996,98.52,80.33,-18.19,1323870.5100993617,2007.0637584205497,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1323870.5100993617,delta_neea
06252818003799,Abengoa Bioenergia Agroindustrial Ltda. - Em Recuperação Judicial - Unidade São João - São João da Boa Vista - SP,São João da Boa Vista,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5730700.17016266,7557336.91796437,63.0,60.1,-2.8999999999999986,100.0,93.2,-6.799999999999997,562394.5390662834,1999.6685987191886,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,562394.5390662834,delta_neea
06315338002324,COFCO INTERNATIONAL BRASIL S.A. - Unidade Sebastianópolis - Sebastianópolis do Sul - SP,Sebastianópolis do Sul,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5422166.47710356,7717572.31613689,60.7,62.78,2.0799999999999983,75.39,94.1,18.709999999999997,1909959.7586531537,2005.4866282985463,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1909959.7586531537,delta_neea
06315338002405,COFCO INTERNATIONAL BRASIL S.A. - Unidade Meridiano - Meridiano - SP,Meridiano,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5395909.59594227,7732321.44576074,60.2,62.78,2.5799999999999983,87.9,,,1685453.6066848806,2005.919033248358,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1685453.6066848806,delta_neea
06315338015060,COFCO INTERNATIONAL BRASIL S.A. - Unidade Potirendaba - Potirendaba - SP,Potirendaba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5485225.81406155,7658752.52785581,67.4,64.42,-2.980000000000004,83.51,90.73,7.219999999999999,2077592.2477780774,2003.7194331583535,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,2077592.2477780774,delta_neea
06315338015140,COFCO INTERNATIONAL BRASIL S.A. - Unidade Catanduva - Catanduva- SP,Catanduva,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5521680.83072561,7657596.1707727,63.48,61.51,-1.9699999999999989,86.22,92.61,6.390000000000001,2041313.5166577436,2002.8956704236984,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,2041313.5166577436,delta_neea
07130855000186,CENTRAL ENERGÉTICA MORRINHOS S.A. - Morrinhos-GO,Morrinhos,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5504739.83919693,8010461.16768676,63.3,63.3,0.0,92.87,92.87,0.0,413772.6644069943,2008.3010482652123,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,413772.6644069943,delta_neea
07280328000158,Ipiranga Agroindustrial S. A. - Unidade Iacanga - Iacanga - SP,Iacanga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5515658.18969742,7580350.79504414,59.42,64.7,5.280000000000001,91.02,92.91,1.8900000000000008,1219230.2994584844,2001.4409403296195,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1219230.2994584844,delta_neea
07280328001715,IPIRANGA AGROINDUSTRIAL S.A. - Mococa - Mococa -SP,Mococa,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5709618.00659163,7622736.31428334,63.9,67.18,3.280000000000008,89.08,93.65,4.570000000000007,743849.237074442,1999.6696591264708,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,743849.237074442,delta_neea
07280328001804,IPIRANGA AGROINDUSTRIAL S.A. - DESCALVADO - Descalvado - SP,Descalvado,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5645857.24932531,7571700.07898056,62.3,64.62,2.3200000000000074,95.53,97.91,2.3799999999999955,929862.9322268169,1998.7814144369981,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,929862.9322268169,delta_neea
07298800000180,CONQUISTA DO PONTAL S. A. - EM RECUPERACAO JUDICIAL - Mirante do Paranapanema/SP,Mirante do Paranapanema,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5194336.60478394,7520927.01396112,59.4,60.66,1.259999999999998,99.19,97.38,-1.8100000000000025,1175690.6991739967,2005.4635032823458,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1175690.6991739967,delta_neea
07300906000170,USINA NOVA GÁLIA LTDA. - Paraúna - GO,Paraúna,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5372760.88105837,8079751.79798872,48.92,51.2,2.280000000000001,93.19,78.08,-15.11,343873.7671106206,2009.5262056254442,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,343873.7671106206,delta_neea
07398533000112,USINA GUARIROBA LTDA. - Pontes Gestal - SP,Pontes Gestal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5443277.70642288,7769467.69587937,56.0,67.33,11.329999999999998,99.29,71.7,-27.590000000000003,1590792.902276813,2006.5827803183606,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1590792.902276813,delta_neea
07455944000100,Usina Frutal Açúcar e Álcool Ltda. - Frutal - MG,Frutal,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5541792.10574911,7769934.94690167,50.7,63.47,12.769999999999996,97.3,91.62,-5.679999999999993,1996038.9161454008,2004.4055282157824,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1996038.9161454008,delta_neea
07458537000149,Atena - Tecnologias em Energia Natural Ltda. - Martinópolis-SP,Martinópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5306541.87663521,7546389.39865535,55.9,62.45,6.550000000000004,86.79,88.54,1.75,1555731.8812753563,2002.8797324871455,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1555731.8812753563,delta_neea
07459492000127,DESTILARIA VALE DO PARACATU - AGROENERGIA S.A. - Paracatu - MG,Paracatu,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5788436.96878321,8099528.94234388,58.2,58.2,0.0,95.42,95.42,0.0,37043.019753657085,2012.3853594197076,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,37043.019753657085,delta_neea
07670089000142,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,Campos de Julio,MT,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,4435217.90773278,8416022.37972843,63.47,63.55,0.0799999999999983,35.08,68.91,33.83,1541.053584370975,2011.0844178287364,1988.0,2015.0,21.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1541.053584370975,delta_neea
07674341000191,USINA UBERABA S/A - Uberaba - MG,Uberaba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5649070.45002857,7843049.67257957,55.1,58.66,3.559999999999995,100.0,96.24,-3.760000000000005,852867.8926296564,2006.218595618092,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,852867.8926296564,delta_neea
07863768000138,CENTRAL ENERGÉTICA VICENTINA LTDA. - Vicentina - MS,Vicentina,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4957691.64645764,7512525.16902396,46.22,46.22,0.0,94.44,94.44,0.0,447103.6824000941,2010.8711490561675,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,447103.6824000941,delta_neea
07895728000682,IACO Agrícola S. A. - Paraíso das Águas - MS,Paraíso das Águas,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5115681.32211249,7920403.46115419,60.0,65.6,5.599999999999994,80.6,84.03,3.430000000000007,153707.2655152725,2012.3897153417054,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,153707.2655152725,delta_neea
07903169000109,ADECOAGRO Vale do Ivinhema S.A. - Usina Angélica - Angélica - MS,Angélica,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5016136.4819986,7561787.55321358,66.4,65.6,-0.8000000000000114,98.99,92.97,-6.019999999999996,526637.185395523,2010.1975659810998,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,526637.185395523,delta_neea
07903169001768,ADECOAGRO Vale do Ivinhema S.A. - Unidade Ivinhema - Ivinhema/MS,Ivinhema,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5011100.93780706,7522311.17438878,68.1,66.21,-1.8900000000000008,95.74,93.67,-2.069999999999993,532465.4689515604,2010.1416168991793,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,532465.4689515604,delta_neea
07912062000119,USINA LAGUNA - ÁLCOOL E AÇÚCAR LTDA - Batayporã-MS,Batayporã,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5071846.17405905,7515313.57003671,60.0,61.77,1.7700000000000031,100.0,95.87,-4.129999999999996,648737.7539769611,2009.0241953651118,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,648737.7539769611,delta_neea
07930999000206,Bambuí Bioenergia S.A. - Bambuí - MG,Bambuí,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5832071.41350924,7758293.75850072,65.4,62.05,-3.3500000000000085,98.05,99.19,1.1400000000000006,120046.0211469484,2006.5863251313783,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,120046.0211469484,delta_neea
07969961000239,PARAPUÃ AGROINDUSTRIAL S/A - EM RECUPERAÇÃO JUDICIAL - Parapuã - SP,Parapuã,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5323843.36083459,7572181.42258664,48.64,57.72,9.079999999999998,92.46,96.34,3.8800000000000097,1552202.7542377315,2002.823902358117,1987.0,2015.0,29.0,pre_renovabio_1985_2015,100,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,1552202.7542377315,delta_neea
