schema,model,variable,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2,aic,bic
10y_1985_2024,M2_frontier_x_slope,C(uf)[T.MG],-0.2387174378825753,0.8849312085867675,0.7873462930311353,-1.973150735508142,1.4957158597429911,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,C(uf)[T.MS],-1.7956235871882846,1.7515347196923923,0.3052822433120427,-5.228568555456833,1.6373213810802634,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,C(uf)[T.MT],-4.176955823664778,2.201509025794953,0.057786392830389624,-8.491834225862746,0.1379225785331908,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,C(uf)[T.PR],-1.7533431679867284,1.0356528291885294,0.0904586049260245,-3.783185413683259,0.27649907770980175,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,C(uf)[T.SP],-1.735749167132226,1.0840767225896362,0.10934784199532092,-3.860500499886132,0.38900216562168,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,neea_first_c,-0.36872424667014636,0.05804618230530132,2.1217894674800853e-10,-0.4824926734285831,-0.2549558199117096,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,frontier_decade_c,1.291703001816292,0.4548813816202491,0.00451633404624107,0.40015187660278373,2.1832541270298003,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,share_slope_le12_c,0.723101763266759,6.42144425210309,0.9103418647152935,-11.86269769958704,13.30890122612056,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,frontier_decade_c:share_slope_le12_c,-4.827971095616102,8.223167246396283,0.5571243296448346,-20.945082737402227,11.289140546170021,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
10y_1985_2024,M2_frontier_x_slope,log_cane_area,1.5308678724236184,0.6950879360062624,0.02763643616111416,0.16852055176306235,2.8932151930841745,226,0.2917966379905703,0.2588569467343177,1276.5974751287908,1314.223360120786
5y_1985_2024,M0_frontier,Intercept,-12.617409084106848,8.028708872755274,0.11605808185876418,-28.353389317064362,3.1185711488506644,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,C(uf)[T.MG],0.12899448069948616,0.8992798376276133,0.8859411303166207,-1.6335616130736637,1.8915505744726362,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,C(uf)[T.MS],-1.6198962524671263,1.6984400799374584,0.34020751346545886,-4.948777639043875,1.7089851341096225,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,C(uf)[T.MT],-4.320380593037291,2.303686115254168,0.06073487159837341,-8.835522410620449,0.19476122454586609,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,C(uf)[T.PR],-1.3520437079830598,0.9120822940687561,0.13824179089401595,-3.139692155294492,0.4356047393283726,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,C(uf)[T.SP],-1.1238130388529408,0.9938090766725568,0.2581334616995675,-3.0716430366401575,0.8240169589342756,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,neea_first_c,-0.36688350213917886,0.05825909079313667,3.025889208665272e-10,-0.4810692218657758,-0.25269778241258195,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,frontier_decade_c,1.3575143137632173,0.45803839809509084,0.00303908590239897,0.4597755499604196,2.255253077566015,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M0_frontier,log_cane_area,1.3456486044474818,0.7480688190061234,0.07204558241149277,-0.12053933876193246,2.8118365476568963,226,0.2851965984331276,0.25884439929702163,1274.693908784751,1305.4787237782016
5y_1985_2024,M1_frontier_plus_slope,Intercept,-13.52712509477781,8.040793061806673,0.09250829664672738,-29.286789903058438,2.232539713502817,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,C(uf)[T.MG],0.08356783979183055,0.8858665931522596,0.924843393360971,-1.6526987778937952,1.819834457477456,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
5y_1985_2024,M1_frontier_plus_slope,C(uf)[T.MS],-1.6061764763047173,1.7068733099479034,0.34670224966574237,-4.951586689975281,1.7392337373658464,226,0.2854402599645244,0.25566693746304614,1276.6168569775143,1310.8222069702372
