cidade,cnpj_clean,dem_area_1985,dem_area_1990,dem_area_1995,dem_area_2000,dem_area_2005,dem_area_2010,dem_area_2015,dem_area_le12_1985,dem_area_le12_1990,dem_area_le12_1995,dem_area_le12_2000,dem_area_le12_2005,dem_area_le12_2010,dem_area_le12_2015,dem_cane_area_le12_total_ha,dem_cane_area_total_ha,dem_elevation_x_area_total,dem_slope_x_area_1985,dem_slope_x_area_1990,dem_slope_x_area_1995,dem_slope_x_area_2000,dem_slope_x_area_2005,dem_slope_x_area_2010,dem_slope_x_area_2015,dem_slope_x_area_total,emissor,uf,schema,share_cane_slope_le12,mean_cane_slope_pct,mean_cane_elevation_m,share_slope_le12_1985,mean_slope_pct_1985,share_slope_le12_1990,mean_slope_pct_1990,share_slope_le12_1995,mean_slope_pct_1995,share_slope_le12_2000,mean_slope_pct_2000,share_slope_le12_2005,mean_slope_pct_2005,share_slope_le12_2010,mean_slope_pct_2010,share_slope_le12_2015,mean_slope_pct_2015
GOIATUBA,02773950000184,0.0,753.1528019085526,992.6382801011205,1037.9894778728485,13086.013720974823,21804.798902593237,24536.83307297589,0.0,741.2383251935244,972.4697419777513,1018.2454650625587,12838.339415573257,21423.380471507036,23967.840120262197,60961.51353957633,62211.42625642647,39751134.83110399,0.0,3654.5529959648848,5033.182657882571,5277.728503316641,65431.73721406045,104730.57580285621,123111.0915710499,307238.86874513066,GOIASA GOIATUBA ÁLCOOL LTDA. - GOIATUBA - GO,GO,pre_renovabio_1985_2015,0.9799086310656473,4.93862441730136,638.9683892996694,,,0.9841805319122016,4.852339374830631,0.9796818856096153,5.070510334711088,0.9809786002351861,5.084568404423798,0.9810733573506359,5.000127510884668,0.9825075923520286,4.803097532369383,0.9768106604865661,5.017399401336787
Anicuns,02783009000141,0.77254968136549,565.609075972993,2416.4483296144826,583.9807708847757,5437.156371126396,7553.342128412046,2769.18747915348,0.0,537.375880265791,2257.1311258969354,532.8403776662899,4966.138824166824,6837.292629610207,2434.2414188885514,17565.0202564946,19326.496704845536,14579673.591002716,11.656102776527405,3349.8064923882484,15245.70750785774,3840.7470870432317,35475.1604520311,51422.89505653744,19561.45651742664,128907.42921606092,ANICUNS S.A. ÁLCOOL E DERIVADOS - Anicuns - GO,GO,pre_renovabio_1985_2015,0.9088569193241681,6.669984280376136,754.3878134596066,0.0,15.087835847560141,0.9500835525691775,5.9224765561367985,0.934069683276462,6.309138631691753,0.9124279500830068,6.57683827709636,0.9133706086768306,6.524579767545262,0.9052009710895519,6.807965822587223,0.8790453651887379,7.063969725663511
Turvelândia,02859452000230,5.533811837434769,775.3317469507456,628.2527389984213,474.42705613558786,17044.549433052918,21206.12588460384,23664.059961337203,5.533811837434769,771.4151812791824,627.2310142900429,472.63929370974796,17006.228026695928,21158.688668552917,23560.966094241805,63602.702090607054,63798.280632916154,32267425.348641466,26.568206444382668,3343.0909208208323,2244.008026891187,1864.317557721103,67346.25820022961,79415.99901802388,94004.16065349322,248244.4025836242,Vale do Verdão Sociedade Anônima Açúcar e Álcool - Turvelândia - GO,GO,pre_renovabio_1985_2015,0.9969344229912022,3.891082958990351,505.77264823643816,1.0,4.801067912113636,0.9949485292109264,4.311819984114759,0.9983737043311468,3.5718237066003877,0.9962317443688773,3.929618965888603,0.997751691442035,3.951190288998267,0.9977630418536106,3.7449555590765318,0.9956434412664675,3.972444323040046
INHUMAS,02896264000109,0.0,319.66256653535015,2361.057272058433,241.649511073033,2277.5849805717667,3811.8579048459437,2311.185478381199,0.0,296.5651454256738,2191.0859630827226,208.68354557106892,2025.8887216641915,3521.5829301347044,2004.1203552355078,10247.926661113868,11322.997713465726,9092563.967835085,0.0,2138.631873551654,14593.48348275546,1811.1580309388685,15729.651493749956,24324.306322435186,16501.2969496824,75098.52815311353,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL) - INHUMAS - GO,GO,pre_renovabio_1985_2015,0.9050542021152805,6.63238923591794,803.017380902751,,,0.9277443669428772,6.690279367806901,0.9280105099578864,6.180910414778913,0.863579423953393,7.494979083121288,0.8894898495315906,6.90628522225378,0.9238494765656877,6.381220635615024,0.8671395584569154,7.139754513013054
Astorga,03345641000338,340.87466612128065,2446.38722703118,6559.6747350587275,4481.189884637064,8281.400635461976,17628.0461781552,9814.0839505103,312.30090965745495,2254.151272156163,6134.781488669621,4030.826368572782,7486.804900893307,16029.439070907469,9048.252303639345,45296.556314496134,49551.657276975726,26447393.1932708,2362.833709025558,16234.826315176195,43089.390627833855,32343.470144360734,60028.365201101646,122918.52922696575,66899.50919422608,343876.9244186896,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA - Astorga - PR,PR,pre_renovabio_1985_2015,0.9141279788343885,6.939766363343668,533.7337769640983,0.9161751831282781,6.931678836422768,0.9214204714809988,6.636245536189303,0.9352264763802648,6.568830371655324,0.8994991224075841,7.217607594635607,0.9040505622725082,7.248576399510585,0.9093145609506778,6.972895803919964,0.9219660591112904,6.816684015704546
Rubiataba,03347747000109,0.0,1287.8154976218939,3111.9943154401926,489.2880257591605,5557.6886559853665,8277.950424281347,5908.112517705414,0.0,1226.6714023277164,2914.4116696663054,472.1915219426155,5160.364664315623,7559.08689946915,5431.439235594489,22764.165393315907,24632.84943679338,15687383.250796506,0.0,7751.030541419983,19650.51651219223,2715.445804581046,35841.15485723001,54933.50383676039,38903.43568236898,159795.08723455266,COOPERATIVA AGROINDUSTRIAL DE RUBIATABA – Rubiataba - GO,GO,pre_renovabio_1985_2015,0.9241385350780298,6.487072786466649,636.8480955095966,,,0.9525210751019169,6.018743023152923,0.9365093166161715,6.314444860871366,0.9650584054453024,5.5497900247361756,0.928509130996058,6.4489317548637395,0.9131592377379325,6.6361238013248265,0.9193188551026353,6.584748608931073
Sandovalina,03445208000455,0.0,2123.2015241151344,3548.623386295986,2391.630199044125,2679.2557988621443,44516.046057788066,18751.940124878405,0.0,2058.9287338117756,3434.7112300887698,2267.0257681600024,2575.7649952394704,42452.30329647692,17705.724351596364,70494.45837537329,74010.69709098386,26562973.827570006,0.0,11721.602181543438,20143.87235800916,14774.653023952245,16189.26220105945,271481.37238757894,117078.80962016487,451389.57177230803,UMOE BIOENERGY S.A. - Sandovalina - SP,SP,pre_renovabio_1985_2015,0.9524901284028181,6.098977438591067,358.90722384245674,,,0.9697283608864471,5.5207205008147,0.9678996208368799,5.67653147860109,0.947899791977069,6.177649466818618,0.961373302367536,6.042447387044896,0.9536404747485409,6.098505964234966,0.944207598450359,6.243557138113679
Capinópolis,03937452000435,0.0,158.9741406813264,187.32773170576377,35.52746683359146,7665.908263637944,15872.892003917079,9632.006532436111,0.0,152.01789278537035,185.8863381962566,34.76439446210861,7523.899791046306,15654.265515104811,9475.951565868072,33026.78549746293,33552.63613921181,17104892.66472476,0.0,870.0292850285769,944.98229975864,178.29358977079391,37605.257545738474,73411.78894224249,45427.47365431424,158437.8253168532,CRV industrial Ltda. - Capinópolis - MG,MG,pre_renovabio_1985_2015,0.9843275908466,4.722067877453371,509.79281013138814,,,0.9562428966991539,5.472772372285409,0.9923054985165187,5.044540341965633,0.9785216217340506,5.018471781450405,0.9814753232483574,4.905518857317041,0.9862264237192369,4.624978795554464,0.9837982910370213,4.716304282117716
Lambari D'Oeste,04165520000105,0.0,0.0,0.0,44.76173770427704,622.3368781432509,2934.598282240331,2517.2193025127053,0.0,0.0,0.0,44.76173770427704,620.3520105034113,2910.6243155300617,2496.771795205772,6072.509858943522,6118.9162006005645,1219668.343846321,0.0,0.0,0.0,180.48256628215313,2211.9522427916527,10882.015750825405,9284.530443057418,22558.98100295663,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Lambari D'Oeste - MT,MT,pre_renovabio_1985_2015,0.9924159213599808,3.686760900687362,199.32751223600874,,,,,,,1.0,4.032072380087867,0.996810621852008,3.554268307851267,0.991830579723516,3.7081790092638696,0.9918769464041045,3.688407455714938
Mirassol D'oeste,04165520000296,0.0,0.0,0.0,1.8075317963957787,0.0,730.008475344292,2796.2464223942043,0.0,0.0,0.0,1.635385476052761,0.0,724.0726111211029,2783.8437729841353,3509.551769581291,3528.062429534892,736238.9730998245,0.0,0.0,0.0,16.44868792593479,0.0,2710.939884225469,9546.201202878532,12273.589775029934,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Mirassol D'oeste - MT,MT,pre_renovabio_1985_2015,0.9947533071414382,3.4788471066392024,208.68082348443124,,,,,,,0.9047616641177336,9.100082199789515,,,0.9918687735503487,3.713573164951154,0.9955645363331571,3.41393416775653
Monte Aprazível,04171382000177,2812.075371961471,4475.790072123502,3910.557305980021,7975.587948030233,21116.974779013563,37676.05002643854,17377.92022966579,2507.3556000696385,4061.3955593912624,3538.1054449556796,7108.465106572182,18802.01254887286,32999.08146587946,15187.588871081083,84204.0045968222,95344.95573321314,45964743.95871755,19650.689056155905,31076.506644570476,26287.322232926475,55514.02940601969,146638.4136301777,271413.26383397554,125934.36362287318,676514.588426699,CENTRAL ENERGETICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ÁLCOOL LTDA EM RECUPERAÇÃO JUDICIAL - Monte Aprazível - SP,SP,pre_renovabio_1985_2015,0.8831511216223679,7.095441842981916,482.0888908620665,0.8916388319708213,6.987966699644047,0.9074142204941186,6.943244911803132,0.9047573448278617,6.722142184881916,0.8912778785578801,6.960493667395423,0.8903743431828428,6.944101376486449,0.8758636174100763,7.203867274927064,0.8739589473517321,7.2468029521674895
