cidade,cnpj_clean,dem_area_1985,dem_area_1995,dem_area_2005,dem_area_2015,dem_area_2024,dem_area_le12_1985,dem_area_le12_1995,dem_area_le12_2005,dem_area_le12_2015,dem_area_le12_2024,dem_cane_area_le12_total_ha,dem_cane_area_total_ha,dem_elevation_x_area_total,dem_slope_x_area_1985,dem_slope_x_area_1995,dem_slope_x_area_2005,dem_slope_x_area_2015,dem_slope_x_area_2024,dem_slope_x_area_total,emissor,uf,schema,share_cane_slope_le12,mean_cane_slope_pct,mean_cane_elevation_m,share_slope_le12_1985,mean_slope_pct_1985,share_slope_le12_1995,mean_slope_pct_1995,share_slope_le12_2005,mean_slope_pct_2005,share_slope_le12_2015,mean_slope_pct_2015,share_slope_le12_2024,mean_slope_pct_2024,dem_area_1990,dem_area_2000,dem_area_2010,dem_area_2020,dem_area_le12_1990,dem_area_le12_2000,dem_area_le12_2010,dem_area_le12_2020,dem_slope_x_area_1990,dem_slope_x_area_2000,dem_slope_x_area_2010,dem_slope_x_area_2020,share_slope_le12_1990,mean_slope_pct_1990,share_slope_le12_2000,mean_slope_pct_2000,share_slope_le12_2010,mean_slope_pct_2010,share_slope_le12_2020,mean_slope_pct_2020
Sertãozinho,71324784000151,124851.73537009115,19848.162248309072,2585.564212243726,1609.45117436513,907.6114325427249,120649.2204403142,18518.90270100493,2331.922029400017,1381.211586693192,782.7766973551289,143664.03345476746,149802.52443755177,84947401.45136297,629143.6144709749,113106.36448440439,15186.818758585112,11394.344164747408,6273.424522908472,775104.5664016199,USINA SANTO ANTONIO S/A - Sertãozinho - SP,SP,10y_1985_2024,0.9590227801178126,5.174175597586395,567.0625496486545,0.9663399558098278,5.039125908871342,0.9330285831668175,5.698581212174456,0.9019006444927542,5.873696227179036,0.8581879392756538,7.079645748956667,0.8624579520358571,6.912015756933688,,,,,,,,,,,,,,,,,,,,
Barrinha,71324792000440,142818.29093481155,15409.365466496844,2405.804204494053,1092.6523552091098,1313.7752860930914,138646.9354073301,14643.992340042483,2268.32387910795,944.4065203248284,1230.9599337862696,157734.61808059158,163039.88824710468,92434014.2623897,720831.0627035078,82260.36644150487,12666.02793681493,7297.233219160812,6934.181659622344,829988.8719606105,USINA SÃO FRANCISCO S.A. - Barrinha - SP,SP,10y_1985_2024,0.9674602931616808,5.090710505779249,566.9411041443791,0.9707925679534604,5.047190090186182,0.9503306526074393,5.338335742659616,0.9428547322640431,5.264779200715807,0.864324792622709,6.678458326083304,0.9369638375881629,5.278057619917051,,,,,,,,,,,,,,,,,,,,
Jandaia do Sul,75084871000130,400.35938880011145,3269.11413881694,10270.491525630126,7798.133950933755,934.266288380237,359.00198362186256,2857.966537160412,8233.518166846006,5754.175640595135,581.1481648870835,17785.8104931105,22672.365292561175,12159621.788390715,3037.3623063877517,25734.195619600836,90258.60023348886,74594.66841475198,10318.398815903241,203943.22539013266,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAÍ LTDA. - Jandaia do Sul - PR,PR,10y_1985_2024,0.7844708861913954,8.99523374639022,536.3190664707708,0.8966992998410798,7.5865894277909,0.8742327174280559,7.871917139275469,0.8016673930647983,8.788148065576756,0.7378913566759295,9.565707499269099,0.6220369632459242,11.044387391728039,,,,,,,,,,,,,,,,,,,,
São Pedro do Ivaí,75177857000180,229.44263375550508,2689.2804950306518,11694.664750103215,10099.551001414511,1105.5688880491782,212.141318410635,2354.979773238944,9750.132698331656,8057.601978937289,819.3871494605261,21194.242918379052,25818.507768353065,10809822.57142385,1583.0625663250685,21214.185128975678,97743.91746161963,88606.73258590973,10521.0189430529,219668.91668588298,RENUKA VALE DO IVAÍ S A EM RECUPERAÇÃO JUDICIAL - São Pedro do Ivaí - PR,PR,10y_1985_2024,0.8208934113673995,8.508195696543751,418.6850250375022,0.9245941564491174,6.899600742955147,0.8756913894220254,7.888424122428287,0.8337248571615191,8.357992259740234,0.7978178413880742,8.773333841623232,0.7411452676697229,9.516384783238312,,,,,,,,,,,,,,,,,,,,
Jacarezinho,75444430000100,13575.104980802626,11673.851549373625,12964.195237334481,11377.533140950782,3039.5807109535326,11233.057344542238,9874.967335599045,10233.742043711536,8934.753662448069,2276.758155564788,42553.278541865686,52630.26561941503,25255554.256309077,109545.75796829748,90560.7218966412,111623.04814937405,97585.86335205559,27878.488610107113,437193.8799764755,Dacalda Açúcar e Álcool LTDA. - Jacarezinho - PR,PR,10y_1985_2024,0.8085324677929804,8.306891003324083,479.86750511463185,0.827474804830429,8.069606689835013,0.8459048235994485,7.75757011416685,0.7893850606507571,8.61010237086837,0.7852979685279494,8.57706693912567,0.7490369139928371,9.171820478279546,,,,,,,,,,,,,,,,,,,,
Bandeirantes,75619056000128,11405.96817869573,11265.65723897391,9070.038773482132,12535.949541105829,2062.440457753165,9625.422562528094,9897.737581573223,7815.663556036061,10569.402970665695,1535.8883858395266,39444.1150566426,46340.05419001077,20028192.413972378,88745.55169501422,79753.88697112273,65498.81562095751,94921.31782333751,18883.69761399124,347803.26972442324,AÇÚCAR E ÁLCOOL BANDEIRANTES S.A. - Bandeirantes - PR,PR,10y_1985_2024,0.8511883670853652,7.505456689763582,432.20045302169126,0.8438935136174261,7.7806241701405705,0.8785761337857569,7.079381635650297,0.8617012287628295,7.221448249202078,0.84312743410527,7.571928836510318,0.7446946553369752,9.155996500652074,,,,,,,,,,,,,,,,,,,,
PARANACITY,75717355000286,203.72173913866283,4976.128534161403,24504.353491701804,34878.57083292163,5403.354226597705,195.88361200243236,4847.987558760948,23915.3412458213,33896.833494014136,5217.950002943008,68073.99591354182,69966.12882452118,27090895.500149623,1320.1538733104865,28555.727517093277,137523.01993747914,203154.10961888707,32135.626694936436,402688.63764170656,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - PARANACITY - PR,PR,10y_1985_2024,0.9729564441713657,5.755479750089809,387.20014891912984,0.9615253277859784,6.480181638405934,0.974248861434997,5.738542990008517,0.9759629550691893,5.612187237833072,0.9718527073941677,5.82461106540327,0.9656871980108106,5.94734776719813,,,,,,,,,,,,,,,,,,,,
TAPEJARA,75717355000367,1.8859102055430412,2689.6005404346715,20415.443985572347,37696.005341972625,3442.3784601749157,1.8859102055430412,2508.6100106417257,18953.687087580416,33988.19217538217,3079.0789860497503,58531.45416985962,64245.31423836009,29491777.904143166,11.65396349132061,18347.863009038454,140478.9628560026,273974.79089329165,24644.109189191815,457457.37991101574,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - TAPEJARA - PR,PR,10y_1985_2024,0.9110618395093973,7.120478517916152,459.04947705172845,1.0,6.179490124751137,0.9327072823372888,6.821779938396808,0.9283994558714982,6.881014341656223,0.9016390958948113,7.2680059440737175,0.8944626576280909,7.159035380421125,,,,,,,,,,,,,,,,,,,,
IVATE,75717355000448,0.0,1922.0706880556604,18328.092941305393,22753.683319959517,1536.7582892100893,0.0,1800.111783595588,16357.893293256006,20406.965645314314,1341.9915826845697,39906.96230485048,44540.60523853065,15343301.00791403,0.0,12581.431211488856,136990.69617635812,166932.07751142973,11692.639460168926,328196.8443594456,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - IVATE - PR,PR,10y_1985_2024,0.8959681192281655,7.368486409240193,344.47895186303026,,,0.9365481690044166,6.545769252751081,0.8925038379956479,7.474356258180408,0.8968642728455897,7.336485929071405,0.8732613268508012,7.608639265046081,,,,,,,,,,,,,,,,,,,,
Maringá,75717355000529,654.8595042233958,8013.9723279883165,10882.00932810254,7790.61017293331,952.9290227411716,617.9367372324361,7590.37154410312,10026.190815334985,7143.399781921623,849.8422880513995,26227.741166643566,28294.380355988735,14394396.72228114,4269.378081313594,48430.22655160059,72130.67029107003,51917.26498749642,6850.030170236967,183597.5700817176,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - UNIDADE IGUATEMI - MARINGA - PR,PR,10y_1985_2024,0.926959376266823,6.488835159906857,508.736948509793,0.9436172694252232,6.519532897940743,0.9471422202936992,6.043223581202163,0.9213547345013366,6.62843305094347,0.9169243003249897,6.664081995511861,0.8918211826592967,7.188394945231433,,,,,,,,,,,,,,,,,,,,
TERRA RICA,75717355000871,0.0,396.3490569567856,2689.000300179247,38186.05522049756,8301.938011934068,0.0,389.99153231592743,2639.6106194363797,37330.456075742666,8024.227654326868,48384.28588182184,49573.342589567656,20420400.066473234,0.0,2101.030135273524,14038.841057592983,212221.98648340942,47812.62178311646,276174.4794593924,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - TERRA RICA - PR,PR,10y_1985_2024,0.9760141913852699,5.571027996758711,411.9230013505395,,,0.9839597836067229,5.3009590874404475,0.9816326979437023,5.220840271627029,0.9775939373728338,5.557578159303887,0.9665487314879984,5.7592120917291405,,,,,,,,,,,,,,,,,,,,
Rondon,75717355001096,23.036745123565197,4285.317303741563,26957.244088785235,41633.91019136171,7058.670630421885,21.39092806726694,3804.001497278202,23908.0630948403,37370.89952254967,6216.874268211454,71321.2293109469,79958.17895943398,28681412.533306543,152.07458792626858,31440.78369603414,197997.50774279682,295004.684304915,51238.41640605483,575833.4667377272,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - Rondon - PR,PR,10y_1985_2024,0.891981661402407,7.201683107738995,358.705174461987,0.9285568752238924,6.601392128556628,0.8876825746268268,7.336862469573212,0.8868882522300024,7.344872016244711,0.897607247332331,7.085682871221718,0.8807429321631178,7.2589328910212085,,,,,,,,,,,,,,,,,,,,
CIDADE GAÚCHA,75717355001177,0.0,3728.1057951274747,22982.75070643898,32937.90999788302,4620.634683704318,0.0,3279.642722513512,20502.34886841739,29818.14357428592,4272.552277758629,57872.68744297545,64269.40118315381,23357621.622144908,0.0,27794.964377120486,167020.67850492752,230105.3830274466,28710.088186458102,453631.11409595254,USINA DE AÇÚCAR SANTA TEREZINHA LTDA. (EM RECUPERAÇÃO JUDICIAL) - CIDADE GAÚCHA - PR,PR,10y_1985_2024,0.9004703074492773,7.058275100513269,363.4330053205377,,,0.8797075251458554,7.455519211243332,0.8920755017663458,7.267218821554465,0.9052834128274194,6.986034725404129,0.9246678368291529,6.21345121433437,,,,,,,,,,,,,,,,,,,,
SÃO CARLOS DO IVAÍ,78340270000210,24.682938061654568,1910.2042419236664,19308.048205791467,26829.979869528997,8507.141640532016,22.79019296914339,1777.3850076841957,17539.42887574425,24505.134393923774,7646.617849708741,51491.356320030114,56580.0568958378,20433670.208003912,165.53006386756897,12598.498332989217,135882.5551309774,185007.41984424228,60763.274306963125,394417.2776790395,COOPERATIVA AGRÍCOLA REGIONAL DE PRODUTORES DE CANA LTD - SÃO CARLOS DO IVAÍ - PR,PR,10y_1985_2024,0.9100619395774764,6.970959368336267,361.14615871846314,0.9233176744282483,6.706254476436222,0.9304685691066651,6.595367163619075,0.9083998904914314,7.037612175124946,0.9133489668307367,6.895548216730365,0.8988468950930197,7.142619327913663,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ DO RIO CLARO,00297598000122,0.0,8.775971591472626,1010.0791418775916,510.57570005208254,317.37052296102047,0.0,8.689128369092941,1008.6029537320137,510.4019650667906,317.1967866420746,4690.422609276894,4695.8085535837445,2151541.887765967,0.0,37.509861558675766,3768.509297013283,1873.2215817123652,1108.4178567677736,17107.427987658044,DESTILARIA DE ÁLCOOL LIBRA LTDA. - SÃO JOSÉ DO RIO CLARO - MT,MT,5y_1985_2024,0.9988530315396398,3.643127225576947,458.1834764375039,,,0.9901044321446907,4.274154851996454,0.9985385420959848,3.7309049764240916,0.9996597272739884,3.6688420179833914,0.9994525757549096,3.492504112941547,199.7469228580594,3.995121829211712,542.5495284372977,2102.7156439770088,198.61667108535767,3.995121829211712,541.5073262551836,2101.4126562971696,873.4446890503168,17.558006271719933,2105.071694009678,7323.69500127423,0.9943415810540175,4.372756669052611,1.0,4.39486128891953,0.9980790653618002,3.8799622590639866,0.9993803310097723,3.482969759725775
Patrocínio Paulista,00372496000124,9343.211661378396,18151.16814949387,13738.2743660708,7420.211697469011,891.6959749133856,8462.744289875118,14943.685742034075,10902.333438077627,5569.551597470542,611.9276780995668,75853.79960359418,93463.05460591236,74686218.12084486,63757.95617551142,145260.30044013885,117137.09071877961,67940.00050821024,9054.920946528398,769927.6613058654,Central Energética Vale do Sapucaí Ltda. - Patrocínio Paulista - SP,SP,5y_1985_2024,0.8115912744713113,8.237775499123915,799.0988357459515,0.9057639489060463,6.82398713485907,0.8232905793697232,8.002807270792061,0.7935737158520395,8.526332172261114,0.7505920079571695,9.156073071524922,0.686251475071429,10.154717752772118,7539.972298351952,17582.347142010723,15416.093754225065,3380.0795619991486,6465.590355581718,14079.415302708223,12366.001940720162,2452.549259027138,57392.82071931655,147186.85956527787,129904.16733488865,32293.5448972137,0.8575085026499278,7.611807901716187,0.8007699534647054,8.371286175643414,0.8021488541694313,8.42652940530321,0.7255892099701278,9.554078330071519
Jandaia,00595322000120,0.0,565.8327439278364,4215.804971605539,8127.451712192596,537.9224301519055,0.0,556.0031488239765,4178.36991161108,8077.965495409072,529.2044404985566,33572.88323390413,33809.37922596116,17988573.462296817,0.0,2781.073694691062,18129.226278737187,31300.371193790845,2256.9796558956887,134770.74226412692,DENUSA DESTILARIA NOVA UNIÃO S/A - Jandaia - GO,GO,5y_1985_2024,0.9930050182088103,3.9861939304889904,532.0586734844264,,,0.9826280907046385,4.915010176656986,0.9911203055533656,4.300300037796314,0.993911225986211,3.8511912838355995,0.9837932215414645,4.195734420775749,1155.8467269018292,827.7469689622521,11750.278717565858,6628.494954653348,1140.8891535922885,822.105292275548,11684.120631772601,6584.225159921016,5348.065902158618,3555.1856898218393,45767.808222882835,25632.031626148844,0.9870592069334023,4.62696807256941,0.9931842979820547,4.29501505064885,0.9943696581686735,3.8950402218513434,0.9933212901216355,3.866945935917866
João Pinheiro,01105558000102,0.0,27.490457952022552,520.6700685173273,7681.430630911273,1218.2324446487078,0.0,20.256091326475143,517.5238455533981,7550.976039003712,1154.359926150155,22150.324261911504,22688.226525228863,20825989.976471305,0.0,252.9584763199091,1451.0142394453287,35088.577997411645,7560.981859485542,103324.7155473078,WD AGROINDUSTRIAL LTDA - João Pinheiro - MG,MG,5y_1985_2024,0.9762915685490348,4.554111597590616,917.9205767058615,,,0.7368408107943085,9.201682880706548,0.9939573577315699,2.7868209201601926,0.9830168886271535,4.56797433751595,0.9475695145215318,6.206518216370312,0.5106032267212868,29.67786456644535,5004.660332437035,8205.554122969334,0.42550258338451385,29.422535374760628,4961.712582643506,7915.647739276114,3.6500686407089233,68.555678576231,15674.57467172508,43224.40255570336,0.8333331266172644,7.148542057101642,0.9913966454320502,2.3099936460301134,0.9914184486177474,3.131995706108649,0.9646694934493576,5.267700621790768
Rio Verde,02043917000107,0.0,8.448497340083122,120.68230702622849,4401.101458841065,170.69633399820796,0.0,8.277701914310455,119.06092937185484,4332.065616221229,162.25000415122977,8377.598337186551,8500.050105361319,7173048.513977425,0.0,47.322425708174706,588.0310503207002,19750.203105922188,1035.083201304604,38516.832756371005,USINA RIO VERDE LTDA. - EM RECUPERAÇÃO JUDICIAL - Rio Verde - GO,GO,5y_1985_2024,0.9855939945462754,4.531365377726057,843.8830859894695,,,0.9797839285617878,5.601283139861782,0.9865649100160038,4.872553937777312,0.9843139624783802,4.487559146414902,0.9505183875415458,6.063886534994189,11.01171000301838,2.6458489447832108,2091.3509615676953,1694.112987640237,10.840864814817905,2.6458489447832108,2081.538454236324,1660.918917532002,50.18495152890682,12.859268426895142,8680.7188416706,8352.429911488936,0.9844851355372014,4.557416742281699,1.0,4.860167263988978,0.9953080532575863,4.150770961543182,0.9804062241713455,4.9302673271652315
Itapaci,02414858000470,0.0,2460.2661870257234,4676.9812277258025,11139.504742170522,1207.3409935275422,0.0,2364.962612048843,4478.680308236971,10687.581112860613,1140.1434879650965,40987.225606081614,42782.770959376794,24677394.51590564,0.0,13754.206706472589,27030.77901390259,61879.90768235011,7234.874932331957,239776.8319293257,Vale Verde Empreendimentos Agrícolas Ltda. Em Recuperação Judicial - Itapaci - GO,GO,5y_1985_2024,0.9580311112854263,5.60451851417009,576.8068304724204,,,0.9612629009497158,5.590536007447385,0.9576006595208729,5.779535494746126,0.9594305456328706,5.554996305005645,0.9443425627700159,5.9924039447989745,603.914256570006,489.9864193078934,13047.965537437327,9156.811595611976,589.5711076455957,479.6185952451884,12555.246406039827,8691.421976039486,3137.579597587854,2504.5146859793103,71676.833411575,52558.1358991263,0.976249693117242,5.195405744199623,0.978840588934384,5.1113961270945865,0.9622378576963753,5.493334053183943,0.9491755820557115,5.739785661235251
Goianésia,02460988000105,115.4557077512145,4967.36697516076,10380.338802904269,5992.16546490806,801.1270684124207,104.83380387723446,4409.352534810527,9478.13063661047,5605.919331530642,712.5005918692725,35393.142686479965,38534.62020078863,25387096.03564588,758.499052375555,33388.872564014855,61299.18614233048,33705.32900527255,5278.715250750851,227995.93471702462,USINA GOIANÉSIA S/A - EM RECUPERAÇÃO JUDICIAL - Goianésia - GO,GO,5y_1985_2024,0.9184764895063278,5.916651923102607,658.812670356261,0.9080001839591312,6.56961069443166,0.8876639388350859,6.7216440281089325,0.913084901810587,5.90531651290417,0.9355414773441433,5.6248995797364385,0.8893727599058939,6.589111089719621,1122.9064595997334,2456.3392375333055,10066.238503695908,2632.681980822951,994.3381719365716,2196.9791045800434,9572.03331453619,2319.0551967290103,7880.218806028366,14884.573827135915,53067.89302885327,17732.64704026276,0.885504009203945,7.017698347587489,0.8944119244645884,6.059657232884184,0.9509046811300699,5.271869229938167,0.8808717549713679,6.735582637565554
Goianésia,02635522000195,115.4557077512145,5066.92358701308,12238.67020855844,7842.753759154327,1144.5398640614221,104.83380387723446,4573.580770667686,11440.17129008472,7375.55347995574,1063.382517782993,44691.04147334212,47780.51037461023,31044756.806005016,758.499052375555,32067.149258199803,66566.05637826025,42413.33699805251,6531.883042842793,263547.5065344579,JALLES MACHADO S.A. - Matriz - Goianésia - GO,GO,5y_1985_2024,0.9353403955494414,5.5157951321194485,649.7368186862584,0.9080001839591312,6.56961069443166,0.902634644499106,6.328721700163469,0.9347560719533619,5.438994208023593,0.9404290516384943,5.407964893523047,0.9290917260055578,5.706994791482646,1189.4553957437765,3024.7570769265294,13899.300328239622,3258.6544471618304,1066.0692263102706,2762.798820272088,13361.120956264904,2943.530608126492,8008.784349308119,17144.359782844782,69751.06740394351,20306.37026863063,0.8962666697086598,6.733152313206464,0.9133952743998145,5.668012123560431,0.9612801105620199,5.01831500555666,0.9032963316163211,6.231519971783674
Goianésia,02635522004930,11.243043563734084,2312.7461786970207,3930.5459463249235,19227.04398971632,1846.181599256338,8.927887596628246,2019.6583983275818,3428.8287993750732,18684.963210933285,1682.1044273004518,47137.62273207444,49777.84815540917,29103094.381927367,106.79926252061244,16845.561106525627,28149.72216987329,97821.96448971718,12076.554508304947,281833.01381629746,JALLES MACHADO S.A. - Unidade Otavio Lage - Goianésia - GO,GO,5y_1985_2024,0.9469598321106247,5.661815933392688,584.6595515954389,0.7940810285060463,9.49914157275949,0.8732728290423285,7.283791564198479,0.8723543360639359,7.161784279914955,0.9718063380375596,5.087727710096141,0.9111262012242034,6.541368689390857,555.7285133320036,649.9765598414868,10843.156439564129,10401.225885113226,513.7299194698825,554.0633590405771,10341.720144279534,9903.626585751423,3454.374016846862,4899.3045238509485,60749.91758616946,57728.816152488595,0.9244260590295998,6.215938059638751,0.8524359081129008,7.53766339673198,0.9537555048588092,5.602604548294377,0.9521595526471553,5.550193485857573
Ipameri,02678100000105,0.0,0.0,23.248573429882526,3052.590677767992,772.0083610266447,0.0,0.0,23.248573429882526,3038.574059307575,741.6616810560226,8839.33386117965,8948.504716739058,8108872.600578308,0.0,0.0,92.50547534227371,12762.887509942055,3915.158923625946,39571.0115544647,LASA LAGO AZUL S.A. - Ipameri - GO,GO,5y_1985_2024,0.9878001007972658,4.422080873516581,906.1706796007901,,,,,1.0,3.978974263572315,0.9954082876022325,4.181001928261828,0.9606912547808861,5.07139445798155,0.0,3.162872865796089,1338.1092560961843,3759.384975552559,0.0,3.162872865796089,1336.057906985283,3696.6287675350904,0.0,16.92927460372448,5148.666918441653,17634.863452509046,,,1.0,5.3524992378925145,0.9984669793579591,3.847717886252753,0.9833067886301683,4.6908905491694295
GOIATUBA,02773950000184,0.0,992.6382801011205,13086.013720974823,24536.83307297589,753.5235845275369,0.0,972.4697419777513,12838.339415573257,23967.840120262197,712.5954835933796,71707.08280896884,73357.31085197855,46653442.994992755,0.0,5033.182657882571,65431.73721406045,123111.0915710499,4337.360353124667,367935.0329962146,GOIASA GOIATUBA ÁLCOOL LTDA. - GOIATUBA - GO,GO,5y_1985_2024,0.9775042456730788,5.015655954709671,635.9753711409999,,,0.9796818856096153,5.070510334711088,0.9810733573506359,5.000127510884668,0.9768106604865661,5.017399401336787,0.9456843796603668,5.75610431071539,753.1528019085526,1037.9894778728485,21804.798902593237,10392.36101102452,741.2383251935244,1018.2454650625587,21423.380471507036,10032.97378579913,3654.5529959648848,5277.728503316641,104730.57580285621,56358.80389795923,0.9841805319122016,4.852339374830631,0.9809786002351861,5.084568404423798,0.9825075923520286,4.803097532369383,0.9654181350278206,5.423099124267543
Anicuns,02783009000141,0.77254968136549,2416.4483296144826,5437.156371126396,2769.18747915348,299.16134713543397,0.0,2257.1311258969354,4966.138824166824,2434.2414188885514,275.37931203795415,18963.714105098617,21015.715610557556,15860148.58987964,11.656102776527405,15245.70750785774,35475.1604520311,19561.45651742664,1918.7918854471516,142507.2208805289,ANICUNS S.A. ÁLCOOL E DERIVADOS - Anicuns - GO,GO,5y_1985_2024,0.9023587136653065,6.780983504027733,754.6803965082236,0.0,15.087835847560141,0.934069683276462,6.309138631691753,0.9133706086768306,6.524579767545262,0.8790453651887379,7.063969725663511,0.9205043187390335,6.413903078790761,565.609075972993,583.9807708847757,7553.342128412046,1390.0575585765876,537.375880265791,532.8403776662899,6837.292629610207,1123.3145365660682,3349.8064923882484,3840.7470870432317,51422.89505653744,11680.999779020864,0.9500835525691775,5.9224765561367985,0.9124279500830068,6.57683827709636,0.9052009710895519,6.807965822587223,0.8081064914436615,8.403248992784265
Turvelândia,02859452000230,5.533811837434769,628.2527389984213,17044.549433052918,23664.059961337203,1386.3164136793102,5.533811837434769,627.2310142900429,17006.228026695928,23560.966094241805,1376.4417621280636,83849.34709884528,84138.2060845094,42490422.05824205,26.568206444382668,2244.008026891187,67346.25820022961,94004.16065349322,5951.117312830043,330014.2168416904,Vale do Verdão Sociedade Anônima Açúcar e Álcool - Turvelândia - GO,GO,5y_1985_2024,0.9965668511475752,3.922287296097332,505.0074637384612,1.0,4.801067912113636,0.9983737043311468,3.5718237066003877,0.997751691442035,3.951190288998267,0.9956434412664675,3.972444323040046,0.9928770578968772,4.292755430223656,775.3317469507456,474.42705613558786,21206.12588460384,18953.60903791391,771.4151812791824,472.63929370974796,21158.688668552917,18870.203246110155,3343.0909208208323,1864.317557721103,79415.99901802388,75818.69694523621,0.9949485292109264,4.311819984114759,0.9962317443688773,3.929618965888603,0.9977630418536106,3.7449555590765318,0.9955994770369636,4.000224801174913
INHUMAS,02896264000109,0.0,2361.057272058433,2277.5849805717667,2311.185478381199,283.83938826716997,0.0,2191.0859630827226,2025.8887216641915,2004.1203552355078,227.82253257281639,11432.42480410691,12829.989824392691,10319199.742102321,0.0,14593.48348275546,15729.651493749956,16501.2969496824,2399.3396010483016,88210.80535824929,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL) - INHUMAS - GO,GO,5y_1985_2024,0.891070449827739,6.875360508122987,804.303034012015,,,0.9280105099578864,6.180910414778913,0.8894898495315906,6.90628522225378,0.8671395584569154,7.139754513013054,0.8026459398875729,8.453159428281571,319.66256653535015,241.649511073033,3811.8579048459437,1223.1527226597946,296.5651454256738,208.68354557106892,3521.5829301347044,956.6756104202248,2138.631873551654,1811.1580309388685,24324.306322435186,10712.937604087474,0.9277443669428772,6.690279367806901,0.863579423953393,7.494979083121288,0.9238494765656877,6.381220635615024,0.782139133320895,8.75846278688058
Astorga,03345641000338,340.87466612128065,6559.6747350587275,8281.400635461976,9814.0839505103,1094.3492029065596,312.30090965745495,6134.78148866962,7486.804900893307,9048.252303639345,951.2262283277571,50304.28289017593,55185.97945689031,29461242.058088075,2362.833709025558,43089.390627833855,60028.365201101646,66899.50919422608,8338.447252410007,384648.41013898933,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA - Astorga - PR,PR,5y_1985_2024,0.9115409998199303,6.970038657001015,533.8537495941763,0.9161751831282781,6.931678836422768,0.9352264763802647,6.568830371655324,0.9040505622725082,7.248576399510585,0.9219660591112904,6.816684015704546,0.869216357814606,7.619548888292086,2446.38722703118,4481.189884637064,17628.046178155204,4539.972977008014,2254.151272156163,4030.826368572782,16029.439070907469,4056.5003473520283,16234.826315176195,32343.470144360734,122918.52922696575,32433.03846788979,0.9214204714809988,6.636245536189303,0.8994991224075841,7.217607594635607,0.9093145609506775,6.972895803919962,0.8935075974891354,7.143883594052621
Rubiataba,03347747000109,0.0,3111.9943154401926,5557.6886559853665,5908.112517705414,886.1446051173643,0.0,2914.4116696663054,5160.364664315623,5431.439235594489,826.619742647807,26274.077689540038,28485.089047703856,18116926.192192595,0.0,19650.51651219223,35841.15485723001,38903.43568236898,5807.37590898322,185729.94371740439,COOPERATIVA AGROINDUSTRIAL DE RUBIATABA – Rubiataba - GO,GO,5y_1985_2024,0.9223800440131661,6.520251469334123,636.0143779734112,,,0.9365093166161715,6.314444860871366,0.928509130996058,6.4489317548637395,0.9193188551026353,6.584748608931073,0.9328271456759886,6.553530739166515,1287.8154976218939,489.2880257591605,8277.950424281347,2966.0950057931095,1226.6714023277164,472.1915219426155,7559.08689946915,2683.29255357633,7751.030541419983,2715.445804581046,54933.50383676039,20127.48057386852,0.9525210751019169,6.018743023152923,0.9650584054453024,5.5497900247361756,0.9131592377379325,6.6361238013248265,0.9046549582314676,6.7858516111443965
Sandovalina,03445208000455,0.0,3548.623386295986,2679.2557988621443,18751.940124878405,1154.3278615980464,0.0,3434.7112300887698,2575.7649952394704,17705.72435159636,1071.8736837582262,76880.11125347941,80842.28762163116,29069909.585411776,0.0,20143.87235800916,16189.26220105945,117078.80962016487,7375.692603516345,494612.58867058787,UMOE BIOENERGY S.A. - Sandovalina - SP,SP,5y_1985_2024,0.9509888143356846,6.118240876427689,359.5879142048607,,,0.9678996208368799,5.67653147860109,0.961373302367536,6.042447387044896,0.9442075984503588,6.243557138113679,0.928569533333735,6.389599392763048,2123.2015241151344,2391.630199044125,44516.046057788066,5677.262669049231,2058.9287338117756,2267.0257681600024,42452.30329647693,5313.779194347881,11721.602181543438,14774.653023952245,271481.37238757894,35847.32429476333,0.9697283608864471,5.5207205008147,0.947899791977069,6.177649466818618,0.9536404747485411,6.098505964234966,0.9359755755739548,6.314191606844689
