cidade,cnpj_clean,dem_area_1985,dem_area_1990,dem_area_1995,dem_area_2000,dem_area_2005,dem_area_2010,dem_area_2015,dem_area_2020,dem_area_2024,dem_area_le12_1985,dem_area_le12_1990,dem_area_le12_1995,dem_area_le12_2000,dem_area_le12_2005,dem_area_le12_2010,dem_area_le12_2015,dem_area_le12_2020,dem_area_le12_2024,dem_cane_area_le12_total_ha,dem_cane_area_total_ha,dem_elevation_x_area_total,dem_slope_x_area_1985,dem_slope_x_area_1990,dem_slope_x_area_1995,dem_slope_x_area_2000,dem_slope_x_area_2005,dem_slope_x_area_2010,dem_slope_x_area_2015,dem_slope_x_area_2020,dem_slope_x_area_2024,dem_slope_x_area_total,emissor,uf,schema,share_cane_slope_le12,mean_cane_slope_pct,mean_cane_elevation_m,share_slope_le12_1985,mean_slope_pct_1985,share_slope_le12_1990,mean_slope_pct_1990,share_slope_le12_1995,mean_slope_pct_1995,share_slope_le12_2000,mean_slope_pct_2000,share_slope_le12_2005,mean_slope_pct_2005,share_slope_le12_2010,mean_slope_pct_2010,share_slope_le12_2015,mean_slope_pct_2015,share_slope_le12_2020,mean_slope_pct_2020,share_slope_le12_2024,mean_slope_pct_2024
Martinópolis,07458537000149,41.73140896111727,5182.965228466748,9036.454949614872,1281.5216205630525,5546.441562145101,23353.608017714523,20056.281954755475,3816.1570677211766,1476.8396207542396,40.9010846093297,5006.458645544682,8817.97546212346,1241.5123625255974,5191.668873427721,22393.758530410185,19482.191875301858,3621.8101956076193,1411.2912635687228,67207.56829311917,69792.00143069631,31822160.984377682,238.04272870719433,30081.932667206842,48835.91572212916,7015.606517019692,35516.24893383956,137602.17965569452,110659.7072739276,23090.992448489866,8538.668082625316,401579.29402963974,Atena - Tecnologias em Energia Natural Ltda. - Martinópolis-SP,SP,5y_1985_2024,0.9629694938589275,5.753944374677509,455.9571345145789,0.9801031316109836,5.7041622756851496,0.9659448645434419,5.8040004787193675,0.9758224338294607,5.404322380228379,0.9687798805767502,5.474434769143651,0.9360359818556945,6.403429755077696,0.9588993064122572,5.892116522265788,0.9713760466297445,5.517458695662656,0.9490726223620529,6.050849595212989,0.9556157918135753,5.781716553801906
Paracatu,07459492000127,0.0,7.0966954454779625,71.67438620101002,136.67876507341862,8.276504737460145,287.1818426892161,5932.929648434151,6354.808848789071,757.9335691557503,0.0,7.0966954454779625,71.67438620101002,136.593255341053,8.276504737460145,286.75427887290715,5928.653631848622,6339.418777672683,752.376521334169,13530.844051453385,13556.580260525558,7494462.890692857,0.0,19.988928630948067,233.86047083566,475.70645190775394,28.77357943414473,945.5802755417193,18968.3051747713,22562.459203673927,2918.0913868325597,46152.76547162802,DESTILARIA VALE DO PARACATU - AGROENERGIA S.A. - Paracatu - MG,MG,5y_1985_2024,0.9981015707075396,3.4044548540030393,552.8284232945864,,,1.0,2.8166530161140106,1.0,3.262817907917633,0.9993743744149307,3.4804708079724205,1.0,3.4765375417370485,0.998511173922748,3.29261859554614,0.9992792740115067,3.1971228884835186,0.9975782007795057,3.550454426016807,0.9926681597863897,3.850062202790376
Campos de Julio,07670089000142,0.0,0.0,0.0,4.588367196040995,76.74690245091915,500.98586475104094,718.9315801784396,1452.7506022378802,620.4454086348414,0.0,0.0,0.0,4.588367196040995,76.74690245091915,500.98586475104094,718.9315801784396,1452.6638991087675,620.4454086348414,3374.3620223200496,3374.4487254491623,2257550.515491725,0.0,0.0,0.0,18.218095072344237,244.8525873720646,1632.3121233135462,2453.6990091502666,4714.051769405603,1939.6174623668194,11002.751046680645,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,MT,5y_1985_2024,0.9999743059870909,3.260606973726087,669.0131334537405,,,,,,,1.0,3.97049632123241,1.0,3.190390485513753,1.0,3.258199957646918,1.0,3.4129798673487897,0.9999403179534194,3.244914689516475,1.0,3.1261694185706626
Uberaba,07674341000191,1.1821767836809158,783.3727614805102,2996.0187313358283,1542.6035344973207,2742.081764273667,11396.022439314454,17152.598408618484,7548.862692014024,936.8246469615137,1.1821767836809158,777.1275779679418,2979.471754352281,1534.3300890922546,2720.386903763139,11276.69648633307,16689.87197042774,7152.802358016165,867.7773095872473,43999.64662632353,45099.56715527949,43708966.84949553,6.254036769270897,2851.316118836403,10470.873348737698,5674.121345743537,9689.268398569437,41545.05305210072,74183.72774531106,37690.894625981826,5418.237196579516,187529.74586862943,USINA UBERABA S/A - Uberaba - MG,MG,5y_1985_2024,0.9756112841356349,4.158127398938388,969.1659944097453,1.0,5.290272026657342,0.992027826572926,3.6397948193241354,0.9944770115051419,3.494929200282093,0.9946367000852477,3.678275862107713,0.9920881788452889,3.5335446684376923,0.9895291577726516,3.6455748725780786,0.9730229538891179,4.324926520056387,0.9475337742708113,4.992923591769022,0.9262964124628725,5.7836193936111355
Vicentina,07863768000138,0.0,544.4357115353439,216.72512951069604,32.97604739067017,207.44325885921717,3837.427423172371,16676.78972429531,6880.9548409710615,2911.2337160999577,0.0,542.284483301172,216.14578567021618,32.89329140034376,206.78044524788857,3802.0144129551218,16523.55432549613,6772.598472723102,2871.5879306537554,30967.859147447725,31307.985851834623,12869615.865405865,0.0,2283.2304852766733,958.2145460162093,143.18835499619735,748.9305469542742,16585.083787292242,72387.83761949153,31511.948701043686,13435.910619596463,138054.34466066724,CENTRAL ENERGÉTICA VICENTINA LTDA. - Vicentina - MS,MS,5y_1985_2024,0.9891361039321868,4.409556887945807,411.064957238433,,,0.9960487010888663,4.193755914427097,0.9973268266500159,4.421335671500515,0.9974904211731022,4.342192783138384,0.9968048438162147,3.610291079463523,0.9907716794841754,4.321927676636418,0.9908114570410429,4.340633827986359,0.9842527133585042,4.579589523450007,0.9863817922872528,4.615194769589271
Paraíso das Águas,07895728000682,0.0,49.50375247001648,144.12250971548698,76.87202514708042,686.0851357132196,6267.387690039563,21742.118863218646,10133.506245199167,991.6553924234474,0.0,47.384615652263165,142.765803207983,74.83802212774754,672.8635358214378,6141.617044860708,21426.92640911364,9824.121104969348,950.5512843327488,39281.06782008587,40091.25161392662,29053538.10149171,0.0,276.0920821726322,694.6854059056325,404.20539213716984,3274.9999891370535,30846.07909706854,103607.71027186028,53008.95834610316,5748.057892052683,197860.78847643713,IACO Agrícola S. A. - Paraíso das Águas - MS,MS,5y_1985_2024,0.9797915065949371,4.935260948742883,724.6852351049896,,,0.9571924003329477,5.577195028596189,0.9905864357331671,4.820103447247863,0.9735404002243834,5.258159796932596,0.9807289223981842,4.773460054243163,0.9799325250967424,4.921680391032875,0.9855031399612932,4.76529959769167,0.9694690926572042,5.231057944155962,0.9585500079919429,5.796426799036858
Angélica,07903169000109,0.0,488.4049135179204,120.30491655407583,33.75862161566813,36.047821973205785,16724.792964389948,40030.124605908175,14007.069932968332,2918.485020088448,0.0,486.4939636097235,119.55797361670172,33.50978861500819,35.383305375219564,16579.90443602584,39606.33624713683,13770.420751028963,2854.990832703604,73486.59729811188,74358.98879701577,24867534.3289343,0.0,1931.7476534152734,556.6506140901178,145.1983080589888,158.07079033530226,72522.47814340767,187849.84643334293,69549.6307794274,15108.833745479174,347822.4564675569,ADECOAGRO Vale do Ivinhema S.A. - Usina Angélica - Angélica - MS,MS,5y_1985_2024,0.988267840741012,4.677611437361503,334.4253967306815,,,0.9960873655131096,3.9552174844047596,0.993791251772837,4.626998048246091,0.9926290532980632,4.301073358741609,0.9815656935256684,4.385030264874136,0.9913369015286109,4.336225763620566,0.9894132640619161,4.692712008336281,0.9831050188888991,4.965323305463691,0.9782441277074229,5.17694407937077
Ivinhema,07903169001768,0.0,169.75363692641258,123.13660860412261,11.098960764706135,59.08964955146406,6006.003298506783,29771.796896953736,12189.063951739872,5119.464286868187,0.0,169.6709199026227,122.8956160862364,11.016021244227886,58.675718010319216,5982.3220803223985,29560.41532270432,12038.651428027859,5060.770329964892,53004.41743626288,53449.40728991529,19143660.716751963,0.0,636.2370683401823,493.9256765392481,53.82914841175079,274.3044568279795,26170.87213917673,137126.72877661092,59634.53574870338,25761.90400943756,250152.33702404783,ADECOAGRO Vale do Ivinhema S.A. - Unidade Ivinhema - Ivinhema/MS,MS,5y_1985_2024,0.9916745596216111,4.6801704585271615,358.1641347847826,,,0.9995127231128147,3.7480025751435777,0.9980428848851848,4.011200910422926,0.9925272714953647,4.849926903329856,0.9929948553716783,4.642174372502825,0.996057075394835,4.3574521755063556,0.9928999389932341,4.605927188447326,0.9876600431085159,4.892462291182837,0.9885351369568396,5.032148397932728
Batayporã,07912062000119,0.0,451.5421898365021,2399.211666814983,864.5060583128064,211.74349516612642,6134.323894935641,8321.164430927238,1756.676529973132,1146.182902500092,0.0,449.88636779785156,2393.4995204657316,863.5951356066793,210.83242861909025,6115.112063306365,8283.490918609998,1748.4524069274757,1137.592703021683,21202.461544354876,21285.35116846652,6105313.805220526,0.0,1635.283142581582,8599.044346868992,3172.9217688064946,857.5460931244434,22475.875466901703,30313.17805793408,6686.6302117029245,4819.013813329971,78559.4929012502,USINA LAGUNA - ÁLCOOL E AÇÚCAR LTDA - Batayporã-MS,MS,5y_1985_2024,0.9961057901532561,3.69077739331044,286.8317161835379,,,0.9963329627310129,3.6215511626359835,0.9976191569804951,3.5841124256804116,0.998946308475958,3.670213456917647,0.9956973103408849,4.049928865354958,0.9968681419569095,3.663953167757783,0.995472567255465,3.6429009797317806,0.995318362313532,3.8064094883792836,0.992505385083243,4.204402109662061
Bambuí,07930999000206,0.5049908682703972,13.956310018897057,0.5043913945555687,1.0938848108053207,74.17086765170097,982.6138973101974,5863.820428018097,4017.6555894551325,829.2989679173804,0.0,13.115501277148724,0.5043913945555687,0.1682840958237648,65.59255341440439,888.5433860063554,4970.572952798857,3255.12550021372,685.8343239219166,9879.45689312278,11783.619327445034,9089841.400081724,13.671271800994873,74.7233981192112,3.3637937903404236,18.30964070558548,508.30320547521114,6492.178498105968,43664.15346160414,32322.46609357759,6484.164842039172,89581.33420521823,Bambuí Bioenergia S.A. - Bambuí - MG,MG,5y_1985_2024,0.8384059785530155,7.6021917982852525,771.3963891306912,0.0,27.072314887235933,0.9397542229565075,5.354094170882889,1.0,6.669015028109952,0.15384078301615106,16.738179856529754,0.8843438871771125,6.85313818711347,0.9042650306887067,6.607049336344241,0.8476680031074643,7.446366067584732,0.8102052124022842,8.045106250125613,0.8270049167482425,7.818850731628021
